Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.5656e-18;4.0601e-18;1.0978e-18;8.031100000000001e-19;1.12e-17;3.3658e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-2.2124e-15;4.2909e-15;-1.9856e-15;-4.6149e-16;2.5664e-15;2.2146e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-7.1048e-08;-1.9535e-09;2.8963e-09;-1.1776e-09;1.0206e-07;-1.254e-09;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.9876e-07;-5.516e-09;8.0954e-09;-3.3306e-09;2.8556e-07;-3.5008e-09;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.9174e-07;-1.0867e-08;1.5935e-08;-6.5684e-09;5.6278e-07;-6.9497e-09;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-7.1103e-07;-1.9802e-08;2.8891e-08;-1.1982e-08;1.0215e-06;-1.2675e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-1.0993e-06;-3.0686e-08;4.4613e-08;-1.8593e-08;1.5793e-06;-1.9688e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.25;-1.3741e-06;-3.8438e-08;5.5739e-08;-2.3301e-08;1.9742e-06;-2.4664e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.3;-1.6496e-06;-4.6224e-08;6.6882e-08;-2.8032e-08;2.37e-06;-2.9664e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.35;-1.9216e-06;-5.3932e-08;7.7875e-08;-3.2724e-08;2.7608e-06;-3.4623e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.4;-2.1912e-06;-6.1588e-08;8.8759e-08;-3.7387e-08;3.1483e-06;-3.9555e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.45;-2.4599e-06;-6.9229e-08;9.9601e-08;-4.2044e-08;3.5344e-06;-4.4481e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.5;-2.7269e-06;-7.6845e-08;1.1036e-07;-4.6691e-08;3.9179e-06;-4.9393e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.55;-2.9933e-06;-8.4433e-08;1.211e-07;-5.1323e-08;4.3008e-06;-5.4287e-08;293.15;293.15;293.15;293.16;293.16;293.16;293.16;293.15;293.15
0.6;-3.2605e-06;-9.2055e-08;1.3188e-07;-5.5968e-08;4.6847e-06;-5.92e-08;293.15;293.15;293.15;293.17;293.17;293.17;293.17;293.15;293.15
0.65;-3.5253e-06;-9.9641e-08;1.4254e-07;-6.06e-08;5.0653e-06;-6.4094e-08;293.15;293.15;293.15;293.17;293.17;293.17;293.17;293.15;293.15
