Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-5.3827e-18;-1.2436e-17;-8.9709e-18;-2.3983e-18;-7.0689e-18;-4.9901e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;6.5229e-16;8.6922e-16;-1.6101e-15;2.4983e-15;-9.3865e-16;2.7501e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-6.3142e-08;9.0401e-08;1.7285e-08;-4.328e-08;7.8563e-08;6.2136e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.7663e-07;2.5286e-07;4.8361e-08;-1.212e-07;2.196e-07;1.7376e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.4812e-07;4.9824e-07;9.5218e-08;-2.3893e-07;4.3286e-07;3.4241e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-6.3182e-07;9.0404e-07;1.7269e-07;-4.3398e-07;7.8545e-07;6.2129e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-9.7674e-07;1.3973e-06;2.6677e-07;-6.7127e-07;1.2141e-06;9.6028e-07;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.25;-1.2209e-06;1.7464e-06;3.3337e-07;-8.3939e-07;1.5174e-06;1.2002e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.3;-1.4656e-06;2.0963e-06;4.0006e-07;-1.008e-06;1.8214e-06;1.4406e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.35;-1.7073e-06;2.4417e-06;4.6588e-07;-1.1745e-06;2.1215e-06;1.678e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.4;-1.9468e-06;2.784e-06;5.3109e-07;-1.3396e-06;2.419e-06;1.9132e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.45;-2.1855e-06;3.1251e-06;5.9606e-07;-1.5043e-06;2.7154e-06;2.1476e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.5;-2.4226e-06;3.4638e-06;6.6055e-07;-1.6679e-06;3.0097e-06;2.3803e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.55;-2.6593e-06;3.8019e-06;7.2493e-07;-1.8312e-06;3.3035e-06;2.6127e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.6;-2.8966e-06;4.1411e-06;7.895e-07;-1.995e-06;3.5982e-06;2.8457e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.65;-3.1319e-06;4.477e-06;8.5344e-07;-2.1574e-06;3.8902e-06;3.0766e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.7;-3.3662e-06;4.8118e-06;9.1714e-07;-2.3193e-06;4.1811e-06;3.3066e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.75;-3.5991e-06;5.1445e-06;9.8043e-07;-2.4802e-06;4.4702e-06;3.5352e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.8;-3.8313e-06;5.476e-06;1.0435e-06;-2.6407e-06;4.7583e-06;3.763e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.85;-4.0623e-06;5.8058e-06;1.1062e-06;-2.8003e-06;5.0448e-06;3.9896e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.9;-4.2923e-06;6.1342e-06;1.1686e-06;-2.9594e-06;5.3302e-06;4.2153e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
