Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-4.6216e-18;-4.1679e-18;-5.4448e-18;-4.31e-18;-4.4882e-18;-2.9559e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;8.3227e-16;4.7642e-16;-4.9888e-16;7.3553e-16;1.6297e-15;-4.416e-16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-2.6446e-09;7.9542e-08;-3.9842e-08;-2.9558e-08;7.8301e-08;7.5131e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-7.3973e-09;2.224e-07;-1.1156e-07;-8.2816e-08;2.189e-07;2.1012e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-1.4627e-08;4.3822e-07;-2.1988e-07;-1.6327e-07;4.3144e-07;4.1407e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-2.6618e-08;7.9499e-07;-3.9926e-07;-2.9664e-07;7.8284e-07;7.5137e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-4.1311e-08;1.2287e-06;-6.1742e-07;-4.5894e-07;1.21e-06;1.1614e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.25;-5.1677e-08;1.5355e-06;-7.72e-07;-5.7399e-07;1.5123e-06;1.4516e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.3;-6.2076e-08;1.8429e-06;-9.2692e-07;-6.8934e-07;1.8152e-06;1.7424e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.35;-7.2384e-08;2.1464e-06;-1.0799e-06;-8.0332e-07;2.1143e-06;2.0295e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.4;-8.263e-08;2.4471e-06;-1.2317e-06;-9.1636e-07;2.4107e-06;2.3141e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.45;-9.2854e-08;2.7468e-06;-1.3829e-06;-1.0291e-06;2.7061e-06;2.5976e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.5;-1.0303e-07;3.0443e-06;-1.5332e-06;-1.1411e-06;2.9994e-06;2.8792e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.55;-1.1318e-07;3.3413e-06;-1.6832e-06;-1.2529e-06;3.2922e-06;3.1603e-06;293.16;293.15;293.16;293.16;293.16;293.16;293.15;293.16;293.16
0.6;-1.2336e-07;3.6392e-06;-1.8336e-06;-1.3651e-06;3.5858e-06;3.4423e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.65;-1.3347e-07;3.9343e-06;-1.9828e-06;-1.4764e-06;3.8767e-06;3.7216e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.7;-1.4356e-07;4.2283e-06;-2.1314e-06;-1.5873e-06;4.1666e-06;3.9999e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.75;-1.536e-07;4.5204e-06;-2.2792e-06;-1.6975e-06;4.4546e-06;4.2765e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.8;-1.6361e-07;4.8115e-06;-2.4264e-06;-1.8074e-06;4.7417e-06;4.5521e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.85;-1.7358e-07;5.1011e-06;-2.573e-06;-1.9168e-06;5.0272e-06;4.8263e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.9;-1.8352e-07;5.3894e-06;-2.719e-06;-2.0258e-06;5.3116e-06;5.0993e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
0.95;-1.9341e-07;5.6762e-06;-2.8642e-06;-2.1343e-06;5.5945e-06;5.371e-06;293.17;293.15;293.17;293.17;293.17;293.17;293.15;293.17;293.17
1.0;-2.0328e-07;5.9617e-06;-3.0088e-06;-2.2423e-06;5.876e-06;5.6413e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.05;-2.1309e-07;6.2456e-06;-3.1527e-06;-2.3498e-06;6.1561e-06;5.9103e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.1;-2.2287e-07;6.5281e-06;-3.2959e-06;-2.4568e-06;6.4348e-06;6.1779e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.15;-2.3261e-07;6.8092e-06;-3.4384e-06;-2.5633e-06;6.712e-06;6.4442e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.2;-2.4227e-07;7.0875e-06;-3.5796e-06;-2.6688e-06;6.9866e-06;6.7079e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.25;-2.5189e-07;7.3646e-06;-3.7202e-06;-2.7739e-06;7.26e-06;6.9704e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.3;-2.6155e-07;7.643e-06;-3.8614e-06;-2.8795e-06;7.5347e-06;7.2342e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.35;-2.7111e-07;7.918e-06;-4.001e-06;-2.9839e-06;7.806e-06;7.4948e-06;293.18;293.15;293.18;293.18;293.18;293.18;293.15;293.18;293.18
1.4;-2.8064e-07;8.1917e-06;-4.1399e-06;-3.0878e-06;8.0761e-06;7.7542e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.45;-2.9009e-07;8.4632e-06;-4.2778e-06;-3.1909e-06;8.344e-06;8.0115e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.5;-2.9952e-07;8.7334e-06;-4.4151e-06;-3.2936e-06;8.6107e-06;8.2676e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.55;-3.0889e-07;9.0018e-06;-4.5515e-06;-3.3957e-06;8.8756e-06;8.522e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.6;-3.1822e-07;9.2688e-06;-4.6871e-06;-3.4972e-06;9.139e-06;8.7751e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.65;-3.2749e-07;9.5339e-06;-4.8219e-06;-3.5981e-06;9.4007e-06;9.0264e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.7;-3.3667e-07;9.7961e-06;-4.9553e-06;-3.698e-06;9.6595e-06;9.275e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.75;-3.4581e-07;1.0057e-05;-5.0879e-06;-3.7973e-06;9.9169e-06;9.5222e-06;293.19;293.15;293.19;293.19;293.19;293.19;293.15;293.19;293.19
1.8;-3.5499e-07;1.0319e-05;-5.2213e-06;-3.8972e-06;1.0176e-05;9.7709e-06;293.2;293.15;293.2;293.2;293.2;293.2;293.15;293.2;293.2
1.85;-3.6405e-07;1.0578e-05;-5.3528e-06;-3.9957e-06;1.0431e-05;1.0016e-05;293.2;293.15;293.2;293.2;293.2;293.2;293.15;293.2;293.2
