Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.3191e-18;-4.33e-18;-8.2746e-18;-6.4688e-18;-6.1203e-18;-3.2702e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-4.788e-15;7.4349e-15;-3.864e-15;-8.2489e-16;7.1063e-15;7.3583e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-5.0587e-08;4.3592e-09;1.3664e-08;-3.8427e-08;8.7322e-08;6.7168e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.4156e-07;1.2067e-08;3.8275e-08;-1.0756e-07;2.4425e-07;1.8791e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-2.79e-07;2.389e-08;7.5284e-08;-2.1203e-07;4.8142e-07;3.7031e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-5.0644e-07;4.3336e-08;1.3648e-07;-3.8502e-07;8.7378e-07;6.7206e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-7.8302e-07;6.697e-08;2.1078e-07;-5.9544e-07;1.3508e-06;1.0389e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.25;-9.7884e-07;8.3703e-08;2.6337e-07;-7.4448e-07;1.6886e-06;1.2986e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.3;-1.1751e-06;1.0045e-07;3.1603e-07;-8.9388e-07;2.0271e-06;1.5589e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.35;-1.369e-06;1.1698e-07;3.6798e-07;-1.0415e-06;2.3613e-06;1.8159e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.4;-1.5611e-06;1.3335e-07;4.1944e-07;-1.1878e-06;2.6926e-06;2.0707e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.45;-1.7526e-06;1.4966e-07;4.7071e-07;-1.3336e-06;3.0228e-06;2.3245e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.5;-1.9429e-06;1.6585e-07;5.2158e-07;-1.4786e-06;3.3507e-06;2.5767e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.55;-2.1327e-06;1.8201e-07;5.7237e-07;-1.6232e-06;3.6781e-06;2.8283e-06;293.16;293.16;293.15;293.15;293.16;293.16;293.16;293.15;293.16
0.6;-2.3232e-06;1.9822e-07;6.2331e-07;-1.7683e-06;4.0064e-06;3.0808e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.65;-2.5119e-06;2.1428e-07;6.7374e-07;-1.9121e-06;4.3318e-06;3.3309e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.7;-2.7e-06;2.3027e-07;7.2397e-07;-2.0555e-06;4.656e-06;3.5801e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.75;-2.887e-06;2.4616e-07;7.7387e-07;-2.198e-06;4.9782e-06;3.8278e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.8;-3.0733e-06;2.6198e-07;8.2359e-07;-2.34e-06;5.2993e-06;4.0747e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.85;-3.2587e-06;2.7773e-07;8.7304e-07;-2.4813e-06;5.6188e-06;4.3203e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.9;-3.4433e-06;2.934e-07;9.2226e-07;-2.6221e-06;5.937e-06;4.5649e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
0.95;-3.627e-06;3.0899e-07;9.7121e-07;-2.7622e-06;6.2535e-06;4.8082e-06;293.17;293.17;293.15;293.15;293.17;293.17;293.17;293.15;293.17
1.0;-3.8098e-06;3.2451e-07;1.0199e-06;-2.9016e-06;6.5686e-06;5.0504e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
1.05;-3.9918e-06;3.3994e-07;1.0684e-06;-3.0404e-06;6.8821e-06;5.2914e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
1.1;-4.1728e-06;3.5529e-07;1.1166e-06;-3.1785e-06;7.1941e-06;5.5312e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
1.15;-4.353e-06;3.7056e-07;1.1645e-06;-3.3159e-06;7.5044e-06;5.7697e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
1.2;-4.5314e-06;3.8568e-07;1.2119e-06;-3.4521e-06;7.8119e-06;6.006e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
1.25;-4.7091e-06;4.0073e-07;1.2592e-06;-3.5877e-06;8.118e-06;6.2413e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
1.3;-4.8876e-06;4.1585e-07;1.3066e-06;-3.7239e-06;8.4256e-06;6.4777e-06;293.18;293.18;293.15;293.15;293.18;293.18;293.18;293.15;293.18
