Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-5.0112e-18;-6.9148e-18;-7.6911e-18;-4.0003e-18;-6.975e-18;-2.6803e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;7.4819e-16;-1.1437e-16;-1.2737e-15;1.0931e-15;1.0862e-15;-1.0877e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-2.0731e-08;1.0204e-07;-2.5595e-09;-3.1034e-08;-2.6465e-09;7.5016e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-5.8079e-08;2.8544e-07;-7.1554e-09;-8.6929e-08;-7.4807e-09;2.0983e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-1.1448e-07;5.6255e-07;-1.4221e-08;-1.7134e-07;-1.4771e-08;4.1353e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-2.0792e-07;1.021e-06;-2.5975e-08;-3.1119e-07;-2.6939e-08;7.5048e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-3.2163e-07;1.5784e-06;-4.0447e-08;-4.8131e-07;-4.1955e-08;1.1601e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.25;-4.0218e-07;1.973e-06;-5.0699e-08;-6.0185e-07;-5.2549e-08;1.4501e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.3;-4.8295e-07;2.3685e-06;-6.103e-08;-7.227e-07;-6.3237e-08;1.7407e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.35;-5.6275e-07;2.759e-06;-7.1284e-08;-8.421e-07;-7.3848e-08;2.0277e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.4;-6.4188e-07;3.1461e-06;-8.1489e-08;-9.6048e-07;-8.4404e-08;2.312e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.45;-7.2077e-07;3.5319e-06;-9.1692e-08;-1.0785e-06;-9.4956e-08;2.5955e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.5;-7.9918e-07;3.9151e-06;-1.0188e-07;-1.1958e-06;-1.0549e-07;2.877e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.55;-8.7743e-07;4.2975e-06;-1.1202e-07;-1.3129e-06;-1.1598e-07;3.158e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.16
0.6;-9.5592e-07;4.6811e-06;-1.2222e-07;-1.4303e-06;-1.2651e-07;3.4398e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.65;-1.0338e-06;5.0613e-06;-1.3238e-07;-1.5467e-06;-1.3701e-07;3.719e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.7;-1.1113e-06;5.44e-06;-1.4252e-07;-1.6627e-06;-1.4748e-07;3.9973e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.75;-1.1884e-06;5.8165e-06;-1.5263e-07;-1.7781e-06;-1.5792e-07;4.2738e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.8;-1.2653e-06;6.1917e-06;-1.6273e-07;-1.8931e-06;-1.6835e-07;4.5494e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.85;-1.3418e-06;6.5649e-06;-1.728e-07;-2.0075e-06;-1.7874e-07;4.8236e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.9;-1.4181e-06;6.9367e-06;-1.8285e-07;-2.1215e-06;-1.8911e-07;5.0966e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
0.95;-1.4939e-06;7.3065e-06;-1.9287e-07;-2.2349e-06;-1.9945e-07;5.3682e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.17
1.0;-1.5694e-06;7.6746e-06;-2.0286e-07;-2.3479e-06;-2.0977e-07;5.6386e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.05;-1.6445e-06;8.0408e-06;-2.1283e-07;-2.4603e-06;-2.2005e-07;5.9076e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.1;-1.7193e-06;8.4053e-06;-2.2276e-07;-2.5721e-06;-2.303e-07;6.1753e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.15;-1.7938e-06;8.7678e-06;-2.3267e-07;-2.6834e-06;-2.4051e-07;6.4415e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.2;-1.8675e-06;9.127e-06;-2.4252e-07;-2.7937e-06;-2.5067e-07;6.7053e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.25;-1.941e-06;9.4846e-06;-2.5232e-07;-2.9035e-06;-2.6078e-07;6.9679e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.3;-2.0148e-06;9.8439e-06;-2.6217e-07;-3.0139e-06;-2.7093e-07;7.2318e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.35;-2.0877e-06;1.0199e-05;-2.7195e-07;-3.123e-06;-2.8101e-07;7.4925e-06;293.18;293.18;293.18;293.18;293.18;293.15;293.15;293.15;293.18
1.4;-2.1603e-06;1.0552e-05;-2.817e-07;-3.2315e-06;-2.9105e-07;7.7519e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.45;-2.2323e-06;1.0903e-05;-2.9138e-07;-3.3393e-06;-3.0103e-07;8.0093e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.5;-2.3041e-06;1.1252e-05;-3.0105e-07;-3.4466e-06;-3.1099e-07;8.2655e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.55;-2.3754e-06;1.1598e-05;-3.1066e-07;-3.5532e-06;-3.2089e-07;8.5201e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.6;-2.4463e-06;1.1943e-05;-3.2024e-07;-3.6592e-06;-3.3077e-07;8.7732e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.65;-2.5168e-06;1.2286e-05;-3.2978e-07;-3.7646e-06;-3.4058e-07;9.0247e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.7;-2.5865e-06;1.2624e-05;-3.3924e-07;-3.8688e-06;-3.5033e-07;9.2734e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.75;-2.6558e-06;1.2961e-05;-3.4865e-07;-3.9725e-06;-3.6002e-07;9.5209e-06;293.19;293.19;293.19;293.19;293.19;293.15;293.15;293.15;293.19
1.8;-2.7256e-06;1.33e-05;-3.5812e-07;-4.0768e-06;-3.6976e-07;9.7697e-06;293.2;293.2;293.2;293.2;293.2;293.15;293.15;293.15;293.2
1.85;-2.7944e-06;1.3634e-05;-3.6749e-07;-4.1796e-06;-3.7941e-07;1.0015e-05;293.2;293.2;293.2;293.2;293.2;293.15;293.15;293.15;293.2
1.9;-2.8628e-06;1.3966e-05;-3.7681e-07;-4.2819e-06;-3.8901e-07;1.0259e-05;293.2;293.2;293.2;293.2;293.2;293.15;293.15;293.15;293.2
1.95;-2.9305e-06;1.4295e-05;-3.8607e-07;-4.3832e-06;-3.9853e-07;1.05e-05;293.2;293.2;293.2;293.2;293.2;293.15;293.15;293.15;293.2
2.0;-2.998e-06;1.4623e-05;-3.953e-07;-4.484e-06;-4.0803e-07;1.074e-05;293.2;293.2;293.2;293.2;293.2;293.15;293.15;293.15;293.2
2.05;-3.0649e-06;1.4947e-05;-4.0446e-07;-4.584e-06;-4.1746e-07;1.0979e-05;293.2;293.2;293.2;293.2;293.2;293.15;293.15;293.15;293.2
