Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.8585e-18;-4.7433e-18;-8.7074e-18;-7.3695e-18;-5.845e-18;-2.7665e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-5.1125e-15;8.3749e-15;-4.5719e-15;-1.2181e-15;7.7089e-15;7.3047e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-5.5428e-08;8.5844e-08;-4.543e-08;1.1581e-08;9.7481e-08;1.0635e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.5494e-07;2.3996e-07;-1.2725e-07;3.2392e-08;2.7271e-07;2.9557e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.0547e-07;4.7296e-07;-2.5071e-07;6.3729e-08;5.3738e-07;5.8332e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-5.5439e-07;8.5815e-07;-4.5516e-07;1.1546e-07;9.7519e-07;1.0569e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-8.5703e-07;1.3264e-06;-7.0377e-07;1.7827e-07;1.5074e-06;1.632e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.25;-1.0713e-06;1.6577e-06;-8.7987e-07;2.2265e-07;1.8842e-06;2.0378e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.3;-1.2859e-06;1.9898e-06;-1.0564e-06;2.6711e-07;2.2618e-06;2.4447e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.35;-1.4979e-06;2.3176e-06;-1.2307e-06;3.1095e-07;2.6346e-06;2.8457e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.4;-1.708e-06;2.6424e-06;-1.4035e-06;3.5436e-07;3.004e-06;3.2428e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.45;-1.9174e-06;2.9661e-06;-1.5758e-06;3.9759e-07;3.3722e-06;3.6382e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.5;-2.1254e-06;3.2876e-06;-1.7469e-06;4.4048e-07;3.738e-06;4.0303e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.55;-2.333e-06;3.6085e-06;-1.9177e-06;4.833e-07;4.103e-06;4.4219e-07;293.15;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.15
0.6;-2.5412e-06;3.9303e-06;-2.089e-06;5.2625e-07;4.4691e-06;4.8147e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.65;-2.7475e-06;4.2492e-06;-2.2589e-06;5.6873e-07;4.8319e-06;5.203e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.7;-2.9531e-06;4.5668e-06;-2.4281e-06;6.1105e-07;5.1933e-06;5.59e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.75;-3.1574e-06;4.8825e-06;-2.5963e-06;6.5307e-07;5.5525e-06;5.9741e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.8;-3.361e-06;5.1971e-06;-2.7639e-06;6.9494e-07;5.9105e-06;6.3569e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.85;-3.5635e-06;5.51e-06;-2.9308e-06;7.3656e-07;6.2667e-06;6.7373e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.9;-3.7652e-06;5.8217e-06;-3.0969e-06;7.78e-07;6.6213e-06;7.116e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
0.95;-3.9659e-06;6.1317e-06;-3.2622e-06;8.1919e-07;6.9742e-06;7.4925e-07;293.15;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.15
1.0;-4.1657e-06;6.4402e-06;-3.4268e-06;8.6017e-07;7.3253e-06;7.867e-07;293.15;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.15
1.05;-4.3644e-06;6.7471e-06;-3.5906e-06;9.0093e-07;7.6747e-06;8.2394e-07;293.15;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.15
1.1;-4.5622e-06;7.0525e-06;-3.7535e-06;9.4146e-07;8.0224e-06;8.6098e-07;293.15;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.15
1.15;-4.7589e-06;7.3563e-06;-3.9157e-06;9.8176e-07;8.3683e-06;8.9781e-07;293.15;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.15
1.2;-4.9538e-06;7.6572e-06;-4.0763e-06;1.0216e-06;8.7108e-06;9.3424e-07;293.15;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.15
