Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-2.8444e-18;-4.867e-18;-1.3578e-17;-4.5095e-18;3.4885e-18;1.5834e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-4.0811e-15;7.6485e-15;-4.9425e-15;-5.8748e-16;8.188e-15;6.0723e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-6.1278e-08;1.0508e-07;-3.809e-08;-4.6622e-09;7.3078e-09;1.0051e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.7147e-07;2.9398e-07;-1.0664e-07;-1.3136e-08;2.0473e-08;2.812e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.3796e-07;5.7938e-07;-2.1023e-07;-2.5901e-08;4.0213e-08;5.5416e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-6.1349e-07;1.0516e-06;-3.818e-07;-4.7193e-08;7.2835e-08;1.0057e-06;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-9.4853e-07;1.6257e-06;-5.905e-07;-7.3141e-08;1.1234e-07;1.5548e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.25;-1.1858e-06;2.0322e-06;-7.3836e-07;-9.1607e-08;1.403e-07;1.9435e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.3;-1.4235e-06;2.4395e-06;-8.8659e-07;-1.1015e-07;1.683e-07;2.333e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.35;-1.6584e-06;2.8418e-06;-1.033e-06;-1.285e-07;1.9589e-07;2.7177e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.4;-1.8911e-06;3.2405e-06;-1.1782e-06;-1.4673e-07;2.232e-07;3.0989e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.45;-2.1232e-06;3.6379e-06;-1.3229e-06;-1.6492e-07;2.5038e-07;3.4788e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.5;-2.3536e-06;4.0326e-06;-1.4668e-06;-1.8306e-07;2.7734e-07;3.8562e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.55;-2.5837e-06;4.4265e-06;-1.6103e-06;-2.0113e-07;3.0425e-07;4.2329e-06;293.16;293.16;293.16;293.16;293.16;293.15;293.16;293.16;293.16
0.6;-2.8144e-06;4.8217e-06;-1.7543e-06;-2.1927e-07;3.3125e-07;4.6107e-06;293.17;293.17;293.17;293.17;293.17;293.15;293.17;293.17;293.17
