Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-9.3292e-18;4.2627e-18;-1.7534e-17;-5.015e-18;1.1583e-17;9.3629e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-3.6507e-15;5.9229e-15;-2.9443e-15;-8.9959e-16;4.1483e-15;5.8326e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-7.1466e-08;9.3025e-08;1.7069e-08;-4.1656e-08;8.0829e-08;6.3792e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.9998e-07;2.6017e-07;4.7729e-08;-1.1666e-07;2.2604e-07;1.7841e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.9415e-07;5.1272e-07;9.399e-08;-2.2996e-07;4.4548e-07;3.5158e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-7.1549e-07;9.304e-07;1.7044e-07;-4.1766e-07;8.0839e-07;6.3795e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-1.1062e-06;1.4382e-06;2.6327e-07;-6.4601e-07;1.2496e-06;9.8606e-07;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.25;-1.3829e-06;1.7976e-06;3.2897e-07;-8.078e-07;1.5618e-06;1.2325e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.3;-1.6602e-06;2.1577e-06;3.948e-07;-9.7001e-07;1.8748e-06;1.4794e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.35;-1.9341e-06;2.5133e-06;4.5974e-07;-1.1303e-06;2.1837e-06;1.7232e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.4;-2.2056e-06;2.8657e-06;5.2407e-07;-1.2892e-06;2.4899e-06;1.9647e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.45;-2.4762e-06;3.2169e-06;5.8815e-07;-1.4476e-06;2.7951e-06;2.2055e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.5;-2.745e-06;3.5658e-06;6.5176e-07;-1.605e-06;3.0982e-06;2.4446e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.55;-3.0133e-06;3.9139e-06;7.1527e-07;-1.7621e-06;3.4007e-06;2.6832e-06;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.15;293.16
0.6;-3.2824e-06;4.2631e-06;7.7896e-07;-1.9197e-06;3.7041e-06;2.9226e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.65;-3.5491e-06;4.6091e-06;8.4202e-07;-2.076e-06;4.0047e-06;3.1597e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.7;-3.8149e-06;4.9538e-06;9.0484e-07;-2.2318e-06;4.3042e-06;3.396e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.75;-4.079e-06;5.2964e-06;9.6725e-07;-2.3866e-06;4.6019e-06;3.6308e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.8;-4.3423e-06;5.6378e-06;1.0294e-06;-2.5409e-06;4.8985e-06;3.8648e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.85;-4.6043e-06;5.9775e-06;1.0913e-06;-2.6946e-06;5.1936e-06;4.0976e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.9;-4.8652e-06;6.3157e-06;1.1529e-06;-2.8476e-06;5.4875e-06;4.3294e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
0.95;-5.1247e-06;6.6522e-06;1.2141e-06;-2.9998e-06;5.7798e-06;4.56e-06;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.15;293.17
1.0;-5.3831e-06;6.9871e-06;1.275e-06;-3.1514e-06;6.0708e-06;4.7896e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.05;-5.6402e-06;7.3203e-06;1.3357e-06;-3.3023e-06;6.3603e-06;5.0179e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.1;-5.896e-06;7.6518e-06;1.396e-06;-3.4524e-06;6.6484e-06;5.2451e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.15;-6.1506e-06;7.9816e-06;1.4559e-06;-3.6018e-06;6.9349e-06;5.4711e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.2;-6.4027e-06;8.3083e-06;1.5153e-06;-3.7499e-06;7.2188e-06;5.695e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.25;-6.6538e-06;8.6336e-06;1.5744e-06;-3.8973e-06;7.5014e-06;5.9179e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.3;-6.9061e-06;8.9604e-06;1.6338e-06;-4.0454e-06;7.7854e-06;6.1419e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.35;-7.1553e-06;9.2832e-06;1.6925e-06;-4.1918e-06;8.0658e-06;6.3631e-06;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.15;293.18
1.4;-7.4035e-06;9.6045e-06;1.7509e-06;-4.3376e-06;8.3451e-06;6.5833e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.45;-7.6496e-06;9.9232e-06;1.8087e-06;-4.4822e-06;8.6219e-06;6.8017e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.5;-7.8947e-06;1.0241e-05;1.8664e-06;-4.6262e-06;8.8977e-06;7.0192e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.55;-8.1381e-06;1.0556e-05;1.9236e-06;-4.7693e-06;9.1715e-06;7.2351e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.6;-8.3803e-06;1.0869e-05;1.9805e-06;-4.9116e-06;9.4439e-06;7.45e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.65;-8.6209e-06;1.1181e-05;2.037e-06;-5.0531e-06;9.7145e-06;7.6633e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.7;-8.8588e-06;1.1489e-05;2.0929e-06;-5.193e-06;9.9821e-06;7.8743e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.75;-9.0955e-06;1.1795e-05;2.1484e-06;-5.3322e-06;1.0248e-05;8.0842e-06;293.19;293.19;293.19;293.19;293.19;293.19;293.19;293.15;293.19
1.8;-9.3336e-06;1.2103e-05;2.2043e-06;-5.4722e-06;1.0516e-05;8.2953e-06;293.2;293.2;293.2;293.2;293.2;293.2;293.2;293.15;293.2
1.85;-9.5682e-06;1.2407e-05;2.2594e-06;-5.6102e-06;1.078e-05;8.5034e-06;293.2;293.2;293.2;293.2;293.2;293.2;293.2;293.15;293.2
