Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;3.5785e-18;-6.7745e-18;-1.0117e-17;1.0573e-18;1.4158e-18;-5.0899e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;1.2558e-15;-1.4827e-15;2.8256e-16;1.3995e-15;-1.8337e-15;-1.975e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-4.9104e-08;9.181e-08;-3.2289e-08;-2.3424e-08;8.4643e-08;8.1255e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.3739e-07;2.5668e-07;-9.0334e-08;-6.5703e-08;2.3675e-07;2.2722e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-2.7073e-07;5.0589e-07;-1.7817e-07;-1.295e-07;4.6652e-07;4.478e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-4.9131e-07;9.1794e-07;-3.236e-07;-2.3535e-07;8.465e-07;8.1258e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-7.5946e-07;1.4188e-06;-5.0056e-07;-3.6417e-07;1.3084e-06;1.256e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.25;-9.4926e-07;1.7733e-06;-6.2592e-07;-4.5552e-07;1.6353e-06;1.5699e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.3;-1.1395e-06;2.1285e-06;-7.516e-07;-5.4715e-07;1.963e-06;1.8844e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.35;-1.3273e-06;2.4792e-06;-8.7577e-07;-6.377e-07;2.2864e-06;2.1949e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.4;-1.5135e-06;2.8268e-06;-9.9889e-07;-7.2751e-07;2.607e-06;2.5027e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.45;-1.699e-06;3.1731e-06;-1.1216e-06;-8.1707e-07;2.9264e-06;2.8094e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.5;-1.8833e-06;3.5171e-06;-1.2436e-06;-9.0614e-07;3.2436e-06;3.1139e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.55;-2.0672e-06;3.8604e-06;-1.3654e-06;-9.95e-07;3.5603e-06;3.418e-06;293.15;293.16;293.16;293.16;293.16;293.16;293.16;293.16;293.16
0.6;-2.2516e-06;4.2048e-06;-1.4875e-06;-1.0841e-06;3.8779e-06;3.7229e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.65;-2.4344e-06;4.5459e-06;-1.6086e-06;-1.1726e-06;4.1925e-06;4.025e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.7;-2.6166e-06;4.8858e-06;-1.7293e-06;-1.2608e-06;4.506e-06;4.326e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.75;-2.7975e-06;5.2236e-06;-1.8492e-06;-1.3484e-06;4.8176e-06;4.6251e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.8;-2.9779e-06;5.5602e-06;-1.9688e-06;-1.4358e-06;5.1281e-06;4.9233e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.85;-3.1574e-06;5.895e-06;-2.0879e-06;-1.5229e-06;5.437e-06;5.2198e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.9;-3.3361e-06;6.2285e-06;-2.2064e-06;-1.6095e-06;5.7445e-06;5.5151e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
0.95;-3.5139e-06;6.5602e-06;-2.3244e-06;-1.6958e-06;6.0505e-06;5.8089e-06;293.15;293.17;293.17;293.17;293.17;293.17;293.17;293.17;293.17
1.0;-3.6908e-06;6.8904e-06;-2.4418e-06;-1.7817e-06;6.355e-06;6.1014e-06;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.18
1.05;-3.8669e-06;7.2188e-06;-2.5587e-06;-1.8673e-06;6.658e-06;6.3923e-06;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.18
1.1;-4.0421e-06;7.5456e-06;-2.6751e-06;-1.9524e-06;6.9595e-06;6.6817e-06;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.18
1.15;-4.2163e-06;7.8707e-06;-2.7908e-06;-2.0371e-06;7.2594e-06;6.9697e-06;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.18
1.2;-4.389e-06;8.1927e-06;-2.9055e-06;-2.1211e-06;7.5564e-06;7.2549e-06;293.15;293.18;293.18;293.18;293.18;293.18;293.18;293.18;293.18
