Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.6158e-18;-3.5428e-18;7.634e-19;7.824100000000001e-19;1.1184e-17;3.4599e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-2.1075e-15;2.1166e-15;-1.74e-15;-3.3543e-16;2.5973e-15;2.3236e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-6.9204e-08;1.2733e-08;-5.2451e-08;3.7414e-08;3.0793e-08;3.7095e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.9359e-07;3.5514e-08;-1.4683e-07;1.0472e-07;8.6316e-08;1.0392e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.8163e-07;7.0203e-08;-2.8936e-07;2.0637e-07;1.7e-07;2.0471e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-6.928e-07;1.2761e-07;-5.2531e-07;3.7463e-07;3.0863e-07;3.716e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-1.0712e-06;1.9752e-07;-8.1223e-07;5.7923e-07;4.772e-07;5.7452e-07;293.16;293.15;293.15;293.16;293.16;293.15;293.16;293.16;293.15
0.25;-1.3392e-06;2.4708e-07;-1.0154e-06;7.2412e-07;5.9663e-07;7.1824e-07;293.16;293.15;293.15;293.16;293.16;293.15;293.16;293.16;293.15
0.3;-1.6077e-06;2.9677e-07;-1.2191e-06;8.6936e-07;7.1632e-07;8.623e-07;293.16;293.15;293.15;293.16;293.16;293.15;293.16;293.16;293.15
0.35;-1.873e-06;3.4589e-07;-1.4203e-06;1.0128e-06;8.3454e-07;1.0046e-06;293.16;293.15;293.15;293.16;293.16;293.15;293.16;293.16;293.15
