Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.4705e-18;3.6152e-20;1.4724e-18;4.1938e-18;1.072e-17;1.1153e-17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-2.3946e-15;2.1717e-15;-2.5076e-15;-3.6008e-16;1.8793e-15;2.9563e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-2.2914e-08;9.7271e-08;1.6339e-08;-3.6594e-08;-1.7027e-08;6.8958e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-6.4149e-08;2.721e-07;4.5712e-08;-1.0242e-07;-4.7806e-08;1.9286e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-1.2648e-07;5.3625e-07;9.0015e-08;-2.0192e-07;-9.4146e-08;3.8011e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-2.2972e-07;9.7325e-07;1.6326e-07;-3.6667e-07;-1.7097e-07;6.8989e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-3.5534e-07;1.5045e-06;2.5223e-07;-5.6711e-07;-2.646e-07;1.0664e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.25;-4.4432e-07;1.8807e-06;3.1521e-07;-7.0909e-07;-3.3095e-07;1.333e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.3;-5.3353e-07;2.2576e-06;3.783e-07;-8.5144e-07;-3.9747e-07;1.6001e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.35;-6.2167e-07;2.6298e-06;4.4056e-07;-9.9205e-07;-4.632e-07;1.8639e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.4;-7.0907e-07;2.9987e-06;5.0224e-07;-1.1315e-06;-5.2838e-07;2.1253e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.45;-7.962e-07;3.3663e-06;5.6369e-07;-1.2704e-06;-5.9338e-07;2.3858e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.5;-8.828e-07;3.7315e-06;6.247e-07;-1.4085e-06;-6.58e-07;2.6446e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.55;-9.6923e-07;4.096e-06;6.856e-07;-1.5463e-06;-7.2248e-07;2.9029e-06;293.16;293.16;293.16;293.16;293.15;293.15;293.15;293.15;293.16
0.6;-1.0559e-06;4.4616e-06;7.4669e-07;-1.6846e-06;-7.8716e-07;3.162e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.65;-1.1419e-06;4.8239e-06;8.0718e-07;-1.8217e-06;-8.5133e-07;3.4187e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.7;-1.2275e-06;5.1848e-06;8.6745e-07;-1.9583e-06;-9.1527e-07;3.6745e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.75;-1.3127e-06;5.5436e-06;9.2732e-07;-2.0941e-06;-9.7887e-07;3.9287e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.8;-1.3976e-06;5.9011e-06;9.8698e-07;-2.2294e-06;-1.0423e-06;4.182e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.85;-1.4821e-06;6.2568e-06;1.0463e-06;-2.3641e-06;-1.1054e-06;4.434e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.9;-1.5662e-06;6.611e-06;1.1054e-06;-2.4983e-06;-1.1682e-06;4.685e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
0.95;-1.65e-06;6.9634e-06;1.1642e-06;-2.6318e-06;-1.2308e-06;4.9347e-06;293.17;293.17;293.17;293.17;293.15;293.15;293.15;293.15;293.17
