N1,P1,P2,N3,P3,N1_prev1,P1_prev1,P2_prev1,N3_prev1,P3_prev1,N1_prev2,P1_prev2,P2_prev2,N3_prev2,P3_prev2,N1_prev3,P1_prev3,P2_prev3,N3_prev3,P3_prev3,AP,Predicted AP,subject
-0.0003724472,2.09397e-05,-0.000122091224,-0.0001189897,0.000180895,-4.26232e-05,0.0001143682,5.13487357e-05,-2.45187e-05,-1.1438e-05,-4.77695e-05,0.0001295323,5.52879501e-05,-2.92181e-05,-2.6033e-05,-5.11378e-05,0.0001369161,5.84621521e-05,-3.21829e-05,1.99e-07,4.0,7.0,S7_29C
-0.0005116072,9.15907e-05,2.04462576e-05,-0.0001825451,7.2049e-05,-0.0003724472,2.09397e-05,-0.000122091224,-0.0001189897,0.000180895,-4.26232e-05,0.0001143682,5.13487357e-05,-2.45187e-05,-1.1438e-05,-4.77695e-05,0.0001295323,5.52879501e-05,-2.92181e-05,-2.6033e-05,4.0,7.0,S7_29C
-0.0005182388,2.00712e-05,-7.66495868e-05,-0.000208949,0.000199487,-0.0005116072,9.15907e-05,2.04462576e-05,-0.0001825451,7.2049e-05,-0.0003724472,2.09397e-05,-0.000122091224,-0.0001189897,0.000180895,-4.26232e-05,0.0001143682,5.13487357e-05,-2.45187e-05,-1.1438e-05,4.0,7.0,S7_29C
-0.000532443,2.52983e-05,-4.38357492e-05,-0.0002099341,0.000126632,-0.0005182388,2.00712e-05,-7.66495868e-05,-0.000208949,0.000199487,-0.0005116072,9.15907e-05,2.04462576e-05,-0.0001825451,7.2049e-05,-0.0003724472,2.09397e-05,-0.000122091224,-0.0001189897,0.000180895,4.0,0.0,S7_29C
-0.0001956487,0.0001853381,0.000445788755,-3.97664e-05,-7.4334e-05,-0.0001299962,0.0001444037,0.000296806917,2.3669e-05,-6.2996e-05,-0.0001452284,3.22971e-05,7.57256421e-05,2.35882e-05,-7.3153e-05,-0.0001683301,3.27534e-05,6.8248235e-05,2.31748e-05,-6.4453e-05,5.0,5.0,S7_29C
-0.0001867082,0.0002168801,0.000464923913,1.55891e-05,-7.4047e-05,-0.0001956487,0.0001853381,0.000445788755,-3.97664e-05,-7.4334e-05,-0.0001299962,0.0001444037,0.000296806917,2.3669e-05,-6.2996e-05,-0.0001452284,3.22971e-05,7.57256421e-05,2.35882e-05,-7.3153e-05,5.0,5.0,S7_29C
-0.0001796591,0.0002315123,0.000483429933,1.82671e-05,-6.3371e-05,-0.0001867082,0.0002168801,0.000464923913,1.55891e-05,-7.4047e-05,-0.0001956487,0.0001853381,0.000445788755,-3.97664e-05,-7.4334e-05,-0.0001299962,0.0001444037,0.000296806917,2.3669e-05,-6.2996e-05,5.0,5.0,S7_29C
-0.0001826004,0.0002032515,0.000454986177,2.55299e-05,-6.3349e-05,-0.0001796591,0.0002315123,0.000483429933,1.82671e-05,-6.3371e-05,-0.0001867082,0.0002168801,0.000464923913,1.55891e-05,-7.4047e-05,-0.0001956487,0.0001853381,0.000445788755,-3.97664e-05,-7.4334e-05,5.0,5.0,S7_29C
-6.48438e-05,-0.0003839094,0.000726778992,-0.000222042,0.000209588,-9.4039e-05,-0.0002029769,0.000893002085,4.42171e-05,0.000152047,-9.7187e-05,7.91708e-05,0.000171425665,4.94869e-05,-9.0044e-05,-0.0001046454,8.49202e-05,0.000183657146,5.56327e-05,-8.1709e-05,6.0,6.0,S7_29C
-3.8507e-05,-0.000423944,0.000628633832,-0.000181078,0.000196682,-6.48438e-05,-0.0003839094,0.000726778992,-0.000222042,0.000209588,-9.4039e-05,-0.0002029769,0.000893002085,4.42171e-05,0.000152047,-9.7187e-05,7.91708e-05,0.000171425665,4.94869e-05,-9.0044e-05,6.0,6.0,S7_29C
-4.03071e-05,-0.0003485609,0.000515113818,-0.0002346131,0.000227209,-3.8507e-05,-0.000423944,0.000628633832,-0.000181078,0.000196682,-6.48438e-05,-0.0003839094,0.000726778992,-0.000222042,0.000209588,-9.4039e-05,-0.0002029769,0.000893002085,4.42171e-05,0.000152047,6.0,6.0,S7_29C
-5.09993e-05,-0.0003568289,0.000414508628,-0.000260848,0.000236637,-4.03071e-05,-0.0003485609,0.000515113818,-0.0002346131,0.000227209,-3.8507e-05,-0.000423944,0.000628633832,-0.000181078,0.000196682,-6.48438e-05,-0.0003839094,0.000726778992,-0.000222042,0.000209588,6.0,6.0,S7_29C
-0.0001641845,3.42125e-05,0.000186223871,-0.0001241996,-1.3083e-05,-6.18416e-05,-2.3717e-06,0.000313369877,-5.62304e-05,-1.5302e-05,-6.00101e-05,-8.2481e-06,0.00037826976,-6.27133e-05,-1.6748e-05,-6.50326e-05,-3.00994e-05,0.000444951525,-8.44384e-05,1.072e-05,7.0,0.0,S7_29C
-0.0002449352,-3.82049e-05,0.000149771207,-0.0001981463,7.1574e-05,-0.0001641845,3.42125e-05,0.000186223871,-0.0001241996,-1.3083e-05,-6.18416e-05,-2.3717e-06,0.000313369877,-5.62304e-05,-1.5302e-05,-6.00101e-05,-8.2481e-06,0.00037826976,-6.27133e-05,-1.6748e-05,7.0,5.0,S7_29C
-0.0002179743,6.5058e-06,0.000128454689,-0.0001568101,-4.1909e-05,-0.0002449352,-3.82049e-05,0.000149771207,-0.0001981463,7.1574e-05,-0.0001641845,3.42125e-05,0.000186223871,-0.0001241996,-1.3083e-05,-6.18416e-05,-2.3717e-06,0.000313369877,-5.62304e-05,-1.5302e-05,7.0,7.0,S7_29C
-0.000214991,-2.35591e-05,8.54735044e-05,-0.0001515752,0.000155624,-0.0002179743,6.5058e-06,0.000128454689,-0.0001568101,-4.1909e-05,-0.0002449352,-3.82049e-05,0.000149771207,-0.0001981463,7.1574e-05,-0.0001641845,3.42125e-05,0.000186223871,-0.0001241996,-1.3083e-05,7.0,7.0,S7_29C
-5.94845e-05,0.0005710623,0.000272519857,2.2526e-06,-7.5085e-05,-7.30846e-05,3.51398e-05,0.000138995892,-3.53987e-05,-4.2748e-05,-8.36793e-05,3.658e-05,0.000154744761,-4.35822e-05,-4.0794e-05,-9.74681e-05,2.8162e-05,0.000171607127,-5.50818e-05,-2.3726e-05,8.0,8.0,S7_29C
-9.05469e-05,0.0005025386,0.000179272058,-5.03028e-05,2.4211e-05,-5.94845e-05,0.0005710623,0.000272519857,2.2526e-06,-7.5085e-05,-7.30846e-05,3.51398e-05,0.000138995892,-3.53987e-05,-4.2748e-05,-8.36793e-05,3.658e-05,0.000154744761,-4.35822e-05,-4.0794e-05,8.0,9.0,S7_29C
-0.00010333,0.0005047352,0.000152938432,-8.41428e-05,7.7116e-05,-9.05469e-05,0.0005025386,0.000179272058,-5.03028e-05,2.4211e-05,-5.94845e-05,0.0005710623,0.000272519857,2.2526e-06,-7.5085e-05,-7.30846e-05,3.51398e-05,0.000138995892,-3.53987e-05,-4.2748e-05,8.0,9.0,S7_29C
-9.74251e-05,0.0004858504,0.000154590336,-7.57248e-05,-1.3745e-05,-0.00010333,0.0005047352,0.000152938432,-8.41428e-05,7.7116e-05,-9.05469e-05,0.0005025386,0.000179272058,-5.03028e-05,2.4211e-05,-5.94845e-05,0.0005710623,0.000272519857,2.2526e-06,-7.5085e-05,8.0,9.0,S7_29C
-5.62789e-05,0.0003864394,8.8088811e-05,-7.93464e-05,-7.2733e-05,-5.01119e-05,0.0001396266,0.000136726841,-5.9821e-06,-6.9719e-05,-4.90524e-05,0.0001495678,0.000140328761,-3.371e-07,-4.9019e-05,-5.09448e-05,0.0001781137,0.000145485581,-1.6439e-06,-7.0282e-05,9.0,8.0,S7_29C
3.6998e-06,0.0001346587,0.000165889171,8.39813e-05,-0.000118241,-5.62789e-05,0.0003864394,8.8088811e-05,-7.93464e-05,-7.2733e-05,-5.01119e-05,0.0001396266,0.000136726841,-5.9821e-06,-6.9719e-05,-4.90524e-05,0.0001495678,0.000140328761,-3.371e-07,-4.9019e-05,9.0,0.0,S7_29C
3.6935e-06,-0.0002544306,0.000180048009,7.03251e-05,-0.000131964,3.6998e-06,0.0001346587,0.000165889171,8.39813e-05,-0.000118241,-5.62789e-05,0.0003864394,8.8088811e-05,-7.93464e-05,-7.2733e-05,-5.01119e-05,0.0001396266,0.000136726841,-5.9821e-06,-6.9719e-05,9.0,3.0,S7_29C
-1.2808e-06,-0.0005362393,0.000129653694,4.87462e-05,-0.000107146,3.6935e-06,-0.0002544306,0.000180048009,7.03251e-05,-0.000131964,3.6998e-06,0.0001346587,0.000165889171,8.39813e-05,-0.000118241,-5.62789e-05,0.0003864394,8.8088811e-05,-7.93464e-05,-7.2733e-05,9.0,3.0,S7_29C
-1.58742e-05,-0.000986068,7.49145838e-05,1.73498e-05,-6.729e-05,-1.2808e-06,-0.0005362393,0.000129653694,4.87462e-05,-0.000107146,3.6935e-06,-0.0002544306,0.000180048009,7.03251e-05,-0.000131964,3.6998e-06,0.0001346587,0.000165889171,8.39813e-05,-0.000118241,9.0,3.0,S7_29C
-0.0001016506,-0.0005943801,-7.12741166e-05,-9.94736e-05,4.521e-05,-9.45656e-05,7.97655e-05,7.7735247e-05,-1.19545e-05,-3.8122e-05,-9.87858e-05,8.28999e-05,5.57297244e-05,-1.2357e-05,-2.9411e-05,-0.0001026482,8.2217e-05,8.24201925e-05,-1.09967e-05,-3.1851e-05,9.0,3.0,S7_29C
-8.24268e-05,-0.0007459716,0.000145075159,-3.34832e-05,-9.2705e-05,-0.0001016506,-0.0005943801,-7.12741166e-05,-9.94736e-05,4.521e-05,-9.45656e-05,7.97655e-05,7.7735247e-05,-1.19545e-05,-3.8122e-05,-9.87858e-05,8.28999e-05,5.57297244e-05,-1.2357e-05,-2.9411e-05,9.0,3.0,S7_29C
-7.85644e-05,-0.001774595,4.56635025e-05,-4.47908e-05,-4.2682e-05,-8.24268e-05,-0.0007459716,0.000145075159,-3.34832e-05,-9.2705e-05,-0.0001016506,-0.0005943801,-7.12741166e-05,-9.94736e-05,4.521e-05,-9.45656e-05,7.97655e-05,7.7735247e-05,-1.19545e-05,-3.8122e-05,9.0,3.0,S7_29C
-7.38314e-05,-0.002132106,6.26567489e-05,-3.75782e-05,-6.7555e-05,-7.85644e-05,-0.001774595,4.56635025e-05,-4.47908e-05,-4.2682e-05,-8.24268e-05,-0.0007459716,0.000145075159,-3.34832e-05,-9.2705e-05,-0.0001016506,-0.0005943801,-7.12741166e-05,-9.94736e-05,4.521e-05,9.0,3.0,S7_29C
-0.0008030372,7.6113e-05,4.07394982e-05,3.6339e-05,-6.1152e-05,-0.0011667116,8.44996e-05,6.85680789e-05,5.43487e-05,-6.4166e-05,-0.002984926,0.0001404962,0.000147832718,-0.0002236164,-0.000146593,-0.002784638,1.36084e-05,-3.99284763e-05,-9.96885e-05,0.00014009,0.0,0.0,S7_29C
-0.0005650789,8.96448e-05,2.8751987e-05,4.55424e-05,-6.3183e-05,-0.0008030372,7.6113e-05,4.07394982e-05,3.6339e-05,-6.1152e-05,-0.0011667116,8.44996e-05,6.85680789e-05,5.43487e-05,-6.4166e-05,-0.002984926,0.0001404962,0.000147832718,-0.0002236164,-0.000146593,0.0,0.0,S7_29C
-0.0004807169,8.49527e-05,6.32903393e-05,4.88106e-05,-0.000110579,-0.0005650789,8.96448e-05,2.8751987e-05,4.55424e-05,-6.3183e-05,-0.0008030372,7.6113e-05,4.07394982e-05,3.6339e-05,-6.1152e-05,-0.0011667116,8.44996e-05,6.85680789e-05,5.43487e-05,-6.4166e-05,0.0,0.0,S7_29C
-0.0004236964,8.52748e-05,5.53723512e-05,4.89022e-05,-8.9691e-05,-0.0004807169,8.49527e-05,6.32903393e-05,4.88106e-05,-0.000110579,-0.0005650789,8.96448e-05,2.8751987e-05,4.55424e-05,-6.3183e-05,-0.0008030372,7.6113e-05,4.07394982e-05,3.6339e-05,-6.1152e-05,0.0,0.0,S7_29C
-0.0009074748,7.40664e-05,5.93506338e-05,4.32626e-05,-7.3186e-05,-0.001719385,7.17629e-05,4.34344438e-05,3.07169e-05,-5.2828e-05,-0.002697836,8.31464e-05,6.97850337e-05,8.3221e-05,-6.4387e-05,-0.002771928,5.42113e-05,6.11530195e-05,-4.06838e-05,-8.4039e-05,0.0,0.0,S7_29C
-0.001275192,4.33774e-05,0.000108116015,0.0001390871,-0.000241285,-0.0013255923,8.30404e-05,0.00013832924,0.0002077476,-0.000311313,4.9512e-06,1.31857e-05,1.31821935e-05,1.64182e-05,-0.000122127,8.7013e-06,2.32727e-05,2.90884709e-05,1.58466e-05,-0.000137341,1.0,1.0,S8_26C
-0.0013214499,5.82824e-05,0.000131254681,0.0001352855,-0.000241153,-0.001275192,4.33774e-05,0.000108116015,0.0001390871,-0.000241285,-0.0013255923,8.30404e-05,0.00013832924,0.0002077476,-0.000311313,4.9512e-06,1.31857e-05,1.31821935e-05,1.64182e-05,-0.000122127,1.0,1.0,S8_26C
-0.0013993211,8.72668e-05,0.00012321322,0.0001469673,-0.000238437,-0.0013214499,5.82824e-05,0.000131254681,0.0001352855,-0.000241153,-0.001275192,4.33774e-05,0.000108116015,0.0001390871,-0.000241285,-0.0013255923,8.30404e-05,0.00013832924,0.0002077476,-0.000311313,1.0,1.0,S8_26C
-0.0014216885,7.00215e-05,0.000152372435,0.000154217,-0.000241406,-0.0013993211,8.72668e-05,0.00012321322,0.0001469673,-0.000238437,-0.0013214499,5.82824e-05,0.000131254681,0.0001352855,-0.000241153,-0.001275192,4.33774e-05,0.000108116015,0.0001390871,-0.000241285,1.0,1.0,S8_26C
0.0002446172,-0.0001313388,-0.000157679562,9.0298e-05,-0.000330093,-1.07017e-05,-7.79518e-05,-0.00012891239,-0.000145208,-0.000460147,-8.695e-06,6.467e-06,-1.27088515e-05,-0.0001708623,-0.000112809,-6.1523e-06,6.8163e-06,-1.55169837e-05,-0.00020776,-0.000160813,2.0,2.0,S8_26C
0.0002303532,-0.000132177,-0.000167816601,0.000121001,-0.000314504,0.0002446172,-0.0001313388,-0.000157679562,9.0298e-05,-0.000330093,-1.07017e-05,-7.79518e-05,-0.00012891239,-0.000145208,-0.000460147,-8.695e-06,6.467e-06,-1.27088515e-05,-0.0001708623,-0.000112809,2.0,2.0,S8_26C
0.0002151566,-0.0001011712,-0.000125132152,0.000131203,-0.000343231,0.0002303532,-0.000132177,-0.000167816601,0.000121001,-0.000314504,0.0002446172,-0.0001313388,-0.000157679562,9.0298e-05,-0.000330093,-1.07017e-05,-7.79518e-05,-0.00012891239,-0.000145208,-0.000460147,2.0,2.0,S8_26C
0.0002091017,-8.36845e-05,-9.16707577e-05,0.000166266,-0.000334399,0.0002151566,-0.0001011712,-0.000125132152,0.000131203,-0.000343231,0.0002303532,-0.000132177,-0.000167816601,0.000121001,-0.000314504,0.0002446172,-0.0001313388,-0.000157679562,9.0298e-05,-0.000330093,2.0,2.0,S8_26C
4.00784e-05,-0.0002124976,-0.000480750139,-0.0003359,0.000315178,-3.26663e-05,3.00648e-05,3.9888404e-05,1.67651e-05,-2.5956e-05,-3.38412e-05,5.36375e-05,5.41203226e-05,1.52194e-05,-5.8149e-05,-3.42702e-05,5.87534e-05,4.91760366e-05,1.62655e-05,-2.6342e-05,3.0,0.0,S8_26C
4.34047e-05,-0.0001916584,-0.000477236201,-0.000471298,0.000355265,4.00784e-05,-0.0002124976,-0.000480750139,-0.0003359,0.000315178,-3.26663e-05,3.00648e-05,3.9888404e-05,1.67651e-05,-2.5956e-05,-3.38412e-05,5.36375e-05,5.41203226e-05,1.52194e-05,-5.8149e-05,3.0,0.0,S8_26C
3.75241e-05,-0.0001847781,-0.000450924359,-0.000506572,0.000504099,4.34047e-05,-0.0001916584,-0.000477236201,-0.000471298,0.000355265,4.00784e-05,-0.0002124976,-0.000480750139,-0.0003359,0.000315178,-3.26663e-05,3.00648e-05,3.9888404e-05,1.67651e-05,-2.5956e-05,3.0,0.0,S8_26C
4.57481e-05,-0.0002077394,-0.000542821945,-0.000392515,0.000253098,3.75241e-05,-0.0001847781,-0.000450924359,-0.000506572,0.000504099,4.34047e-05,-0.0001916584,-0.000477236201,-0.000471298,0.000355265,4.00784e-05,-0.0002124976,-0.000480750139,-0.0003359,0.000315178,3.0,0.0,S8_26C
5.58855e-05,-0.0001821095,-0.000461665884,-0.000362496,0.000346885,4.57481e-05,-0.0002077394,-0.000542821945,-0.000392515,0.000253098,3.75241e-05,-0.0001847781,-0.000450924359,-0.000506572,0.000504099,4.34047e-05,-0.0001916584,-0.000477236201,-0.000471298,0.000355265,3.0,0.0,S8_26C
-0.0002634361,0.0001533735,0.000263196795,0.0001996024,-0.000209268,-2.6833e-06,0.0001251067,0.000200034337,1.93144e-05,-0.000130639,-4.6921e-06,6.57627e-05,9.16099743e-05,1.95871e-05,-4.3863e-05,-6.3621e-06,6.48836e-05,7.130632e-05,2.14895e-05,-3.4622e-05,4.0,4.0,S8_26C
-0.0002111109,0.0001426351,0.000246427197,0.0001761199,-0.000211024,-0.0002634361,0.0001533735,0.000263196795,0.0001996024,-0.000209268,-2.6833e-06,0.0001251067,0.000200034337,1.93144e-05,-0.000130639,-4.6921e-06,6.57627e-05,9.16099743e-05,1.95871e-05,-4.3863e-05,4.0,4.0,S8_26C
-0.0001817319,0.0001616594,0.000238823894,0.0001768039,-0.000177792,-0.0002111109,0.0001426351,0.000246427197,0.0001761199,-0.000211024,-0.0002634361,0.0001533735,0.000263196795,0.0001996024,-0.000209268,-2.6833e-06,0.0001251067,0.000200034337,1.93144e-05,-0.000130639,4.0,5.0,S8_26C
-0.0001971592,0.0001471762,0.000231294442,0.0001613042,-0.000183048,-0.0001817319,0.0001616594,0.000238823894,0.0001768039,-0.000177792,-0.0002111109,0.0001426351,0.000246427197,0.0001761199,-0.000211024,-0.0002634361,0.0001533735,0.000263196795,0.0001996024,-0.000209268,4.0,5.0,S8_26C
-0.0002289698,0.0001544875,0.000214559041,0.0001391449,-0.000165957,-0.0001971592,0.0001471762,0.000231294442,0.0001613042,-0.000183048,-0.0001817319,0.0001616594,0.000238823894,0.0001768039,-0.000177792,-0.0002111109,0.0001426351,0.000246427197,0.0001761199,-0.000211024,4.0,5.0,S8_26C
-1.18136e-05,0.000115455,0.000322758104,9.04892e-05,-0.000101648,-7.196e-07,2.20139e-05,2.10263715e-05,1.38493e-05,-3.8332e-05,6.357e-07,9.4796e-06,1.55735961e-05,1.62087e-05,-2.5757e-05,1.049e-07,3.7123e-06,9.96820472e-06,1.44776e-05,-2.7987e-05,5.0,5.0,S8_26C
-2.5585e-06,0.0001371951,0.000298447383,8.24182e-05,-0.000113229,-1.18136e-05,0.000115455,0.000322758104,9.04892e-05,-0.000101648,-7.196e-07,2.20139e-05,2.10263715e-05,1.38493e-05,-3.8332e-05,6.357e-07,9.4796e-06,1.55735961e-05,1.62087e-05,-2.5757e-05,5.0,5.0,S8_26C
-1.2598e-06,0.0001293676,0.000295380829,8.15586e-05,-3.6411e-05,-2.5585e-06,0.0001371951,0.000298447383,8.24182e-05,-0.000113229,-1.18136e-05,0.000115455,0.000322758104,9.04892e-05,-0.000101648,-7.196e-07,2.20139e-05,2.10263715e-05,1.38493e-05,-3.8332e-05,5.0,5.0,S8_26C
-4.0617e-06,0.000123272,0.000336657453,6.97175e-05,-0.000120913,-1.2598e-06,0.0001293676,0.000295380829,8.15586e-05,-3.6411e-05,-2.5585e-06,0.0001371951,0.000298447383,8.24182e-05,-0.000113229,-1.18136e-05,0.000115455,0.000322758104,9.04892e-05,-0.000101648,5.0,0.0,S8_26C
1.71e-07,0.0001262815,0.000287993171,8.28654e-05,-0.000102255,-4.0617e-06,0.000123272,0.000336657453,6.97175e-05,-0.000120913,-1.2598e-06,0.0001293676,0.000295380829,8.15586e-05,-3.6411e-05,-2.5585e-06,0.0001371951,0.000298447383,8.24182e-05,-0.000113229,5.0,0.0,S8_26C
1.18797e-05,-0.0002638903,-0.000584923488,1.1173e-05,-7.0426e-05,3.147e-07,-0.000156249,-0.000847542018,1.9082e-05,1.1173e-05,2.9676e-06,3.99578e-05,3.17956474e-05,1.99329e-05,-2.8903e-05,2.4106e-06,5.57093e-05,5.40433175e-05,2.10433e-05,-9.2341e-05,6.0,2.0,S8_26C
1.57347e-05,-0.0003542967,-0.00059998309,2.6408e-05,-7.0006e-05,1.18797e-05,-0.0002638903,-0.000584923488,1.1173e-05,-7.0426e-05,3.147e-07,-0.000156249,-0.000847542018,1.9082e-05,1.1173e-05,2.9676e-06,3.99578e-05,3.17956474e-05,1.99329e-05,-2.8903e-05,6.0,0.0,S8_26C
2.13415e-05,-0.0004368328,-0.000590613112,0.000102354,-9.0122e-05,1.57347e-05,-0.0003542967,-0.00059998309,2.6408e-05,-7.0006e-05,1.18797e-05,-0.0002638903,-0.000584923488,1.1173e-05,-7.0426e-05,3.147e-07,-0.000156249,-0.000847542018,1.9082e-05,1.1173e-05,6.0,0.0,S8_26C
3.01571e-05,-0.000518649,-0.000447706901,8.4579e-05,-0.000150633,2.13415e-05,-0.0004368328,-0.000590613112,0.000102354,-9.0122e-05,1.57347e-05,-0.0003542967,-0.00059998309,2.6408e-05,-7.0006e-05,1.18797e-05,-0.0002638903,-0.000584923488,1.1173e-05,-7.0426e-05,6.0,0.0,S8_26C
3.72e-05,-0.0005315346,-0.000339563645,0.000111065,-0.000126742,3.01571e-05,-0.000518649,-0.000447706901,8.4579e-05,-0.000150633,2.13415e-05,-0.0004368328,-0.000590613112,0.000102354,-9.0122e-05,1.57347e-05,-0.0003542967,-0.00059998309,2.6408e-05,-7.0006e-05,6.0,0.0,S8_26C
-9.8856e-06,3.78147e-05,3.96260293e-05,3.34734e-05,-2.6651e-05,8.707e-07,5.78743e-05,4.34383473e-05,2.51874e-05,-4.9902e-05,3.3966e-06,5.64404e-05,3.29497343e-05,3.23717e-05,-3.2613e-05,6.3348e-06,3.16729e-05,3.14909994e-05,3.65888e-05,-5.1657e-05,7.0,0.0,S8_26C
-1.48693e-05,7.60437e-05,2.81027587e-05,2.53947e-05,-2.2081e-05,-9.8856e-06,3.78147e-05,3.96260293e-05,3.34734e-05,-2.6651e-05,8.707e-07,5.78743e-05,4.34383473e-05,2.51874e-05,-4.9902e-05,3.3966e-06,5.64404e-05,3.29497343e-05,3.23717e-05,-3.2613e-05,7.0,8.0,S8_26C
-1.06209e-05,4.78325e-05,7.52892956e-05,3.14379e-05,-3.2955e-05,-1.48693e-05,7.60437e-05,2.81027587e-05,2.53947e-05,-2.2081e-05,-9.8856e-06,3.78147e-05,3.96260293e-05,3.34734e-05,-2.6651e-05,8.707e-07,5.78743e-05,4.34383473e-05,2.51874e-05,-4.9902e-05,7.0,0.0,S8_26C
-2.19163e-05,7.24615e-05,-2.49764962e-05,2.00387e-05,-4.4051e-05,-1.06209e-05,4.78325e-05,7.52892956e-05,3.14379e-05,-3.2955e-05,-1.48693e-05,7.60437e-05,2.81027587e-05,2.53947e-05,-2.2081e-05,-9.8856e-06,3.78147e-05,3.96260293e-05,3.34734e-05,-2.6651e-05,7.0,0.0,S8_26C
-2.43416e-05,4.48292e-05,1.57715458e-05,1.96689e-05,-3.1575e-05,-2.19163e-05,7.24615e-05,-2.49764962e-05,2.00387e-05,-4.4051e-05,-1.06209e-05,4.78325e-05,7.52892956e-05,3.14379e-05,-3.2955e-05,-1.48693e-05,7.60437e-05,2.81027587e-05,2.53947e-05,-2.2081e-05,7.0,0.0,S8_26C
-1.71225e-05,-9.36624e-05,2.16412755e-05,-4.8466e-06,-4.861e-05,-2.4777e-06,6.1586e-06,3.25168185e-05,1.78363e-05,-3.3331e-05,-2.5711e-06,-1.58805e-05,-2.92745995e-06,2.01172e-05,-3.5461e-05,-2.5207e-06,-4.02557e-05,2.92587629e-05,1.88464e-05,-2.6563e-05,8.0,0.0,S8_26C
8.9447e-06,2.51598e-05,2.14139964e-05,2.93806e-05,-4.2748e-05,-1.71225e-05,-9.36624e-05,2.16412755e-05,-4.8466e-06,-4.861e-05,-2.4777e-06,6.1586e-06,3.25168185e-05,1.78363e-05,-3.3331e-05,-2.5711e-06,-1.58805e-05,-2.92745995e-06,2.01172e-05,-3.5461e-05,8.0,0.0,S8_26C
6.5782e-06,4.38358e-05,2.20050824e-05,1.89009e-05,-5.9154e-05,8.9447e-06,2.51598e-05,2.14139964e-05,2.93806e-05,-4.2748e-05,-1.71225e-05,-9.36624e-05,2.16412755e-05,-4.8466e-06,-4.861e-05,-2.4777e-06,6.1586e-06,3.25168185e-05,1.78363e-05,-3.3331e-05,8.0,0.0,S8_26C
3.6389e-06,5.12154e-05,2.75860839e-06,1.30257e-05,-2.2666e-05,6.5782e-06,4.38358e-05,2.20050824e-05,1.89009e-05,-5.9154e-05,8.9447e-06,2.51598e-05,2.14139964e-05,2.93806e-05,-4.2748e-05,-1.71225e-05,-9.36624e-05,2.16412755e-05,-4.8466e-06,-4.861e-05,8.0,0.0,S8_26C
-4.57345e-05,0.0001383196,-1.13844935e-05,-7.97085e-05,3.842e-05,2.5427e-06,4.18375e-05,4.93611742e-06,2.26479e-05,-3.2867e-05,1.8504e-06,3.15712e-05,2.96435228e-05,2.83792e-05,-4.4117e-05,5.0571e-06,2.74948e-05,3.32938143e-05,3.55253e-05,-3.7912e-05,8.0,8.0,S8_26C
-3.31866e-05,0.000110466,-1.8586732e-05,-4.75147e-05,3.5649e-05,-4.57345e-05,0.0001383196,-1.13844935e-05,-7.97085e-05,3.842e-05,2.5427e-06,4.18375e-05,4.93611742e-06,2.26479e-05,-3.2867e-05,1.8504e-06,3.15712e-05,2.96435228e-05,2.83792e-05,-4.4117e-05,8.0,9.0,S8_26C
-2.61039e-05,0.0001364577,-1.92350331e-06,-3.69215e-05,-2.1716e-05,-3.31866e-05,0.000110466,-1.8586732e-05,-4.75147e-05,3.5649e-05,-4.57345e-05,0.0001383196,-1.13844935e-05,-7.97085e-05,3.842e-05,2.5427e-06,4.18375e-05,4.93611742e-06,2.26479e-05,-3.2867e-05,8.0,9.0,S8_26C
-2.67773e-05,0.000115177,-8.62122397e-06,-4.06184e-05,2.9323e-05,-2.61039e-05,0.0001364577,-1.92350331e-06,-3.69215e-05,-2.1716e-05,-3.31866e-05,0.000110466,-1.8586732e-05,-4.75147e-05,3.5649e-05,-4.57345e-05,0.0001383196,-1.13844935e-05,-7.97085e-05,3.842e-05,8.0,0.0,S8_26C
8.9646e-06,-0.001734002,0.000281046174,6.63981e-05,-0.000519566,-7.8705e-06,5.65526e-05,2.42492115e-05,7.8398e-06,-9.517e-06,-7.2715e-06,3.44506e-05,1.98006073e-05,7.8137e-06,-1.8603e-05,-7.0219e-06,2.32087e-05,1.48686595e-05,9.1139e-06,-3.4048e-05,9.0,3.0,S8_26C
7.73476e-05,-0.0019173076,0.000509563135,0.0003081615,-0.000385935,8.9646e-06,-0.001734002,0.000281046174,6.63981e-05,-0.000519566,-7.8705e-06,5.65526e-05,2.42492115e-05,7.8398e-06,-9.517e-06,-7.2715e-06,3.44506e-05,1.98006073e-05,7.8137e-06,-1.8603e-05,9.0,3.0,S8_26C
9.66793e-05,-0.0023049405,0.000529737736,0.0003870366,-0.000428572,7.73476e-05,-0.0019173076,0.000509563135,0.0003081615,-0.000385935,8.9646e-06,-0.001734002,0.000281046174,6.63981e-05,-0.000519566,-7.8705e-06,5.65526e-05,2.42492115e-05,7.8398e-06,-9.517e-06,9.0,3.0,S8_26C
9.70475e-05,-0.0025925772,0.000524508767,0.0003743066,-0.000382854,9.66793e-05,-0.0023049405,0.000529737736,0.0003870366,-0.000428572,7.73476e-05,-0.0019173076,0.000509563135,0.0003081615,-0.000385935,8.9646e-06,-0.001734002,0.000281046174,6.63981e-05,-0.000519566,9.0,0.0,S8_26C
