N1;P1;P2;N3;P3;AP;N1_prev1;P1_prev1;P2_prev1;N3_prev1;P3_prev1;N1_prev2;P1_prev2;P2_prev2;N3_prev2;P3_prev2;N1_prev3;P1_prev3;P2_prev3;N3_prev3;P3_prev3
-1.9626e-06;-0.0001021929;0.00101509574;-0.0006030476;0.0004806906;6.0;-4.7267e-06;-8.56335e-05;0.000954014889;-0.0005536207;0.0004442174;-8.0362e-06;-5.99115e-05;0.00083986047;-0.0004678669;0.0003590927;-4.1833e-06;-1.6684e-05;0.000632039504;-0.000244098;0.0002299213
-1.541e-06;-0.0001165996;0.000894449011;-0.0006456221;0.0004197935;0.0;-1.9626e-06;-0.0001021929;0.00101509574;-0.0006030476;0.0004806906;-4.7267e-06;-8.56335e-05;0.000954014889;-0.0005536207;0.0004442174;-8.0362e-06;-5.99115e-05;0.00083986047;-0.0004678669;0.0003590927
8.4674e-06;-1.72641e-05;0.000562373723;-0.000398723;0.0001962415;0.0;-1.541e-06;-0.0001165996;0.000894449011;-0.0006456221;0.0004197935;-1.9626e-06;-0.0001021929;0.00101509574;-0.0006030476;0.0004806906;-4.7267e-06;-8.56335e-05;0.000954014889;-0.0005536207;0.0004442174
1.0207e-06;1.58637e-05;0.00046565602;-0.0002317519;5.96742e-05;0.0;8.4674e-06;-1.72641e-05;0.000562373723;-0.000398723;0.0001962415;-1.541e-06;-0.0001165996;0.000894449011;-0.0006456221;0.0004197935;-1.9626e-06;-0.0001021929;0.00101509574;-0.0006030476;0.0004806906
-3.8655e-06;4.91804e-05;0.000417893461;-0.0001657495;2.34399e-05;0.0;1.0207e-06;1.58637e-05;0.00046565602;-0.0002317519;5.96742e-05;8.4674e-06;-1.72641e-05;0.000562373723;-0.000398723;0.0001962415;-1.541e-06;-0.0001165996;0.000894449011;-0.0006456221;0.0004197935
-6.1271e-06;5.84492e-05;0.000382663187;-0.0001418668;3.9096e-06;0.0;-3.8655e-06;4.91804e-05;0.000417893461;-0.0001657495;2.34399e-05;1.0207e-06;1.58637e-05;0.00046565602;-0.0002317519;5.96742e-05;8.4674e-06;-1.72641e-05;0.000562373723;-0.000398723;0.0001962415
-8.3677e-06;7.23943e-05;0.000348748756;-0.0001203969;-1.37162e-05;0.0;-6.1271e-06;5.84492e-05;0.000382663187;-0.0001418668;3.9096e-06;-3.8655e-06;4.91804e-05;0.000417893461;-0.0001657495;2.34399e-05;1.0207e-06;1.58637e-05;0.00046565602;-0.0002317519;5.96742e-05
-8.5272e-06;7.76623e-05;0.000334785844;-0.0001073494;-3.27425e-05;0.0;-8.3677e-06;7.23943e-05;0.000348748756;-0.0001203969;-1.37162e-05;-6.1271e-06;5.84492e-05;0.000382663187;-0.0001418668;3.9096e-06;-3.8655e-06;4.91804e-05;0.000417893461;-0.0001657495;2.34399e-05
-8.952e-06;7.57846e-05;0.000314328703;-9.53326e-05;-4.26713e-05;0.0;-8.5272e-06;7.76623e-05;0.000334785844;-0.0001073494;-3.27425e-05;-8.3677e-06;7.23943e-05;0.000348748756;-0.0001203969;-1.37162e-05;-6.1271e-06;5.84492e-05;0.000382663187;-0.0001418668;3.9096e-06
-9.851e-06;7.89326e-05;0.000290656171;-9.18604e-05;-3.82425e-05;7.0;-8.952e-06;7.57846e-05;0.000314328703;-9.53326e-05;-4.26713e-05;-8.5272e-06;7.76623e-05;0.000334785844;-0.0001073494;-3.27425e-05;-8.3677e-06;7.23943e-05;0.000348748756;-0.0001203969;-1.37162e-05
-0.0001324099;0.000174393;0.00029395512;-6.71432e-05;-5.7586e-05;7.0;-9.851e-06;7.89326e-05;0.000290656171;-9.18604e-05;-3.82425e-05;-8.952e-06;7.57846e-05;0.000314328703;-9.53326e-05;-4.26713e-05;-8.5272e-06;7.76623e-05;0.000334785844;-0.0001073494;-3.27425e-05
-0.0001671752;0.0001063299;0.000214228246;-0.000128984;2.0656e-05;7.0;-0.0001324099;0.000174393;0.00029395512;-6.71432e-05;-5.7586e-05;-9.851e-06;7.89326e-05;0.000290656171;-9.18604e-05;-3.82425e-05;-8.952e-06;7.57846e-05;0.000314328703;-9.53326e-05;-4.26713e-05
-0.0001969222;9.81961e-05;0.000185846744;-0.0001550059;4.0065e-05;7.0;-0.0001671752;0.0001063299;0.000214228246;-0.000128984;2.0656e-05;-0.0001324099;0.000174393;0.00029395512;-6.71432e-05;-5.7586e-05;-9.851e-06;7.89326e-05;0.000290656171;-9.18604e-05;-3.82425e-05
-0.0002112346;9.31662e-05;0.00016823136;-0.0001650339;4.4559e-05;7.0;-0.0001969222;9.81961e-05;0.000185846744;-0.0001550059;4.0065e-05;-0.0001671752;0.0001063299;0.000214228246;-0.000128984;2.0656e-05;-0.0001324099;0.000174393;0.00029395512;-6.71432e-05;-5.7586e-05
-0.0002238507;9.11711e-05;0.000154722758;-0.0001664029;1.6693e-05;0.0;-0.0002112346;9.31662e-05;0.00016823136;-0.0001650339;4.4559e-05;-0.0001969222;9.81961e-05;0.000185846744;-0.0001550059;4.0065e-05;-0.0001671752;0.0001063299;0.000214228246;-0.000128984;2.0656e-05
-0.0001136981;9.2604e-05;0.000197810557;-8.63517e-05;-3.86352e-05;0.0;-0.0002238507;9.11711e-05;0.000154722758;-0.0001664029;1.6693e-05;-0.0002112346;9.31662e-05;0.00016823136;-0.0001650339;4.4559e-05;-0.0001969222;9.81961e-05;0.000185846744;-0.0001550059;4.0065e-05
-5.36889e-05;9.4017e-05;0.000203096904;-3.99432e-05;-7.38518e-05;0.0;-0.0001136981;9.2604e-05;0.000197810557;-8.63517e-05;-3.86352e-05;-0.0002238507;9.11711e-05;0.000154722758;-0.0001664029;1.6693e-05;-0.0002112346;9.31662e-05;0.00016823136;-0.0001650339;4.4559e-05
-3.96672e-05;8.0847e-05;0.000199634334;-3.02565e-05;-5.94157e-05;0.0;-5.36889e-05;9.4017e-05;0.000203096904;-3.99432e-05;-7.38518e-05;-0.0001136981;9.2604e-05;0.000197810557;-8.63517e-05;-3.86352e-05;-0.0002238507;9.11711e-05;0.000154722758;-0.0001664029;1.6693e-05
-4.06774e-05;9.17921e-05;0.000198071808;-2.82461e-05;-7.87671e-05;0.0;-3.96672e-05;8.0847e-05;0.000199634334;-3.02565e-05;-5.94157e-05;-5.36889e-05;9.4017e-05;0.000203096904;-3.99432e-05;-7.38518e-05;-0.0001136981;9.2604e-05;0.000197810557;-8.63517e-05;-3.86352e-05
-3.98413e-05;8.85581e-05;0.000191829371;-2.62815e-05;-8.16273e-05;0.0;-4.06774e-05;9.17921e-05;0.000198071808;-2.82461e-05;-7.87671e-05;-3.96672e-05;8.0847e-05;0.000199634334;-3.02565e-05;-5.94157e-05;-5.36889e-05;9.4017e-05;0.000203096904;-3.99432e-05;-7.38518e-05
-3.95046e-05;8.9199e-05;0.000183907643;-2.40999e-05;-7.61469e-05;0.0;-3.98413e-05;8.85581e-05;0.000191829371;-2.62815e-05;-8.16273e-05;-4.06774e-05;9.17921e-05;0.000198071808;-2.82461e-05;-7.87671e-05;-3.96672e-05;8.0847e-05;0.000199634334;-3.02565e-05;-5.94157e-05
-3.71696e-05;9.07022e-05;0.000187227808;-1.97496e-05;-8.39082e-05;0.0;-3.95046e-05;8.9199e-05;0.000183907643;-2.40999e-05;-7.61469e-05;-3.98413e-05;8.85581e-05;0.000191829371;-2.62815e-05;-8.16273e-05;-4.06774e-05;9.17921e-05;0.000198071808;-2.82461e-05;-7.87671e-05
-3.85479e-05;0.0001028158;0.000187429032;-2.1184e-05;-9.4221e-05;0.0;-3.71696e-05;9.07022e-05;0.000187227808;-1.97496e-05;-8.39082e-05;-3.95046e-05;8.9199e-05;0.000183907643;-2.40999e-05;-7.61469e-05;-3.98413e-05;8.85581e-05;0.000191829371;-2.62815e-05;-8.16273e-05
-3.81734e-05;8.20397e-05;0.000176615882;-2.21505e-05;-8.15695e-05;0.0;-3.85479e-05;0.0001028158;0.000187429032;-2.1184e-05;-9.4221e-05;-3.71696e-05;9.07022e-05;0.000187227808;-1.97496e-05;-8.39082e-05;-3.95046e-05;8.9199e-05;0.000183907643;-2.40999e-05;-7.61469e-05
-3.72996e-05;8.4273e-05;0.000171522799;-2.2877e-05;-7.4394e-05;7.0;-3.81734e-05;8.20397e-05;0.000176615882;-2.21505e-05;-8.15695e-05;-3.85479e-05;0.0001028158;0.000187429032;-2.1184e-05;-9.4221e-05;-3.71696e-05;9.07022e-05;0.000187227808;-1.97496e-05;-8.39082e-05
-8.7978e-05;9.19736e-05;0.000190717226;-1.58924e-05;-8.6821e-05;7.0;-3.72996e-05;8.4273e-05;0.000171522799;-2.2877e-05;-7.4394e-05;-3.81734e-05;8.20397e-05;0.000176615882;-2.21505e-05;-8.15695e-05;-3.85479e-05;0.0001028158;0.000187429032;-2.1184e-05;-9.4221e-05
-0.000122797;0.0001235321;0.000183310214;-2.01445e-05;-8.4193e-05;7.0;-8.7978e-05;9.19736e-05;0.000190717226;-1.58924e-05;-8.6821e-05;-3.72996e-05;8.4273e-05;0.000171522799;-2.2877e-05;-7.4394e-05;-3.81734e-05;8.20397e-05;0.000176615882;-2.21505e-05;-8.15695e-05
-0.0001414426;0.0001278518;0.000180363844;-2.40159e-05;-8.1565e-05;7.0;-0.000122797;0.0001235321;0.000183310214;-2.01445e-05;-8.4193e-05;-8.7978e-05;9.19736e-05;0.000190717226;-1.58924e-05;-8.6821e-05;-3.72996e-05;8.4273e-05;0.000171522799;-2.2877e-05;-7.4394e-05
-0.0001542926;0.0001288431;0.000179966984;-2.74389e-05;-7.9269e-05;7.0;-0.0001414426;0.0001278518;0.000180363844;-2.40159e-05;-8.1565e-05;-0.000122797;0.0001235321;0.000183310214;-2.01445e-05;-8.4193e-05;-8.7978e-05;9.19736e-05;0.000190717226;-1.58924e-05;-8.6821e-05
-0.0001635457;0.0001248486;0.000178681817;-2.77934e-05;-7.48357e-05;0.0;-0.0001542926;0.0001288431;0.000179966984;-2.74389e-05;-7.9269e-05;-0.0001414426;0.0001278518;0.000180363844;-2.40159e-05;-8.1565e-05;-0.000122797;0.0001235321;0.000183310214;-2.01445e-05;-8.4193e-05
-0.0001247743;9.21089e-05;0.000157907518;-3.22277e-05;-5.62064e-05;0.0;-0.0001635457;0.0001248486;0.000178681817;-2.77934e-05;-7.48357e-05;-0.0001542926;0.0001288431;0.000179966984;-2.74389e-05;-7.9269e-05;-0.0001414426;0.0001278518;0.000180363844;-2.40159e-05;-8.1565e-05
-0.0001010653;8.88088e-05;0.000156344409;-2.46267e-05;-6.56978e-05;0.0;-0.0001247743;9.21089e-05;0.000157907518;-3.22277e-05;-5.62064e-05;-0.0001635457;0.0001248486;0.000178681817;-2.77934e-05;-7.48357e-05;-0.0001542926;0.0001288431;0.000179966984;-2.74389e-05;-7.9269e-05
-8.64549e-05;0.0001068271;0.000151632805;-2.2925e-05;-8.27552e-05;0.0;-0.0001010653;8.88088e-05;0.000156344409;-2.46267e-05;-6.56978e-05;-0.0001247743;9.21089e-05;0.000157907518;-3.22277e-05;-5.62064e-05;-0.0001635457;0.0001248486;0.000178681817;-2.77934e-05;-7.48357e-05
-7.76791e-05;8.9178e-05;0.000150273772;-1.93711e-05;-6.76122e-05;0.0;-8.64549e-05;0.0001068271;0.000151632805;-2.2925e-05;-8.27552e-05;-0.0001010653;8.88088e-05;0.000156344409;-2.46267e-05;-6.56978e-05;-0.0001247743;9.21089e-05;0.000157907518;-3.22277e-05;-5.62064e-05
-7.32304e-05;8.66185e-05;0.000141432378;-1.88322e-05;-6.37136e-05;0.0;-7.76791e-05;8.9178e-05;0.000150273772;-1.93711e-05;-6.76122e-05;-8.64549e-05;0.0001068271;0.000151632805;-2.2925e-05;-8.27552e-05;-0.0001010653;8.88088e-05;0.000156344409;-2.46267e-05;-6.56978e-05
-6.87754e-05;8.77136e-05;0.000147169456;-1.83337e-05;-8.08146e-05;0.0;-7.32304e-05;8.66185e-05;0.000141432378;-1.88322e-05;-6.37136e-05;-7.76791e-05;8.9178e-05;0.000150273772;-1.93711e-05;-6.76122e-05;-8.64549e-05;0.0001068271;0.000151632805;-2.2925e-05;-8.27552e-05
-6.71243e-05;8.83378e-05;0.000151861226;-1.68174e-05;-7.75388e-05;0.0;-6.87754e-05;8.77136e-05;0.000147169456;-1.83337e-05;-8.08146e-05;-7.32304e-05;8.66185e-05;0.000141432378;-1.88322e-05;-6.37136e-05;-7.76791e-05;8.9178e-05;0.000150273772;-1.93711e-05;-6.76122e-05
-6.34235e-05;9.09739e-05;0.0001462379;-1.5792e-05;-7.74625e-05;0.0;-6.71243e-05;8.83378e-05;0.000151861226;-1.68174e-05;-7.75388e-05;-6.87754e-05;8.77136e-05;0.000147169456;-1.83337e-05;-8.08146e-05;-7.32304e-05;8.66185e-05;0.000141432378;-1.88322e-05;-6.37136e-05
-5.96838e-05;8.24876e-05;0.0001430306;-1.26515e-05;-7.88489e-05;0.0;-6.34235e-05;9.09739e-05;0.0001462379;-1.5792e-05;-7.74625e-05;-6.71243e-05;8.83378e-05;0.000151861226;-1.68174e-05;-7.75388e-05;-6.87754e-05;8.77136e-05;0.000147169456;-1.83337e-05;-8.08146e-05
-5.89726e-05;8.05806e-05;0.000140979741;-1.27355e-05;-7.42096e-05;0.0;-5.96838e-05;8.24876e-05;0.0001430306;-1.26515e-05;-7.88489e-05;-6.34235e-05;9.09739e-05;0.0001462379;-1.5792e-05;-7.74625e-05;-6.71243e-05;8.83378e-05;0.000151861226;-1.68174e-05;-7.75388e-05
-5.73981e-05;8.2709e-05;0.000140161937;-1.32471e-05;-7.88009e-05;0.0;-5.89726e-05;8.05806e-05;0.000140979741;-1.27355e-05;-7.42096e-05;-5.96838e-05;8.24876e-05;0.0001430306;-1.26515e-05;-7.88489e-05;-6.34235e-05;9.09739e-05;0.0001462379;-1.5792e-05;-7.74625e-05
-5.35882e-05;8.13128e-05;0.000133675276;-1.11102e-05;-7.03873e-05;0.0;-5.73981e-05;8.2709e-05;0.000140161937;-1.32471e-05;-7.88009e-05;-5.89726e-05;8.05806e-05;0.000140979741;-1.27355e-05;-7.42096e-05;-5.96838e-05;8.24876e-05;0.0001430306;-1.26515e-05;-7.88489e-05
-5.3476e-05;7.02838e-05;0.00013343872;-1.32755e-05;-6.05589e-05;0.0;-5.35882e-05;8.13128e-05;0.000133675276;-1.11102e-05;-7.03873e-05;-5.73981e-05;8.2709e-05;0.000140161937;-1.32471e-05;-7.88009e-05;-5.89726e-05;8.05806e-05;0.000140979741;-1.27355e-05;-7.42096e-05
-5.38798e-05;7.84228e-05;0.000132178015;-1.21181e-05;-7.54237e-05;0.0;-5.3476e-05;7.02838e-05;0.00013343872;-1.32755e-05;-6.05589e-05;-5.35882e-05;8.13128e-05;0.000133675276;-1.11102e-05;-7.03873e-05;-5.73981e-05;8.2709e-05;0.000140161937;-1.32471e-05;-7.88009e-05
-5.06311e-05;7.15709e-05;0.000134775983;-9.4859e-06;-7.09349e-05;0.0;-5.38798e-05;7.84228e-05;0.000132178015;-1.21181e-05;-7.54237e-05;-5.3476e-05;7.02838e-05;0.00013343872;-1.32755e-05;-6.05589e-05;-5.35882e-05;8.13128e-05;0.000133675276;-1.11102e-05;-7.03873e-05
-5.00227e-05;7.44021e-05;0.000125836348;-1.00084e-05;-7.27555e-05;0.0;-5.06311e-05;7.15709e-05;0.000134775983;-9.4859e-06;-7.09349e-05;-5.38798e-05;7.84228e-05;0.000132178015;-1.21181e-05;-7.54237e-05;-5.3476e-05;7.02838e-05;0.00013343872;-1.32755e-05;-6.05589e-05
-5.03773e-05;7.5793e-05;0.000126277882;-9.2023e-06;-7.35693e-05;7.0;-5.00227e-05;7.44021e-05;0.000125836348;-1.00084e-05;-7.27555e-05;-5.06311e-05;7.15709e-05;0.000134775983;-9.4859e-06;-7.09349e-05;-5.38798e-05;7.84228e-05;0.000132178015;-1.21181e-05;-7.54237e-05
-8.78091e-05;7.15006e-05;0.000141244062;-3.819e-06;-8.7693e-05;7.0;-5.03773e-05;7.5793e-05;0.000126277882;-9.2023e-06;-7.35693e-05;-5.00227e-05;7.44021e-05;0.000125836348;-1.00084e-05;-7.27555e-05;-5.06311e-05;7.15709e-05;0.000134775983;-9.4859e-06;-7.09349e-05
-0.0001188319;0.0001099919;0.000146136954;-1.25326e-05;-7.8618e-05;7.0;-8.78091e-05;7.15006e-05;0.000141244062;-3.819e-06;-8.7693e-05;-5.03773e-05;7.5793e-05;0.000126277882;-9.2023e-06;-7.35693e-05;-5.00227e-05;7.44021e-05;0.000125836348;-1.00084e-05;-7.27555e-05
-0.0001363708;0.0001103045;0.000146193604;-1.03302e-05;-8.4668e-05;7.0;-0.0001188319;0.0001099919;0.000146136954;-1.25326e-05;-7.8618e-05;-8.78091e-05;7.15006e-05;0.000141244062;-3.819e-06;-8.7693e-05;-5.03773e-05;7.5793e-05;0.000126277882;-9.2023e-06;-7.35693e-05
-0.0001470914;0.0001083953;0.000141953904;-1.4315e-05;-7.0128e-05;7.0;-0.0001363708;0.0001103045;0.000146193604;-1.03302e-05;-8.4668e-05;-0.0001188319;0.0001099919;0.000146136954;-1.25326e-05;-7.8618e-05;-8.78091e-05;7.15006e-05;0.000141244062;-3.819e-06;-8.7693e-05
-0.0001237998;7.73634e-05;0.000126041894;-2.08524e-05;-5.23318e-05;0.0;-0.0001470914;0.0001083953;0.000141953904;-1.4315e-05;-7.0128e-05;-0.0001363708;0.0001103045;0.000146193604;-1.03302e-05;-8.4668e-05;-0.0001188319;0.0001099919;0.000146136954;-1.25326e-05;-7.8618e-05
-0.0001047535;7.6584e-05;0.000120563935;-1.27072e-05;-7.97336e-05;0.0;-0.0001237998;7.73634e-05;0.000126041894;-2.08524e-05;-5.23318e-05;-0.0001470914;0.0001083953;0.000141953904;-1.4315e-05;-7.0128e-05;-0.0001363708;0.0001103045;0.000146193604;-1.03302e-05;-8.4668e-05
-9.43988e-05;7.14419e-05;0.000123396807;-1.34227e-05;-6.01291e-05;0.0;-0.0001047535;7.6584e-05;0.000120563935;-1.27072e-05;-7.97336e-05;-0.0001237998;7.73634e-05;0.000126041894;-2.08524e-05;-5.23318e-05;-0.0001470914;0.0001083953;0.000141953904;-1.4315e-05;-7.0128e-05
-8.28737e-05;7.93449e-05;0.000119738674;-8.959e-06;-6.75151e-05;0.0;-9.43988e-05;7.14419e-05;0.000123396807;-1.34227e-05;-6.01291e-05;-0.0001047535;7.6584e-05;0.000120563935;-1.27072e-05;-7.97336e-05;-0.0001237998;7.73634e-05;0.000126041894;-2.08524e-05;-5.23318e-05
-7.61906e-05;7.78816e-05;0.000121186647;-5.7094e-06;-7.04615e-05;0.0;-8.28737e-05;7.93449e-05;0.000119738674;-8.959e-06;-6.75151e-05;-9.43988e-05;7.14419e-05;0.000123396807;-1.34227e-05;-6.01291e-05;-0.0001047535;7.6584e-05;0.000120563935;-1.27072e-05;-7.97336e-05
-7.28695e-05;7.81962e-05;0.000118729855;-5.6669e-06;-7.08269e-05;0.0;-7.61906e-05;7.78816e-05;0.000121186647;-5.7094e-06;-7.04615e-05;-8.28737e-05;7.93449e-05;0.000119738674;-8.959e-06;-6.75151e-05;-9.43988e-05;7.14419e-05;0.000123396807;-1.34227e-05;-6.01291e-05
-6.95149e-05;7.83525e-05;0.000114753238;-5.6702e-06;-6.57251e-05;0.0;-7.28695e-05;7.81962e-05;0.000118729855;-5.6669e-06;-7.08269e-05;-7.61906e-05;7.78816e-05;0.000121186647;-5.7094e-06;-7.04615e-05;-8.28737e-05;7.93449e-05;0.000119738674;-8.959e-06;-6.75151e-05
-6.72292e-05;7.25129e-05;0.000117679658;-6.0312e-06;-6.24886e-05;0.0;-6.95149e-05;7.83525e-05;0.000114753238;-5.6702e-06;-6.57251e-05;-7.28695e-05;7.81962e-05;0.000118729855;-5.6669e-06;-7.08269e-05;-7.61906e-05;7.78816e-05;0.000121186647;-5.7094e-06;-7.04615e-05
-6.63533e-05;7.13863e-05;0.00011287073;-6.3421e-06;-6.11207e-05;0.0;-6.72292e-05;7.25129e-05;0.000117679658;-6.0312e-06;-6.24886e-05;-6.95149e-05;7.83525e-05;0.000114753238;-5.6702e-06;-6.57251e-05;-7.28695e-05;7.81962e-05;0.000118729855;-5.6669e-06;-7.08269e-05
-6.31444e-05;6.89684e-05;0.000111044559;-6.1545e-06;-6.63556e-05;0.0;-6.63533e-05;7.13863e-05;0.00011287073;-6.3421e-06;-6.11207e-05;-6.72292e-05;7.25129e-05;0.000117679658;-6.0312e-06;-6.24886e-05;-6.95149e-05;7.83525e-05;0.000114753238;-5.6702e-06;-6.57251e-05
-6.02377e-05;7.16926e-05;0.00010773573;-5.6843e-06;-6.48066e-05;0.0;-6.31444e-05;6.89684e-05;0.000111044559;-6.1545e-06;-6.63556e-05;-6.63533e-05;7.13863e-05;0.00011287073;-6.3421e-06;-6.11207e-05;-6.72292e-05;7.25129e-05;0.000117679658;-6.0312e-06;-6.24886e-05
-5.89422e-05;6.45826e-05;0.000113483802;-5.7454e-06;-4.69441e-05;0.0;-6.02377e-05;7.16926e-05;0.00010773573;-5.6843e-06;-6.48066e-05;-6.31444e-05;6.89684e-05;0.000111044559;-6.1545e-06;-6.63556e-05;-6.63533e-05;7.13863e-05;0.00011287073;-6.3421e-06;-6.11207e-05
-5.66103e-05;6.71547e-05;0.000108325461;-6.701e-06;-5.99087e-05;0.0;-5.89422e-05;6.45826e-05;0.000113483802;-5.7454e-06;-4.69441e-05;-6.02377e-05;7.16926e-05;0.00010773573;-5.6843e-06;-6.48066e-05;-6.31444e-05;6.89684e-05;0.000111044559;-6.1545e-06;-6.63556e-05
-5.55928e-05;7.19139e-05;0.000108990993;-5.8469e-06;-6.52353e-05;0.0;-5.66103e-05;6.71547e-05;0.000108325461;-6.701e-06;-5.99087e-05;-5.89422e-05;6.45826e-05;0.000113483802;-5.7454e-06;-4.69441e-05;-6.02377e-05;7.16926e-05;0.00010773573;-5.6843e-06;-6.48066e-05
-5.5897e-05;6.81627e-05;0.000109387431;-5.2458e-06;-6.25529e-05;7.0;-5.55928e-05;7.19139e-05;0.000108990993;-5.8469e-06;-6.52353e-05;-5.66103e-05;6.71547e-05;0.000108325461;-6.701e-06;-5.99087e-05;-5.89422e-05;6.45826e-05;0.000113483802;-5.7454e-06;-4.69441e-05
-0.0001067528;6.25518e-05;0.000115590403;-2.15997e-05;-6.1494e-05;7.0;-5.5897e-05;6.81627e-05;0.000109387431;-5.2458e-06;-6.25529e-05;-5.55928e-05;7.19139e-05;0.000108990993;-5.8469e-06;-6.52353e-05;-5.66103e-05;6.71547e-05;0.000108325461;-6.701e-06;-5.99087e-05
-0.0001795164;0.0001151455;0.000120207726;-1.97943e-05;-5.7211e-05;7.0;-0.0001067528;6.25518e-05;0.000115590403;-2.15997e-05;-6.1494e-05;-5.5897e-05;6.81627e-05;0.000109387431;-5.2458e-06;-6.25529e-05;-5.55928e-05;7.19139e-05;0.000108990993;-5.8469e-06;-6.52353e-05
-0.0002008506;0.0001221978;0.000125697348;-2.22934e-05;-5.5786e-05;7.0;-0.0001795164;0.0001151455;0.000120207726;-1.97943e-05;-5.7211e-05;-0.0001067528;6.25518e-05;0.000115590403;-2.15997e-05;-6.1494e-05;-5.5897e-05;6.81627e-05;0.000109387431;-5.2458e-06;-6.25529e-05
-0.0002152092;0.0001248853;0.000123050544;-2.5375e-05;-5.1282e-05;7.0;-0.0002008506;0.0001221978;0.000125697348;-2.22934e-05;-5.5786e-05;-0.0001795164;0.0001151455;0.000120207726;-1.97943e-05;-5.7211e-05;-0.0001067528;6.25518e-05;0.000115590403;-2.15997e-05;-6.1494e-05
-0.0002272924;8.09184e-05;9.56096483e-05;-2.89781e-05;-3.5846e-05;0.0;-0.0002152092;0.0001248853;0.000123050544;-2.5375e-05;-5.1282e-05;-0.0002008506;0.0001221978;0.000125697348;-2.22934e-05;-5.5786e-05;-0.0001795164;0.0001151455;0.000120207726;-1.97943e-05;-5.7211e-05
-0.0001282706;7.65137e-05;0.000100358295;-2.18287e-05;-5.04217e-05;0.0;-0.0002272924;8.09184e-05;9.56096483e-05;-2.89781e-05;-3.5846e-05;-0.0002152092;0.0001248853;0.000123050544;-2.5375e-05;-5.1282e-05;-0.0002008506;0.0001221978;0.000125697348;-2.22934e-05;-5.5786e-05
-0.0001061245;7.9626e-05;0.000105620747;-1.55324e-05;-5.52967e-05;0.0;-0.0001282706;7.65137e-05;0.000100358295;-2.18287e-05;-5.04217e-05;-0.0002272924;8.09184e-05;9.56096483e-05;-2.89781e-05;-3.5846e-05;-0.0002152092;0.0001248853;0.000123050544;-2.5375e-05;-5.1282e-05
-9.19872e-05;7.13097e-05;9.97506577e-05;-1.21716e-05;-5.55639e-05;0.0;-0.0001061245;7.9626e-05;0.000105620747;-1.55324e-05;-5.52967e-05;-0.0001282706;7.65137e-05;0.000100358295;-2.18287e-05;-5.04217e-05;-0.0002272924;8.09184e-05;9.56096483e-05;-2.89781e-05;-3.5846e-05
-8.44964e-05;6.89705e-05;0.000101721285;-9.2481e-06;-5.82681e-05;0.0;-9.19872e-05;7.13097e-05;9.97506577e-05;-1.21716e-05;-5.55639e-05;-0.0001061245;7.9626e-05;0.000105620747;-1.55324e-05;-5.52967e-05;-0.0001282706;7.65137e-05;0.000100358295;-2.18287e-05;-5.04217e-05
-7.90407e-05;6.39658e-05;0.000106292035;-7.6511e-06;-5.59654e-05;0.0;-8.44964e-05;6.89705e-05;0.000101721285;-9.2481e-06;-5.82681e-05;-9.19872e-05;7.13097e-05;9.97506577e-05;-1.21716e-05;-5.55639e-05;-0.0001061245;7.9626e-05;0.000105620747;-1.55324e-05;-5.52967e-05
-7.46465e-05;6.77463e-05;0.000101263206;-5.4869e-06;-5.9888e-05;0.0;-7.90407e-05;6.39658e-05;0.000106292035;-7.6511e-06;-5.59654e-05;-8.44964e-05;6.89705e-05;0.000101721285;-9.2481e-06;-5.82681e-05;-9.19872e-05;7.13097e-05;9.97506577e-05;-1.21716e-05;-5.55639e-05
-7.10275e-05;6.05272e-05;9.81547055e-05;-3.7405e-06;-5.51396e-05;7.0;-7.46465e-05;6.77463e-05;0.000101263206;-5.4869e-06;-5.9888e-05;-7.90407e-05;6.39658e-05;0.000106292035;-7.6511e-06;-5.59654e-05;-8.44964e-05;6.89705e-05;0.000101721285;-9.2481e-06;-5.82681e-05
-0.0001671332;8.13463e-05;8.73841418e-05;-3.0454e-05;-2.7866e-05;7.0;-7.10275e-05;6.05272e-05;9.81547055e-05;-3.7405e-06;-5.51396e-05;-7.46465e-05;6.77463e-05;0.000101263206;-5.4869e-06;-5.9888e-05;-7.90407e-05;6.39658e-05;0.000106292035;-7.6511e-06;-5.59654e-05
-0.0002143533;9.17386e-05;7.66173252e-05;-5.04632e-05;-2.3361e-05;7.0;-0.0001671332;8.13463e-05;8.73841418e-05;-3.0454e-05;-2.7866e-05;-7.10275e-05;6.05272e-05;9.81547055e-05;-3.7405e-06;-5.51396e-05;-7.46465e-05;6.77463e-05;0.000101263206;-5.4869e-06;-5.9888e-05
-0.0002259424;9.51845e-05;8.91895834e-05;-5.35273e-05;-2.3416e-05;7.0;-0.0002143533;9.17386e-05;7.66173252e-05;-5.04632e-05;-2.3361e-05;-0.0001671332;8.13463e-05;8.73841418e-05;-3.0454e-05;-2.7866e-05;-7.10275e-05;6.05272e-05;9.81547055e-05;-3.7405e-06;-5.51396e-05
-0.0002340479;9.34725e-05;8.74257239e-05;-5.23503e-05;-1.804e-05;7.0;-0.0002259424;9.51845e-05;8.91895834e-05;-5.35273e-05;-2.3416e-05;-0.0002143533;9.17386e-05;7.66173252e-05;-5.04632e-05;-2.3361e-05;-0.0001671332;8.13463e-05;8.73841418e-05;-3.0454e-05;-2.7866e-05
