Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;6.75E-18;-1.58E-17;293.15;7.29E-18;1.74E-18;6.49E-18;-1.97E-17;293.15
0.05;1.22E-08;8.50E-09;293.15;-3.62E-09;-5.33E-08;2.83E-07;-5.43E-08;293.15
0.1;3.16E-08;2.19E-08;293.15;-9.56E-09;-1.38E-07;7.33E-07;-1.41E-07;293.15
0.15;4.64E-08;3.22E-08;293.15;-1.41E-08;-2.03E-07;1.08E-06;-2.07E-07;293.15
0.2;5.71E-08;3.96E-08;293.16;-1.74E-08;-2.50E-07;1.32E-06;-2.55E-07;293.16
0.25;6.97E-08;4.83E-08;293.16;-2.13E-08;-3.05E-07;1.62E-06;-3.11E-07;293.16
0.3;8.41E-08;5.83E-08;293.16;-2.57E-08;-3.68E-07;1.95E-06;-3.75E-07;293.16
0.35;9.85E-08;6.83E-08;293.16;-3.02E-08;-4.31E-07;2.28E-06;-4.39E-07;293.16
0.4;1.12E-07;7.80E-08;293.16;-3.46E-08;-4.93E-07;2.61E-06;-5.02E-07;293.16
0.45;1.26E-07;8.75E-08;293.16;-3.89E-08;-5.53E-07;2.92E-06;-5.63E-07;293.16
0.5;1.40E-07;9.71E-08;293.16;-4.32E-08;-6.13E-07;3.24E-06;-6.24E-07;293.16
0.55;1.54E-07;1.07E-07;293.16;-4.76E-08;-6.73E-07;3.56E-06;-6.86E-07;293.16
0.6;1.67E-07;1.16E-07;293.17;-5.19E-08;-7.33E-07;3.88E-06;-7.47E-07;293.17
0.65;1.81E-07;1.26E-07;293.17;-5.62E-08;-7.93E-07;4.19E-06;-8.07E-07;293.17
0.7;1.95E-07;1.35E-07;293.17;-6.06E-08;-8.52E-07;4.50E-06;-8.68E-07;293.17
0.75;2.08E-07;1.45E-07;293.17;-6.49E-08;-9.12E-07;4.82E-06;-9.28E-07;293.17
0.8;2.22E-07;1.54E-07;293.17;-6.92E-08;-9.71E-07;5.13E-06;-9.88E-07;293.17
0.85;2.35E-07;1.64E-07;293.17;-7.35E-08;-1.03E-06;5.44E-06;-1.05E-06;293.17
0.9;2.49E-07;1.73E-07;293.17;-7.78E-08;-1.09E-06;5.74E-06;-1.11E-06;293.17
0.95;2.62E-07;1.83E-07;293.17;-8.22E-08;-1.15E-06;6.05E-06;-1.17E-06;293.17
1;2.75E-07;1.92E-07;293.18;-8.65E-08;-1.20E-06;6.35E-06;-1.23E-06;293.18
1.05;2.88E-07;2.02E-07;293.18;-9.08E-08;-1.26E-06;6.66E-06;-1.28E-06;293.18
1.1;3.02E-07;2.11E-07;293.18;-9.51E-08;-1.32E-06;6.96E-06;-1.34E-06;293.18
1.15;3.15E-07;2.21E-07;293.18;-9.94E-08;-1.38E-06;7.26E-06;-1.40E-06;293.18
1.2;3.28E-07;2.30E-07;293.18;-1.04E-07;-1.43E-06;7.56E-06;-1.46E-06;293.18
1.25;3.41E-07;2.40E-07;293.18;-1.08E-07;-1.49E-06;7.85E-06;-1.51E-06;293.18
1.3;3.54E-07;2.49E-07;293.18;-1.12E-07;-1.55E-06;8.15E-06;-1.57E-06;293.18
1.35;3.66E-07;2.59E-07;293.18;-1.16E-07;-1.60E-06;8.45E-06;-1.63E-06;293.18
1.4;3.79E-07;2.68E-07;293.19;-1.21E-07;-1.66E-06;8.74E-06;-1.69E-06;293.19
1.45;3.92E-07;2.77E-07;293.19;-1.25E-07;-1.71E-06;9.03E-06;-1.74E-06;293.19
1.5;4.04E-07;2.87E-07;293.19;-1.29E-07;-1.77E-06;9.32E-06;-1.80E-06;293.19
1.55;4.17E-07;2.96E-07;293.19;-1.33E-07;-1.82E-06;9.61E-06;-1.85E-06;293.19
1.6;4.30E-07;3.06E-07;293.19;-1.38E-07;-1.88E-06;9.89E-06;-1.91E-06;293.19
1.65;4.42E-07;3.15E-07;293.19;-1.42E-07;-1.93E-06;1.02E-05;-1.96E-06;293.19
1.7;4.54E-07;3.24E-07;293.19;-1.46E-07;-1.98E-06;1.05E-05;-2.02E-06;293.19
1.75;4.66E-07;3.34E-07;293.19;-1.50E-07;-2.04E-06;1.07E-05;-2.07E-06;293.19
1.8;4.79E-07;3.43E-07;293.2;-1.54E-07;-2.09E-06;1.10E-05;-2.13E-06;293.2
1.85;4.91E-07;3.52E-07;293.2;-1.59E-07;-2.14E-06;1.13E-05;-2.18E-06;293.2
1.9;5.03E-07;3.62E-07;293.2;-1.63E-07;-2.20E-06;1.16E-05;-2.23E-06;293.2
1.95;5.15E-07;3.71E-07;293.2;-1.67E-07;-2.25E-06;1.18E-05;-2.29E-06;293.2
2;5.27E-07;3.80E-07;293.2;-1.71E-07;-2.30E-06;1.21E-05;-2.34E-06;293.2
2.05;5.39E-07;3.89E-07;293.2;-1.75E-07;-2.35E-06;1.24E-05;-2.39E-06;293.2
2.1;5.50E-07;3.98E-07;293.2;-1.79E-07;-2.40E-06;1.26E-05;-2.44E-06;293.2
2.15;5.60E-07;4.06E-07;293.2;-1.83E-07;-2.44E-06;1.29E-05;-2.48E-06;293.2
2.2;5.69E-07;4.14E-07;293.2;-1.86E-07;-2.49E-06;1.31E-05;-2.52E-06;293.2
2.25;5.78E-07;4.21E-07;293.2;-1.89E-07;-2.52E-06;1.33E-05;-2.56E-06;293.2
2.3;5.86E-07;4.28E-07;293.21;-1.92E-07;-2.56E-06;1.35E-05;-2.60E-06;293.21
2.35;5.94E-07;4.35E-07;293.21;-1.95E-07;-2.59E-06;1.36E-05;-2.63E-06;293.21
2.4;6.01E-07;4.41E-07;293.21;-1.98E-07;-2.62E-06;1.38E-05;-2.66E-06;293.21
2.45;6.08E-07;4.47E-07;293.21;-2.01E-07;-2.65E-06;1.39E-05;-2.69E-06;293.21
2.5;6.14E-07;4.53E-07;293.21;-2.03E-07;-2.68E-06;1.41E-05;-2.72E-06;293.21
2.55;6.20E-07;4.59E-07;293.21;-2.06E-07;-2.71E-06;1.42E-05;-2.75E-06;293.21
2.6;6.26E-07;4.64E-07;293.21;-2.08E-07;-2.73E-06;1.43E-05;-2.77E-06;293.21
2.65;6.31E-07;4.69E-07;293.21;-2.10E-07;-2.76E-06;1.45E-05;-2.80E-06;293.21
2.7;6.37E-07;4.75E-07;293.21;-2.12E-07;-2.78E-06;1.46E-05;-2.82E-06;293.21
2.75;6.42E-07;4.80E-07;293.21;-2.15E-07;-2.80E-06;1.47E-05;-2.84E-06;293.21
2.8;6.47E-07;4.85E-07;293.21;-2.17E-07;-2.82E-06;1.48E-05;-2.86E-06;293.21
2.85;6.52E-07;4.90E-07;293.21;-2.19E-07;-2.84E-06;1.49E-05;-2.88E-06;293.21
2.9;6.57E-07;4.95E-07;293.21;-2.21E-07;-2.86E-06;1.50E-05;-2.90E-06;293.21
2.95;6.62E-07;5.00E-07;293.21;-2.23E-07;-2.89E-06;1.51E-05;-2.92E-06;293.21
3;6.66E-07;5.05E-07;293.21;-2.25E-07;-2.91E-06;1.52E-05;-2.95E-06;293.21
3.05;6.72E-07;5.10E-07;293.21;-2.27E-07;-2.93E-06;1.54E-05;-2.97E-06;293.21
3.1;6.77E-07;5.16E-07;293.21;-2.29E-07;-2.95E-06;1.55E-05;-2.99E-06;293.21
3.15;6.82E-07;5.21E-07;293.21;-2.32E-07;-2.97E-06;1.56E-05;-3.01E-06;293.21
3.2;6.88E-07;5.27E-07;293.21;-2.34E-07;-3.00E-06;1.57E-05;-3.04E-06;293.21
3.25;6.94E-07;5.33E-07;293.22;-2.36E-07;-3.02E-06;1.58E-05;-3.06E-06;293.22
3.3;7.00E-07;5.39E-07;293.22;-2.39E-07;-3.05E-06;1.60E-05;-3.09E-06;293.22
3.35;7.06E-07;5.45E-07;293.22;-2.42E-07;-3.08E-06;1.61E-05;-3.12E-06;293.22
3.4;7.13E-07;5.52E-07;293.22;-2.44E-07;-3.11E-06;1.63E-05;-3.15E-06;293.22
3.45;7.21E-07;5.59E-07;293.22;-2.47E-07;-3.14E-06;1.65E-05;-3.18E-06;293.22
3.5;7.29E-07;5.66E-07;293.22;-2.50E-07;-3.18E-06;1.66E-05;-3.21E-06;293.22
3.55;7.37E-07;5.74E-07;293.22;-2.54E-07;-3.21E-06;1.68E-05;-3.25E-06;293.22
3.6;7.46E-07;5.82E-07;293.22;-2.57E-07;-3.25E-06;1.70E-05;-3.29E-06;293.22
3.65;7.56E-07;5.91E-07;293.22;-2.61E-07;-3.29E-06;1.72E-05;-3.33E-06;293.22
3.7;7.66E-07;6.00E-07;293.22;-2.65E-07;-3.34E-06;1.75E-05;-3.38E-06;293.22
3.75;7.77E-07;6.10E-07;293.22;-2.69E-07;-3.39E-06;1.77E-05;-3.43E-06;293.22
3.8;7.89E-07;6.20E-07;293.22;-2.73E-07;-3.44E-06;1.80E-05;-3.48E-06;293.22
3.85;8.01E-07;6.31E-07;293.23;-2.78E-07;-3.49E-06;1.83E-05;-3.53E-06;293.23
3.9;8.15E-07;6.42E-07;293.23;-2.82E-07;-3.55E-06;1.86E-05;-3.59E-06;293.23
3.95;8.29E-07;6.55E-07;293.23;-2.88E-07;-3.61E-06;1.89E-05;-3.65E-06;293.23
4;8.44E-07;6.67E-07;293.23;-2.93E-07;-3.68E-06;1.93E-05;-3.72E-06;293.23
4.05;8.61E-07;6.81E-07;293.23;-2.99E-07;-3.75E-06;1.96E-05;-3.79E-06;293.23
4.1;8.79E-07;6.96E-07;293.23;-3.05E-07;-3.83E-06;2.00E-05;-3.87E-06;293.23
4.15;8.98E-07;7.11E-07;293.23;-3.12E-07;-3.91E-06;2.05E-05;-3.96E-06;293.23
4.2;9.17E-07;7.27E-07;293.24;-3.19E-07;-4.00E-06;2.09E-05;-4.04E-06;293.24
4.25;9.36E-07;7.42E-07;293.24;-3.25E-07;-4.08E-06;2.14E-05;-4.13E-06;293.24
4.3;9.58E-07;7.60E-07;293.24;-3.33E-07;-4.18E-06;2.19E-05;-4.22E-06;293.24
4.35;9.81E-07;7.78E-07;293.24;-3.41E-07;-4.28E-06;2.24E-05;-4.32E-06;293.24
4.4;1.01E-06;7.98E-07;293.24;-3.49E-07;-4.39E-06;2.30E-05;-4.43E-06;293.24
4.45;1.03E-06;8.18E-07;293.25;-3.58E-07;-4.50E-06;2.35E-05;-4.55E-06;293.25
4.5;1.06E-06;8.39E-07;293.25;-3.68E-07;-4.62E-06;2.42E-05;-4.67E-06;293.25
4.55;1.09E-06;8.62E-07;293.47;-3.78E-07;-4.75E-06;2.48E-05;-4.80E-06;293.47
4.6;1.13E-05;8.00E-06;294.25;-3.47E-06;-4.96E-05;2.63E-04;-5.05E-05;294.25
4.65;2.20E-05;1.54E-05;295.27;-6.73E-06;-9.65E-05;5.11E-04;-9.82E-05;295.27
4.7;3.39E-05;2.37E-05;296.41;-1.04E-05;-1.49E-04;7.87E-04;-1.51E-04;296.41
4.75;4.57E-05;3.20E-05;297.54;-1.41E-05;-2.01E-04;0.0010625;-2.04E-04;297.54
4.8;5.69E-05;3.98E-05;298.51;-1.76E-05;-2.50E-04;0.0013224;-2.55E-04;298.51
4.85;6.22E-05;4.35E-05;299.12;-1.94E-05;-2.74E-04;0.0014466;-2.79E-04;299.12
4.9;6.57E-05;4.59E-05;299.25;-2.05E-05;-2.89E-04;0.0015261;-2.94E-04;299.25
4.95;6.21E-05;4.33E-05;298.98;-1.96E-05;-2.73E-04;0.0014416;-2.78E-04;298.98
5;5.48E-05;3.82E-05;298.38;-1.73E-05;-2.41E-04;0.00127;-2.45E-04;298.38
5.05;4.82E-05;3.37E-05;297.76;-1.54E-05;-2.12E-04;0.0011161;-2.15E-04;297.76
5.1;4.27E-05;2.99E-05;297.29;-1.37E-05;-1.87E-04;9.86E-04;-1.90E-04;297.29
5.15;3.98E-05;2.80E-05;296.95;-1.29E-05;-1.75E-04;9.20E-04;-1.78E-04;296.95
5.2;3.63E-05;2.56E-05;296.61;-1.18E-05;-1.59E-04;8.37E-04;-1.62E-04;296.61
5.25;3.32E-05;2.35E-05;296.31;-1.09E-05;-1.45E-04;7.65E-04;-1.48E-04;296.31
5.3;3.00E-05;2.14E-05;296.03;-9.94E-06;-1.31E-04;6.90E-04;-1.33E-04;296.03
5.35;2.77E-05;1.99E-05;295.78;-9.25E-06;-1.21E-04;6.36E-04;-1.23E-04;295.78
5.4;2.53E-05;1.83E-05;295.55;-8.53E-06;-1.11E-04;5.80E-04;-1.12E-04;295.55
5.45;2.29E-05;1.68E-05;295.33;-7.81E-06;-1.00E-04;5.24E-04;-1.01E-04;295.33
5.5;2.11E-05;1.56E-05;295.14;-7.29E-06;-9.23E-05;4.83E-04;-9.36E-05;295.14
5.55;1.93E-05;1.45E-05;294.97;-6.74E-06;-8.43E-05;4.40E-04;-8.54E-05;294.97
5.6;1.75E-05;1.33E-05;294.81;-6.20E-06;-7.62E-05;3.98E-04;-7.72E-05;294.81
5.65;1.61E-05;1.25E-05;294.66;-5.79E-06;-7.03E-05;3.66E-04;-7.11E-05;294.66
5.7;1.48E-05;1.16E-05;294.53;-5.39E-06;-6.42E-05;3.34E-04;-6.49E-05;294.53
5.75;1.34E-05;1.08E-05;294.41;-4.98E-06;-5.82E-05;3.02E-04;-5.87E-05;294.41
5.8;1.23E-05;1.02E-05;294.3;-4.66E-06;-5.36E-05;2.78E-04;-5.40E-05;294.3
5.85;1.13E-05;9.52E-06;294.2;-4.35E-06;-4.90E-05;2.53E-04;-4.93E-05;294.2
5.9;1.02E-05;8.88E-06;294.1;-4.04E-06;-4.44E-05;2.29E-04;-4.46E-05;294.1
5.95;9.45E-06;8.42E-06;294.02;-3.80E-06;-4.09E-05;2.11E-04;-4.11E-05;294.02
6;8.65E-06;7.94E-06;293.94;-3.57E-06;-3.74E-05;1.92E-04;-3.75E-05;293.94
6.05;7.85E-06;7.47E-06;293.87;-3.33E-06;-3.39E-05;1.74E-04;-3.39E-05;293.87
6.1;7.26E-06;7.13E-06;293.81;-3.15E-06;-3.13E-05;1.60E-04;-3.12E-05;293.81
6.15;6.65E-06;6.77E-06;293.75;-2.97E-06;-2.86E-05;1.46E-04;-2.85E-05;293.75
6.2;6.04E-06;6.42E-06;293.7;-2.79E-06;-2.60E-05;1.32E-04;-2.57E-05;293.7
6.25;5.59E-06;6.16E-06;293.65;-2.65E-06;-2.40E-05;1.21E-04;-2.37E-05;293.65
6.3;5.12E-06;5.90E-06;293.61;-2.51E-06;-2.20E-05;1.11E-04;-2.17E-05;293.61
6.35;4.66E-06;5.64E-06;293.57;-2.37E-06;-2.00E-05;9.99E-05;-1.96E-05;293.57
6.4;4.31E-06;5.44E-06;293.53;-2.27E-06;-1.84E-05;9.18E-05;-1.80E-05;293.53
6.45;3.96E-06;5.24E-06;293.5;-2.16E-06;-1.69E-05;8.37E-05;-1.65E-05;293.5
6.5;3.61E-06;5.05E-06;293.47;-2.06E-06;-1.54E-05;7.57E-05;-1.49E-05;293.47
6.55;3.35E-06;4.90E-06;293.44;-1.97E-06;-1.42E-05;6.96E-05;-1.37E-05;293.44
6.6;3.08E-06;4.75E-06;293.41;-1.89E-06;-1.30E-05;6.34E-05;-1.25E-05;293.41
6.65;2.81E-06;4.60E-06;293.39;-1.81E-06;-1.19E-05;5.72E-05;-1.13E-05;293.39
6.7;2.61E-06;4.49E-06;293.37;-1.75E-06;-1.10E-05;5.26E-05;-1.04E-05;293.37
6.75;2.40E-06;4.38E-06;293.35;-1.69E-06;-1.01E-05;4.79E-05;-9.47E-06;293.35
6.8;2.20E-06;4.27E-06;293.33;-1.62E-06;-9.21E-06;4.32E-05;-8.56E-06;293.33
6.85;2.05E-06;4.19E-06;293.32;-1.58E-06;-8.56E-06;3.98E-05;-7.89E-06;293.32
6.9;1.89E-06;4.10E-06;293.3;-1.53E-06;-7.88E-06;3.62E-05;-7.18E-06;293.3
6.95;1.73E-06;4.02E-06;293.29;-1.48E-06;-7.20E-06;3.26E-05;-6.49E-06;293.29
7;1.62E-06;3.96E-06;293.28;-1.44E-06;-6.69E-06;3.00E-05;-5.96E-06;293.28
7.05;1.50E-06;3.90E-06;293.27;-1.40E-06;-6.18E-06;2.73E-05;-5.43E-06;293.27
7.1;1.38E-06;3.83E-06;293.25;-1.37E-06;-5.67E-06;2.46E-05;-4.90E-06;293.25
7.15;1.29E-06;3.79E-06;293.25;-1.34E-06;-5.28E-06;2.25E-05;-4.50E-06;293.25
7.2;1.19E-06;3.74E-06;293.24;-1.31E-06;-4.88E-06;2.05E-05;-4.09E-06;293.24
7.25;1.10E-06;3.69E-06;293.23;-1.28E-06;-4.49E-06;1.84E-05;-3.68E-06;293.23
7.3;1.03E-06;3.66E-06;293.22;-1.26E-06;-4.20E-06;1.68E-05;-3.37E-06;293.22
7.35;9.58E-07;3.62E-06;293.22;-1.24E-06;-3.89E-06;1.52E-05;-3.05E-06;293.22
