Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2;;;;
11.45;6.68E-04;6.58E-04;293.15;6.66E-04;6.67E-04;6.71E-04;6.68E-04;293.15;;;;
11.5;6.73E-04;6.63E-04;293.15;6.71E-04;6.72E-04;6.76E-04;6.72E-04;293.15;;;;
11.55;6.77E-04;6.67E-04;293.15;6.76E-04;6.77E-04;6.81E-04;6.77E-04;293.15;;;;
11.6;6.82E-04;6.72E-04;293.15;6.81E-04;6.82E-04;6.86E-04;6.82E-04;293.15;;;;
11.65;6.87E-04;6.77E-04;293.15;6.86E-04;6.86E-04;6.91E-04;6.87E-04;293.15;;;;
11.7;6.92E-04;6.81E-04;293.15;6.91E-04;6.91E-04;6.95E-04;6.92E-04;293.15;;;;
11.75;6.97E-04;6.86E-04;293.15;6.95E-04;6.96E-04;7.00E-04;6.96E-04;293.15;;;;
11.8;7.02E-04;6.91E-04;293.15;7.00E-04;7.01E-04;7.05E-04;7.01E-04;293.15;;;;
11.85;7.06E-04;6.96E-04;293.15;7.05E-04;7.06E-04;7.10E-04;7.06E-04;293.15;;;;
11.9;7.11E-04;7.00E-04;293.15;7.10E-04;7.10E-04;7.15E-04;7.11E-04;293.15;;;;
11.95;7.16E-04;7.05E-04;293.15;7.15E-04;7.15E-04;7.20E-04;7.16E-04;293.15;;;;
12;7.21E-04;7.10E-04;293.15;7.20E-04;7.20E-04;7.25E-04;7.21E-04;293.15;;;;
12.05;7.26E-04;7.14E-04;293.15;7.24E-04;7.25E-04;7.30E-04;7.25E-04;293.15;;;;
12.1;7.31E-04;7.19E-04;293.15;7.29E-04;7.30E-04;7.34E-04;7.30E-04;293.15;;;;
12.15;7.35E-04;7.24E-04;293.15;7.34E-04;7.35E-04;7.39E-04;7.35E-04;293.15;;;;
12.2;7.40E-04;7.29E-04;293.15;7.39E-04;7.39E-04;7.44E-04;7.40E-04;293.15;;;;
12.25;7.45E-04;7.33E-04;293.15;7.44E-04;7.44E-04;7.49E-04;7.45E-04;293.15;;;;
12.3;7.50E-04;7.38E-04;293.15;7.48E-04;7.49E-04;7.54E-04;7.49E-04;293.15;;;;
12.35;7.55E-04;7.43E-04;293.15;7.53E-04;7.54E-04;7.59E-04;7.54E-04;293.15;;;;
12.4;7.60E-04;7.48E-04;293.15;7.58E-04;7.59E-04;7.64E-04;7.59E-04;293.15;;;;
12.45;7.64E-04;7.52E-04;293.15;7.63E-04;7.64E-04;7.68E-04;7.64E-04;293.15;;;;
12.5;7.69E-04;7.57E-04;293.15;7.68E-04;7.68E-04;7.73E-04;7.69E-04;293.15;;;;
12.55;7.74E-04;7.62E-04;293.15;7.73E-04;7.73E-04;7.78E-04;7.74E-04;293.15;;;;
12.6;7.79E-04;7.66E-04;293.15;7.77E-04;7.78E-04;7.83E-04;7.78E-04;293.15;;;;
12.65;7.84E-04;7.71E-04;293.15;7.82E-04;7.83E-04;7.88E-04;7.83E-04;293.15;;;;
12.7;7.88E-04;7.76E-04;293.15;7.87E-04;7.88E-04;7.93E-04;7.88E-04;293.15;;;;
12.75;7.93E-04;7.81E-04;293.15;7.92E-04;7.92E-04;7.98E-04;7.93E-04;293.15;;;;
12.8;7.98E-04;7.85E-04;293.15;7.97E-04;7.97E-04;8.03E-04;7.98E-04;293.15;;;;
12.85;8.03E-04;7.90E-04;293.15;8.02E-04;8.02E-04;8.07E-04;8.03E-04;293.15;;;;
12.9;8.08E-04;7.95E-04;293.15;8.06E-04;8.07E-04;8.12E-04;8.07E-04;293.15;;;;
12.95;8.13E-04;8.00E-04;293.15;8.11E-04;8.12E-04;8.17E-04;8.12E-04;293.15;;;;
13;8.17E-04;8.04E-04;293.15;8.16E-04;8.17E-04;8.22E-04;8.17E-04;293.15;;;;
13.05;8.22E-04;8.09E-04;293.15;8.21E-04;8.21E-04;8.27E-04;8.22E-04;293.15;;;;
13.1;8.27E-04;8.14E-04;293.15;8.26E-04;8.26E-04;8.32E-04;8.27E-04;293.15;;;;
13.15;8.32E-04;8.19E-04;293.15;8.31E-04;8.31E-04;8.37E-04;8.31E-04;293.15;;;;
13.2;8.37E-04;8.23E-04;293.15;8.35E-04;8.36E-04;8.41E-04;8.36E-04;293.15;;;;
13.25;8.42E-04;8.28E-04;293.15;8.40E-04;8.41E-04;8.46E-04;8.41E-04;293.15;;;;
13.3;8.46E-04;8.33E-04;293.15;8.45E-04;8.46E-04;8.51E-04;8.46E-04;293.15;;;;
13.35;8.51E-04;8.38E-04;293.15;8.50E-04;8.50E-04;8.56E-04;8.51E-04;293.15;;;;
13.4;8.56E-04;8.42E-04;293.15;8.55E-04;8.55E-04;8.61E-04;8.56E-04;293.15;;;;
13.45;8.61E-04;8.47E-04;293.15;8.59E-04;8.60E-04;8.66E-04;8.60E-04;293.15;;;;
13.5;8.66E-04;8.52E-04;293.15;8.64E-04;8.65E-04;8.71E-04;8.65E-04;293.15;;;;
13.55;8.70E-04;8.57E-04;293.15;8.69E-04;8.70E-04;8.75E-04;8.70E-04;293.15;;;;
13.6;8.75E-04;8.61E-04;293.15;8.74E-04;8.74E-04;8.80E-04;8.75E-04;293.15;;;;
13.65;8.80E-04;8.66E-04;293.15;8.79E-04;8.79E-04;8.85E-04;8.80E-04;293.15;;;;
13.7;8.85E-04;8.71E-04;293.15;8.84E-04;8.84E-04;8.90E-04;8.85E-04;293.15;;;;
13.75;8.90E-04;8.76E-04;293.15;8.88E-04;8.89E-04;8.95E-04;8.89E-04;293.15;;;;
13.8;8.95E-04;8.81E-04;293.15;8.93E-04;8.94E-04;9.00E-04;8.94E-04;293.15;;;;
13.85;8.99E-04;8.85E-04;293.15;8.98E-04;8.99E-04;9.05E-04;8.99E-04;293.15;;;;
13.9;9.04E-04;8.90E-04;293.15;9.03E-04;9.03E-04;9.09E-04;9.04E-04;293.15;;;;
13.95;9.09E-04;8.95E-04;293.15;9.08E-04;9.08E-04;9.14E-04;9.09E-04;293.15;;;;
14;9.14E-04;9.00E-04;293.15;9.13E-04;9.13E-04;9.19E-04;9.13E-04;293.15;;;;
14.05;9.19E-04;9.04E-04;293.15;9.17E-04;9.18E-04;9.24E-04;9.18E-04;293.15;;;;
14.1;9.24E-04;9.09E-04;293.15;9.22E-04;9.23E-04;9.29E-04;9.23E-04;293.15;;;;
14.15;9.28E-04;9.14E-04;293.15;9.27E-04;9.28E-04;9.34E-04;9.28E-04;293.15;;;;
14.2;9.33E-04;9.19E-04;293.15;9.32E-04;9.32E-04;9.38E-04;9.33E-04;293.15;;;;
14.25;9.38E-04;9.24E-04;293.15;9.37E-04;9.37E-04;9.43E-04;9.38E-04;293.15;;;;
14.3;9.43E-04;9.28E-04;293.15;9.42E-04;9.42E-04;9.48E-04;9.42E-04;293.15;;;;
14.35;9.48E-04;9.33E-04;293.15;9.46E-04;9.47E-04;9.53E-04;9.47E-04;293.15;;;;
14.4;9.53E-04;9.38E-04;293.15;9.51E-04;9.52E-04;9.58E-04;9.52E-04;293.15;;;;
14.45;9.57E-04;9.43E-04;293.15;9.56E-04;9.57E-04;9.63E-04;9.57E-04;293.15;;;;
14.5;9.62E-04;9.47E-04;293.15;9.61E-04;9.61E-04;9.68E-04;9.62E-04;293.15;;;;
14.55;9.67E-04;9.52E-04;292.93;9.66E-04;9.66E-04;9.72E-04;9.67E-04;292.93;;;;
14.6;9.84E-04;7.39E-04;292.13;0.0010065;0.0010201;0.0010399;0.0010209;292.13;;;;
14.65;0.0010006;5.28E-04;291.1;0.001047;0.0010735;0.0011068;0.0010748;291.1;;;;
14.7;0.0010173;3.18E-04;289.97;0.0010876;0.001127;0.0011736;0.0011287;289.97;;;;
14.75;0.0010381;3.35E-05;288.78;0.0011404;0.0011972;0.0012619;0.0011995;288.78;;;;
14.8;0.0010544;-1.70E-04;287.81;0.00118;0.0012494;0.0013271;0.0012521;287.81;;;;
14.85;0.0010678;-3.20E-04;287.16;0.0012106;0.0012893;0.0013766;0.0012924;287.16;;;;
14.9;0.0010743;-3.45E-04;287.04;0.0012206;0.0013012;0.0013905;0.0013043;287.04;;;;
14.95;0.0010746;-2.60E-04;287.34;0.0012122;0.0012879;0.0013722;0.0012908;287.34;;;;
15;0.0010726;-1.30E-04;287.92;0.0011964;0.0012647;0.0013412;0.0012673;287.92;;;;
15.05;0.00107;8.72E-06;288.53;0.0011791;0.0012393;0.0013076;0.0012417;288.53;;;;
15.1;0.0010688;1.22E-04;289;0.001166;0.0012197;0.0012812;0.0012218;289;;;;
15.15;0.001069;2.10E-04;289.36;0.0011572;0.0012059;0.0012621;0.0012077;289.36;;;;
15.2;0.0010706;2.72E-04;289.69;0.0011524;0.0011976;0.0012503;0.0011994;289.69;;;;
15.25;0.0010717;3.44E-04;289.99;0.0011463;0.0011875;0.001236;0.001189;289.99;;;;
15.3;0.0010729;4.13E-04;290.27;0.0011404;0.0011777;0.0012221;0.001179;290.27;;;;
15.35;0.0010751;4.66E-04;290.52;0.0011374;0.0011718;0.0012133;0.001173;290.52;;;;
15.4;0.0010771;5.21E-04;290.75;0.0011339;0.0011652;0.0012035;0.0011663;290.75;;;;
15.45;0.0010792;5.75E-04;290.97;0.0011305;0.0011589;0.0011941;0.0011599;290.97;;;;
15.5;0.001082;6.16E-04;291.16;0.0011294;0.0011556;0.0011885;0.0011565;291.16;;;;
15.55;0.0010846;6.60E-04;291.33;0.0011278;0.0011516;0.001182;0.0011524;291.33;;;;
15.6;0.0010873;7.02E-04;291.49;0.0011264;0.0011479;0.001176;0.0011486;291.49;;;;
15.65;0.0010903;7.39E-04;291.64;0.0011259;0.0011454;0.0011715;0.001146;291.64;;;;
15.7;0.0010936;7.72E-04;291.77;0.0011261;0.001144;0.0011683;0.0011445;291.77;;;;
15.75;0.001097;8.01E-04;291.89;0.0011269;0.0011432;0.001166;0.0011437;291.89;;;;
15.8;0.0011006;8.29E-04;292;0.0011279;0.0011428;0.0011641;0.0011432;292;;;;
15.85;0.0011042;8.56E-04;292.1;0.0011291;0.0011427;0.0011626;0.001143;292.1;;;;
15.9;0.0011079;8.80E-04;292.2;0.0011307;0.0011431;0.0011618;0.0011434;292.2;;;;
15.95;0.0011117;9.02E-04;292.28;0.0011326;0.001144;0.0011615;0.0011441;292.28;;;;
16;0.0011157;9.23E-04;292.36;0.0011348;0.0011451;0.0011617;0.0011453;292.36;;;;
16.05;0.0011196;9.43E-04;292.43;0.0011371;0.0011466;0.0011622;0.0011467;292.43;;;;
16.1;0.0011237;9.61E-04;292.49;0.0011397;0.0011483;0.0011631;0.0011484;292.49;;;;
16.15;0.0011279;9.78E-04;292.55;0.0011425;0.0011504;0.0011644;0.0011504;292.55;;;;
16.2;0.0011321;9.93E-04;292.6;0.0011457;0.001153;0.0011664;0.001153;292.6;;;;
16.25;0.0011364;0.0010075;292.65;0.0011489;0.0011556;0.0011684;0.0011556;292.65;;;;
16.3;0.0011406;0.001023;292.69;0.001152;0.001158;0.0011701;0.0011579;292.69;;;;
16.35;0.001145;0.0010364;292.73;0.0011554;0.0011609;0.0011724;0.0011608;292.73;;;;
16.4;0.0011493;0.0010493;292.77;0.0011589;0.0011639;0.0011749;0.0011637;292.77;;;;
16.45;0.0011538;0.001061;292.8;0.0011626;0.0011671;0.0011777;0.001167;292.8;;;;
16.5;0.0011583;0.0010723;292.83;0.0011663;0.0011705;0.0011807;0.0011703;292.83;;;;
16.55;0.0011628;0.001083;292.86;0.0011702;0.001174;0.0011838;0.0011738;292.86;;;;
16.6;0.0011673;0.0010933;292.89;0.0011741;0.0011775;0.001187;0.0011773;292.89;;;;
16.65;0.0011718;0.001103;292.91;0.0011781;0.0011812;0.0011904;0.001181;292.91;;;;
16.7;0.0011764;0.0011118;292.93;0.0011823;0.0011852;0.0011941;0.0011849;292.93;;;;
16.75;0.0011811;0.0011205;292.95;0.0011864;0.0011891;0.0011978;0.0011889;292.95;;;;
16.8;0.0011856;0.0011297;292.97;0.0011905;0.0011929;0.0012014;0.0011927;292.97;;;;
16.85;0.0011903;0.001138;292.98;0.0011948;0.001197;0.0012052;0.0011967;292.98;;;;
16.9;0.0011949;0.001146;293;0.0011991;0.0012011;0.0012091;0.0012008;293;;;;
16.95;0.0011996;0.0011535;293.01;0.0012035;0.0012053;0.0012131;0.001205;293.01;;;;
17;0.0012043;0.001161;293.02;0.0012078;0.0012095;0.0012172;0.0012092;293.02;;;;
17.05;0.001209;0.0011682;293.04;0.0012123;0.0012138;0.0012213;0.0012135;293.04;;;;
17.1;0.0012137;0.0011751;293.05;0.0012167;0.0012181;0.0012255;0.0012178;293.05;;;;
17.15;0.0012184;0.0011819;293.05;0.0012212;0.0012225;0.0012298;0.0012222;293.05;;;;
17.2;0.0012232;0.0011884;293.06;0.0012258;0.0012269;0.0012341;0.0012266;293.06;;;;
17.25;0.0012279;0.0011948;293.07;0.0012304;0.0012314;0.0012385;0.0012311;293.07;;;;
17.3;0.0012327;0.0012012;293.08;0.0012349;0.0012359;0.0012429;0.0012356;293.08;;;;
17.35;0.0012374;0.0012076;293.08;0.0012395;0.0012403;0.0012472;0.00124;293.08;;;;
17.4;0.0012422;0.0012137;293.09;0.0012441;0.0012449;0.0012517;0.0012446;293.09;;;;
17.45;0.0012469;0.0012197;293.1;0.0012487;0.0012494;0.0012562;0.0012491;293.1;;;;
17.5;0.0012517;0.0012255;293.1;0.0012534;0.001254;0.0012607;0.0012537;293.1;;;;
17.55;0.0012565;0.0012314;293.1;0.0012581;0.0012586;0.0012653;0.0012583;293.1;;;;
17.6;0.0012613;0.0012371;293.11;0.0012627;0.0012633;0.0012698;0.001263;293.11;;;;
17.65;0.0012661;0.0012427;293.11;0.0012674;0.0012679;0.0012744;0.0012676;293.11;;;;
17.7;0.0012709;0.0012483;293.12;0.0012721;0.0012726;0.001279;0.0012723;293.12;;;;
17.75;0.0012757;0.0012539;293.12;0.0012769;0.0012772;0.0012837;0.0012769;293.12;;;;
17.8;0.0012805;0.0012593;293.12;0.0012816;0.0012819;0.0012883;0.0012816;293.12;;;;
17.85;0.0012853;0.0012647;293.12;0.0012863;0.0012866;0.0012929;0.0012863;293.12;;;;
17.9;0.0012901;0.0012701;293.13;0.0012911;0.0012913;0.0012976;0.001291;293.13;;;;
17.95;0.0012949;0.0012754;293.13;0.0012958;0.0012961;0.0013023;0.0012957;293.13;;;;
18;0.0012997;0.0012808;293.13;0.0013006;0.0013008;0.001307;0.0013005;293.13;;;;
18.05;0.0013045;0.001286;293.13;0.0013053;0.0013055;0.0013117;0.0013052;293.13;;;;
18.1;0.0013094;0.0012913;293.13;0.0013101;0.0013102;0.0013164;0.0013099;293.13;;;;
18.15;0.0013142;0.0012965;293.14;0.0013149;0.001315;0.0013211;0.0013147;293.14;;;;
18.2;0.001319;0.0013017;293.14;0.0013196;0.0013197;0.0013258;0.0013194;293.14;;;;
18.25;0.0013238;0.0013069;293.14;0.0013244;0.0013245;0.0013306;0.0013242;293.14;;;;
18.3;0.0013286;0.001312;293.14;0.0013292;0.0013293;0.0013353;0.001329;293.14;;;;
18.35;0.0013335;0.0013171;293.14;0.001334;0.0013341;0.0013401;0.0013338;293.14;;;;
18.4;0.0013383;0.0013222;293.14;0.0013388;0.0013388;0.0013448;0.0013385;293.14;;;;
18.45;0.0013431;0.0013273;293.14;0.0013436;0.0013436;0.0013496;0.0013433;293.14;;;;
18.5;0.001348;0.0013324;293.14;0.0013484;0.0013484;0.0013543;0.0013481;293.14;;;;
18.55;0.0013528;0.0013375;293.14;0.0013532;0.0013532;0.0013591;0.0013529;293.14;;;;
18.6;0.0013576;0.0013426;293.14;0.001358;0.001358;0.0013638;0.0013577;293.14;;;;
18.65;0.0013625;0.0013477;293.14;0.0013628;0.0013628;0.0013686;0.0013625;293.14;;;;
18.7;0.0013673;0.0013527;293.14;0.0013676;0.0013676;0.0013734;0.0013673;293.14;;;;
18.75;0.0013721;0.0013578;293.15;0.0013724;0.0013724;0.0013781;0.0013721;293.15;;;;
18.8;0.001377;0.0013628;293.15;0.0013772;0.0013772;0.0013829;0.0013769;293.15;;;;
18.85;0.0013818;0.0013678;293.15;0.0013821;0.001382;0.0013877;0.0013817;293.15;;;;
18.9;0.0013866;0.0013729;293.15;0.0013869;0.0013868;0.0013925;0.0013865;293.15;;;;
18.95;0.0013915;0.0013779;293.15;0.0013917;0.0013916;0.0013972;0.0013913;293.15;;;;
19;0.0013963;0.0013829;293.15;0.0013965;0.0013964;0.001402;0.0013962;293.15;;;;
19.05;0.0014011;0.0013879;293.15;0.0014013;0.0014012;0.0014068;0.001401;293.15;;;;
19.1;0.001406;0.0013929;293.15;0.0014062;0.0014061;0.0014116;0.0014058;293.15;;;;
19.15;0.0014108;0.0013979;293.15;0.001411;0.0014109;0.0014163;0.0014106;293.15;;;;
19.2;0.0014157;0.001403;293.15;0.0014158;0.0014157;0.0014211;0.0014154;293.15;;;;
19.25;0.0014205;0.001408;293.15;0.0014206;0.0014205;0.0014259;0.0014203;293.15;;;;
19.3;0.0014254;0.001413;293.15;0.0014255;0.0014253;0.0014307;0.0014251;293.15;;;;
19.35;0.0014302;0.001418;293.15;0.0014303;0.0014302;0.0014355;0.0014299;293.15;;;;
19.4;0.001435;0.001423;293.15;0.0014351;0.001435;0.0014403;0.0014347;293.15;;;;
19.45;0.0014399;0.001428;293.15;0.00144;0.0014398;0.0014451;0.0014396;293.15;;;;
19.5;0.0014447;0.001433;293.15;0.0014448;0.0014446;0.0014498;0.0014444;293.15;;;;
19.55;0.0014496;0.001438;293.15;0.0014496;0.0014495;0.0014546;0.0014492;293.15;;;;
19.6;0.0014544;0.001443;293.15;0.0014545;0.0014543;0.0014594;0.0014541;293.15;;;;
19.65;0.0014593;0.001448;293.15;0.0014593;0.0014591;0.0014642;0.0014589;293.15;;;;
19.7;0.0014641;0.001453;293.15;0.0014641;0.001464;0.001469;0.0014637;293.15;;;;
19.75;0.001469;0.001458;293.15;0.001469;0.0014688;0.0014738;0.0014686;293.15;;;;
19.8;0.0014738;0.001463;293.15;0.0014738;0.0014736;0.0014786;0.0014734;293.15;;;;
19.85;0.0014786;0.0014679;293.15;0.0014786;0.0014785;0.0014834;0.0014782;293.15;;;;
19.9;0.0014835;0.0014729;293.15;0.0014835;0.0014833;0.0014882;0.0014831;293.15;;;;
19.95;0.0014883;0.0014779;293.15;0.0014883;0.0014881;0.0014929;0.0014879;293.15;;;;
20;0.0014932;0.0014829;293.15;0.0014932;0.001493;0.0014977;0.0014928;293.15;;;;
20.05;0.001498;0.0014879;293.15;0.001498;0.0014978;0.0015025;0.0014976;293.15;;;;
20.1;0.0015029;0.0014929;293.15;0.0015028;0.0015027;0.0015073;0.0015024;293.15;;;;
20.15;0.0015077;0.0014979;293.15;0.0015077;0.0015075;0.0015121;0.0015073;293.15;;;;
20.2;0.0015126;0.0015029;293.15;0.0015125;0.0015123;0.0015169;0.0015121;293.15;;;;
20.25;0.0015174;0.0015079;293.15;0.0015174;0.0015172;0.0015217;0.001517;293.15;;;;
20.3;0.0015223;0.0015129;293.15;0.0015222;0.001522;0.0015265;0.0015218;293.15;;;;
20.35;0.0015271;0.0015179;293.15;0.0015271;0.0015269;0.0015313;0.0015267;293.15;;;;
20.4;0.001532;0.0015229;293.15;0.0015319;0.0015317;0.0015361;0.0015315;293.15;;;;
20.45;0.0015368;0.0015279;293.15;0.0015367;0.0015365;0.0015409;0.0015363;293.15;;;;
20.5;0.0015417;0.0015329;293.15;0.0015416;0.0015414;0.0015457;0.0015412;293.15;;;;
20.55;0.0015465;0.0015378;293.15;0.0015464;0.0015462;0.0015505;0.001546;293.15;;;;
20.6;0.0015514;0.0015428;293.15;0.0015513;0.0015511;0.0015553;0.0015509;293.15;;;;
20.65;0.0015562;0.0015478;293.15;0.0015561;0.0015559;0.0015601;0.0015557;293.15;;;;
20.7;0.0015611;0.0015528;293.15;0.001561;0.0015608;0.0015648;0.0015606;293.15;;;;
20.75;0.0015659;0.0015578;293.15;0.0015658;0.0015656;0.0015696;0.0015654;293.15;;;;
20.8;0.0015708;0.0015628;293.15;0.0015707;0.0015705;0.0015744;0.0015703;293.15;;;;
20.85;0.0015756;0.0015678;293.15;0.0015755;0.0015753;0.0015792;0.0015751;293.15;;;;
20.9;0.0015805;0.0015728;293.15;0.0015804;0.0015802;0.001584;0.00158;293.15;;;;
20.95;0.0015853;0.0015777;293.15;0.0015852;0.001585;0.0015888;0.0015848;293.15;;;;
21;0.0015902;0.0015827;293.15;0.0015901;0.0015898;0.0015936;0.0015897;293.15;;;;
21.05;0.001595;0.0015877;293.15;0.0015949;0.0015947;0.0015984;0.0015945;293.15;;;;
21.1;0.0015999;0.0015927;293.15;0.0015998;0.0015995;0.0016032;0.0015994;293.15;;;;
21.15;0.0016047;0.0015977;293.15;0.0016046;0.0016044;0.001608;0.0016042;293.15;;;;
21.2;0.0016096;0.0016027;293.15;0.0016095;0.0016092;0.0016128;0.0016091;293.15;;;;
21.25;0.0016144;0.0016076;293.15;0.0016143;0.0016141;0.0016176;0.0016139;293.15;;;;
21.3;0.0016193;0.0016126;293.15;0.0016192;0.0016189;0.0016224;0.0016188;293.15;;;;
21.35;0.0016241;0.0016176;293.15;0.001624;0.0016238;0.0016272;0.0016236;293.15;;;;
21.4;0.001629;0.0016226;293.15;0.0016289;0.0016286;0.001632;0.0016285;293.15;;;;
21.45;0.0016338;0.0016276;293.15;0.0016337;0.0016335;0.0016368;0.0016333;293.15;;;;
21.5;0.0016387;0.0016325;293.15;0.0016386;0.0016383;0.0016416;0.0016382;293.15;;;;
21.55;0.0016435;0.0016375;293.15;0.0016434;0.0016432;0.0016464;0.001643;293.15;;;;
21.6;0.0016484;0.0016425;293.15;0.0016483;0.001648;0.0016512;0.0016479;293.15;;;;
21.65;0.0016533;0.0016475;293.15;0.0016531;0.0016529;0.001656;0.0016528;293.15;;;;
21.7;0.0016581;0.0016524;293.15;0.001658;0.0016577;0.0016608;0.0016576;293.15;;;;
21.75;0.001663;0.0016574;293.15;0.0016628;0.0016626;0.0016656;0.0016625;293.15;;;;
21.8;0.0016678;0.0016624;293.15;0.0016677;0.0016675;0.0016704;0.0016673;293.15;;;;
21.85;0.0016727;0.0016673;293.15;0.0016725;0.0016723;0.0016752;0.0016722;293.15;;;;
21.9;0.0016775;0.0016723;293.15;0.0016774;0.0016772;0.00168;0.001677;293.15;;;;
21.95;0.0016824;0.0016773;293.15;0.0016822;0.001682;0.0016848;0.0016819;293.15;;;;
22;0.0016872;0.0016822;293.15;0.0016871;0.0016869;0.0016896;0.0016867;293.15;;;;
22.05;0.0016921;0.0016872;293.15;0.0016919;0.0016917;0.0016944;0.0016916;293.15;;;;
22.1;0.0016969;0.0016922;293.15;0.0016968;0.0016966;0.0016992;0.0016964;293.15;;;;
22.15;0.0017018;0.0016971;293.15;0.0017016;0.0017014;0.001704;0.0017013;293.15;;;;
22.2;0.0017066;0.0017021;293.15;0.0017065;0.0017063;0.0017089;0.0017062;293.15;;;;
22.25;0.0017115;0.0017071;293.15;0.0017114;0.0017111;0.0017137;0.001711;293.15;;;;
22.3;0.0017163;0.001712;293.15;0.0017162;0.001716;0.0017185;0.0017159;293.15;;;;
22.35;0.0017212;0.001717;293.15;0.0017211;0.0017208;0.0017233;0.0017207;293.15;;;;
22.4;0.001726;0.0017219;293.15;0.0017259;0.0017257;0.0017281;0.0017256;293.15;;;;
22.45;0.0017309;0.0017269;293.15;0.0017308;0.0017305;0.0017329;0.0017304;293.15;;;;
22.5;0.0017357;0.0017318;293.15;0.0017356;0.0017354;0.0017377;0.0017353;293.15;;;;
22.55;0.0017406;0.0017368;293.15;0.0017405;0.0017402;0.0017425;0.0017401;293.15;;;;
22.6;0.0017454;0.0017418;293.15;0.0017453;0.0017451;0.0017473;0.001745;293.15;;;;
22.65;0.0017503;0.0017467;293.15;0.0017502;0.00175;0.0017521;0.0017499;293.15;;;;
22.7;0.0017551;0.0017517;293.15;0.001755;0.0017548;0.0017569;0.0017547;293.15;;;;
22.75;0.00176;0.0017566;293.15;0.0017599;0.0017597;0.0017617;0.0017596;293.15;;;;
22.8;0.0017648;0.0017616;293.15;0.0017647;0.0017645;0.0017665;0.0017644;293.15;;;;
22.85;0.0017697;0.0017665;293.15;0.0017696;0.0017694;0.0017713;0.0017693;293.15;;;;
22.9;0.0017745;0.0017715;293.15;0.0017744;0.0017742;0.0017762;0.0017741;293.15;;;;
22.95;0.0017794;0.0017764;293.15;0.0017793;0.0017791;0.001781;0.001779;293.15;;;;
23;0.0017843;0.0017813;293.15;0.0017841;0.0017839;0.0017858;0.0017839;293.15;;;;
