Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;-9.40E-18;-1.81E-17;293.15;1.28E-17;7.84E-18;-1.03E-17;-1.45E-17;293.15
0.05;-2.11E-07;1.43E-08;293.15;4.63E-08;2.73E-08;2.06E-08;2.69E-08;293.15
0.1;-5.46E-07;3.72E-08;293.15;1.20E-07;7.07E-08;5.33E-08;6.98E-08;293.15
0.15;-8.03E-07;5.47E-08;293.15;1.76E-07;1.04E-07;7.86E-08;1.03E-07;293.15
0.2;-9.88E-07;6.74E-08;293.16;2.17E-07;1.28E-07;9.67E-08;1.26E-07;293.16
0.25;-1.21E-06;8.23E-08;293.16;2.65E-07;1.56E-07;1.18E-07;1.54E-07;293.16
0.3;-1.45E-06;9.93E-08;293.16;3.19E-07;1.88E-07;1.42E-07;1.86E-07;293.16
0.35;-1.70E-06;1.16E-07;293.16;3.74E-07;2.20E-07;1.67E-07;2.18E-07;293.16
0.4;-1.94E-06;1.33E-07;293.16;4.27E-07;2.52E-07;1.90E-07;2.49E-07;293.16
0.45;-2.18E-06;1.49E-07;293.16;4.79E-07;2.83E-07;2.14E-07;2.79E-07;293.16
0.5;-2.42E-06;1.66E-07;293.16;5.31E-07;3.13E-07;2.37E-07;3.09E-07;293.16
0.55;-2.65E-06;1.82E-07;293.16;5.83E-07;3.44E-07;2.60E-07;3.40E-07;293.16
0.6;-2.89E-06;1.98E-07;293.17;6.35E-07;3.75E-07;2.83E-07;3.70E-07;293.17
0.65;-3.13E-06;2.14E-07;293.17;6.86E-07;4.05E-07;3.07E-07;4.00E-07;293.17
0.7;-3.36E-06;2.31E-07;293.17;7.37E-07;4.36E-07;3.30E-07;4.30E-07;293.17
0.75;-3.59E-06;2.47E-07;293.17;7.89E-07;4.66E-07;3.52E-07;4.60E-07;293.17
0.8;-3.82E-06;2.63E-07;293.17;8.39E-07;4.96E-07;3.75E-07;4.90E-07;293.17
0.85;-4.06E-06;2.79E-07;293.17;8.90E-07;5.26E-07;3.98E-07;5.19E-07;293.17
0.9;-4.29E-06;2.95E-07;293.17;9.41E-07;5.56E-07;4.21E-07;5.49E-07;293.17
0.95;-4.51E-06;3.11E-07;293.17;9.91E-07;5.85E-07;4.43E-07;5.78E-07;293.17
1;-4.74E-06;3.27E-07;293.18;1.04E-06;6.15E-07;4.66E-07;6.08E-07;293.18
1.05;-4.97E-06;3.42E-07;293.18;1.09E-06;6.44E-07;4.88E-07;6.37E-07;293.18
1.1;-5.19E-06;3.58E-07;293.18;1.14E-06;6.74E-07;5.10E-07;6.66E-07;293.18
1.15;-5.42E-06;3.74E-07;293.18;1.19E-06;7.03E-07;5.32E-07;6.95E-07;293.18
1.2;-5.64E-06;3.89E-07;293.18;1.24E-06;7.32E-07;5.54E-07;7.23E-07;293.18
1.25;-5.86E-06;4.05E-07;293.18;1.29E-06;7.61E-07;5.76E-07;7.52E-07;293.18
1.3;-6.08E-06;4.20E-07;293.18;1.34E-06;7.89E-07;5.98E-07;7.80E-07;293.18
1.35;-6.30E-06;4.36E-07;293.18;1.38E-06;8.18E-07;6.19E-07;8.08E-07;293.18
1.4;-6.52E-06;4.51E-07;293.19;1.43E-06;8.46E-07;6.41E-07;8.37E-07;293.19
1.45;-6.74E-06;4.66E-07;293.19;1.48E-06;8.75E-07;6.62E-07;8.65E-07;293.19
1.5;-6.96E-06;4.81E-07;293.19;1.53E-06;9.03E-07;6.84E-07;8.92E-07;293.19
1.55;-7.17E-06;4.96E-07;293.19;1.57E-06;9.31E-07;7.05E-07;9.20E-07;293.19
1.6;-7.38E-06;5.11E-07;293.19;1.62E-06;9.59E-07;7.26E-07;9.48E-07;293.19
1.65;-7.60E-06;5.26E-07;293.19;1.67E-06;9.86E-07;7.47E-07;9.75E-07;293.19
1.7;-7.81E-06;5.41E-07;293.19;1.71E-06;1.01E-06;7.68E-07;1.00E-06;293.19
1.75;-8.02E-06;5.56E-07;293.19;1.76E-06;1.04E-06;7.88E-07;1.03E-06;293.19
1.8;-8.23E-06;5.71E-07;293.2;1.80E-06;1.07E-06;8.09E-07;1.06E-06;293.2
