Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;6.60E-18;-1.83E-17;293.15;7.04E-18;7.17E-18;-8.66E-18;-1.71E-17;293.15
0.05;-2.07E-08;2.48E-08;293.15;-6.41E-08;2.42E-08;5.59E-08;2.60E-08;293.15
0.1;-5.37E-08;6.42E-08;293.15;-1.66E-07;6.30E-08;1.45E-07;6.77E-08;293.15
0.15;-7.91E-08;9.46E-08;293.15;-2.45E-07;9.26E-08;2.13E-07;9.95E-08;293.15
0.2;-9.74E-08;1.16E-07;293.16;-3.01E-07;1.14E-07;2.62E-07;1.22E-07;293.16
0.25;-1.19E-07;1.42E-07;293.16;-3.67E-07;1.39E-07;3.20E-07;1.49E-07;293.16
0.3;-1.44E-07;1.71E-07;293.16;-4.43E-07;1.68E-07;3.86E-07;1.80E-07;293.16
0.35;-1.68E-07;2.01E-07;293.16;-5.19E-07;1.97E-07;4.52E-07;2.11E-07;293.16
0.4;-1.92E-07;2.29E-07;293.16;-5.93E-07;2.25E-07;5.16E-07;2.41E-07;293.16
0.45;-2.16E-07;2.58E-07;293.16;-6.65E-07;2.52E-07;5.79E-07;2.71E-07;293.16
0.5;-2.39E-07;2.86E-07;293.16;-7.38E-07;2.80E-07;6.43E-07;3.00E-07;293.16
0.55;-2.63E-07;3.14E-07;293.16;-8.10E-07;3.07E-07;7.06E-07;3.29E-07;293.16
0.6;-2.87E-07;3.42E-07;293.17;-8.83E-07;3.34E-07;7.69E-07;3.59E-07;293.17
0.65;-3.10E-07;3.70E-07;293.17;-9.55E-07;3.62E-07;8.31E-07;3.88E-07;293.17
0.7;-3.33E-07;3.98E-07;293.17;-1.03E-06;3.89E-07;8.94E-07;4.17E-07;293.17
0.75;-3.57E-07;4.25E-07;293.17;-1.10E-06;4.16E-07;9.56E-07;4.46E-07;293.17
0.8;-3.80E-07;4.53E-07;293.17;-1.17E-06;4.43E-07;1.02E-06;4.75E-07;293.17
0.85;-4.03E-07;4.80E-07;293.17;-1.24E-06;4.70E-07;1.08E-06;5.04E-07;293.17
0.9;-4.26E-07;5.08E-07;293.17;-1.31E-06;4.97E-07;1.14E-06;5.32E-07;293.17
