Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;1.16E-17;-1.31E-17;293.15;-6.19E-18;5.78E-18;-5.42E-18;-8.43E-18;293.15
0.008;-2.02E-17;-2.09E-16;293.15;-4.11E-17;-9.32E-16;1.31E-16;-2.62E-16;293.15
0.016;1.62E-08;6.18E-09;293.15;-6.84E-08;2.54E-08;2.05E-08;2.52E-08;293.15
0.032;4.54E-08;1.72E-08;293.15;-1.91E-07;7.12E-08;5.74E-08;7.06E-08;293.15
0.064;8.94E-08;3.41E-08;293.15;-3.77E-07;1.40E-07;1.13E-07;1.39E-07;293.15
0.12;1.52E-07;5.81E-08;293.15;-6.43E-07;2.39E-07;1.93E-07;2.37E-07;293.15
0.16;2.00E-07;7.64E-08;293.15;-8.45E-07;3.14E-07;2.53E-07;3.12E-07;293.15
0.2;2.51E-07;9.58E-08;293.16;-1.06E-06;3.94E-07;3.17E-07;3.90E-07;293.16
0.24;3.02E-07;1.15E-07;293.16;-1.27E-06;4.74E-07;3.82E-07;4.69E-07;293.16
0.28;3.52E-07;1.34E-07;293.16;-1.48E-06;5.52E-07;4.45E-07;5.47E-07;293.16
0.32;4.02E-07;1.53E-07;293.16;-1.69E-06;6.30E-07;5.08E-07;6.25E-07;293.16
0.36;4.51E-07;1.72E-07;293.16;-1.90E-06;7.08E-07;5.71E-07;7.01E-07;293.16
0.4;5.00E-07;1.91E-07;293.16;-2.11E-06;7.85E-07;6.33E-07;7.78E-07;293.16
0.44;5.50E-07;2.10E-07;293.16;-2.32E-06;8.62E-07;6.95E-07;8.55E-07;293.16
0.48;5.99E-07;2.29E-07;293.16;-2.52E-06;9.39E-07;7.57E-07;9.31E-07;293.16
0.52;6.48E-07;2.47E-07;293.16;-2.73E-06;1.02E-06;8.19E-07;1.01E-06;293.16
0.56;6.97E-07;2.66E-07;293.16;-2.94E-06;1.09E-06;8.81E-07;1.08E-06;293.16
0.6;7.45E-07;2.85E-07;293.17;-3.14E-06;1.17E-06;9.43E-07;1.16E-06;293.17
0.64;7.94E-07;3.03E-07;293.17;-3.34E-06;1.24E-06;1.00E-06;1.23E-06;293.17
0.68;8.42E-07;3.22E-07;293.17;-3.55E-06;1.32E-06;1.07E-06;1.31E-06;293.17
0.72;8.90E-07;3.40E-07;293.17;-3.75E-06;1.40E-06;1.13E-06;1.38E-06;293.17
0.76;9.38E-07;3.58E-07;293.17;-3.95E-06;1.47E-06;1.19E-06;1.46E-06;293.17
0.8;9.86E-07;3.77E-07;293.17;-4.15E-06;1.55E-06;1.25E-06;1.53E-06;293.17
0.84;1.03E-06;3.95E-07;293.17;-4.36E-06;1.62E-06;1.31E-06;1.61E-06;293.17
0.88;1.08E-06;4.13E-07;293.17;-4.55E-06;1.70E-06;1.37E-06;1.68E-06;293.17
0.92;1.13E-06;4.31E-07;293.17;-4.75E-06;1.77E-06;1.43E-06;1.75E-06;293.17
0.96;1.18E-06;4.49E-07;293.18;-4.95E-06;1.84E-06;1.49E-06;1.83E-06;293.18
1;1.22E-06;4.67E-07;293.18;-5.15E-06;1.92E-06;1.55E-06;1.90E-06;293.18
1.04;1.27E-06;4.85E-07;293.18;-5.35E-06;1.99E-06;1.61E-06;1.97E-06;293.18
1.08;1.32E-06;5.03E-07;293.18;-5.54E-06;2.06E-06;1.67E-06;2.05E-06;293.18
1.12;1.36E-06;5.20E-07;293.18;-5.74E-06;2.14E-06;1.72E-06;2.12E-06;293.18
1.16;1.41E-06;5.38E-07;293.18;-5.93E-06;2.21E-06;1.78E-06;2.19E-06;293.18
1.2;1.45E-06;5.55E-07;293.18;-6.13E-06;2.28E-06;1.84E-06;2.26E-06;293.18
1.24;1.50E-06;5.73E-07;293.18;-6.32E-06;2.35E-06;1.90E-06;2.33E-06;293.18
1.28;1.55E-06;5.90E-07;293.18;-6.51E-06;2.42E-06;1.96E-06;2.40E-06;293.18
1.32;1.59E-06;6.08E-07;293.18;-6.70E-06;2.49E-06;2.01E-06;2.47E-06;293.18
1.36;1.64E-06;6.25E-07;293.19;-6.89E-06;2.57E-06;2.07E-06;2.54E-06;293.19
1.4;1.68E-06;6.42E-07;293.19;-7.08E-06;2.64E-06;2.13E-06;2.61E-06;293.19
1.44;1.73E-06;6.59E-07;293.19;-7.27E-06;2.71E-06;2.19E-06;2.68E-06;293.19
1.48;1.77E-06;6.76E-07;293.19;-7.46E-06;2.78E-06;2.24E-06;2.75E-06;293.19
1.52;1.82E-06;6.93E-07;293.19;-7.64E-06;2.85E-06;2.30E-06;2.82E-06;293.19
1.56;1.86E-06;7.09E-07;293.19;-7.83E-06;2.91E-06;2.36E-06;2.89E-06;293.19
1.6;1.90E-06;7.26E-07;293.19;-8.02E-06;2.98E-06;2.41E-06;2.96E-06;293.19
1.64;1.95E-06;7.43E-07;293.19;-8.20E-06;3.05E-06;2.47E-06;3.03E-06;293.19
1.68;1.99E-06;7.59E-07;293.19;-8.38E-06;3.12E-06;2.52E-06;3.10E-06;293.19
1.72;2.03E-06;7.76E-07;293.19;-8.57E-06;3.19E-06;2.58E-06;3.16E-06;293.19
1.76;2.08E-06;7.92E-07;293.19;-8.75E-06;3.26E-06;2.63E-06;3.23E-06;293.19
1.8;2.12E-06;8.08E-07;293.2;-8.93E-06;3.32E-06;2.69E-06;3.30E-06;293.2
1.84;2.16E-06;8.24E-07;293.2;-9.11E-06;3.39E-06;2.74E-06;3.36E-06;293.2
1.88;2.21E-06;8.40E-07;293.2;-9.29E-06;3.46E-06;2.80E-06;3.43E-06;293.2
