Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;7.46E-18;-9.51E-18;293.15;9.61E-18;5.61E-18;-1.12E-17;-3.49E-18;293.15
0.05;2.73E-08;2.66E-07;293.15;7.07E-08;-1.45E-07;-9.48E-08;2.08E-07;293.15
0.1;7.08E-08;6.87E-07;293.15;1.83E-07;-3.76E-07;-2.46E-07;5.39E-07;293.15
0.15;1.04E-07;1.01E-06;293.15;2.69E-07;-5.53E-07;-3.62E-07;7.92E-07;293.15
0.2;1.28E-07;1.24E-06;293.16;3.31E-07;-6.80E-07;-4.45E-07;9.73E-07;293.16
0.25;1.56E-07;1.51E-06;293.16;4.04E-07;-8.30E-07;-5.43E-07;1.19E-06;293.16
0.3;1.88E-07;1.83E-06;293.16;4.87E-07;-1.00E-06;-6.55E-07;1.43E-06;293.16
0.35;2.21E-07;2.14E-06;293.16;5.71E-07;-1.17E-06;-7.67E-07;1.68E-06;293.16
0.4;2.52E-07;2.44E-06;293.16;6.52E-07;-1.34E-06;-8.76E-07;1.91E-06;293.16
0.45;2.83E-07;2.74E-06;293.16;7.32E-07;-1.50E-06;-9.83E-07;2.15E-06;293.16
0.5;3.14E-07;3.04E-06;293.16;8.11E-07;-1.66E-06;-1.09E-06;2.38E-06;293.16
0.55;3.44E-07;3.33E-06;293.16;8.91E-07;-1.83E-06;-1.20E-06;2.61E-06;293.16
0.6;3.75E-07;3.63E-06;293.17;9.70E-07;-1.99E-06;-1.30E-06;2.85E-06;293.17
0.65;4.05E-07;3.92E-06;293.17;1.05E-06;-2.15E-06;-1.41E-06;3.08E-06;293.17
0.7;4.36E-07;4.22E-06;293.17;1.13E-06;-2.31E-06;-1.52E-06;3.31E-06;293.17
0.75;4.66E-07;4.51E-06;293.17;1.21E-06;-2.47E-06;-1.62E-06;3.54E-06;293.17
0.8;4.96E-07;4.80E-06;293.17;1.28E-06;-2.63E-06;-1.73E-06;3.76E-06;293.17
0.85;5.26E-07;5.09E-06;293.17;1.36E-06;-2.79E-06;-1.83E-06;3.99E-06;293.17
0.9;5.56E-07;5.37E-06;293.17;1.44E-06;-2.95E-06;-1.93E-06;4.22E-06;293.17
0.95;5.86E-07;5.66E-06;293.17;1.51E-06;-3.11E-06;-2.04E-06;4.44E-06;293.17
1;6.15E-07;5.94E-06;293.18;1.59E-06;-3.27E-06;-2.14E-06;4.67E-06;293.18
1.05;6.45E-07;6.23E-06;293.18;1.67E-06;-3.42E-06;-2.24E-06;4.89E-06;293.18
1.1;6.74E-07;6.51E-06;293.18;1.74E-06;-3.58E-06;-2.34E-06;5.11E-06;293.18
1.15;7.03E-07;6.79E-06;293.18;1.82E-06;-3.73E-06;-2.45E-06;5.33E-06;293.18
1.2;7.32E-07;7.07E-06;293.18;1.89E-06;-3.88E-06;-2.55E-06;5.55E-06;293.18
1.25;7.61E-07;7.34E-06;293.18;1.97E-06;-4.04E-06;-2.65E-06;5.77E-06;293.18
1.3;7.90E-07;7.62E-06;293.18;2.04E-06;-4.19E-06;-2.75E-06;5.98E-06;293.18
1.35;8.19E-07;7.90E-06;293.18;2.11E-06;-4.34E-06;-2.85E-06;6.20E-06;293.18
1.4;8.47E-07;8.17E-06;293.19;2.19E-06;-4.49E-06;-2.95E-06;6.41E-06;293.19
1.45;8.75E-07;8.44E-06;293.19;2.26E-06;-4.64E-06;-3.04E-06;6.63E-06;293.19
1.5;9.03E-07;8.71E-06;293.19;2.33E-06;-4.79E-06;-3.14E-06;6.84E-06;293.19
1.55;9.31E-07;8.98E-06;293.19;2.41E-06;-4.94E-06;-3.24E-06;7.05E-06;293.19
1.6;9.59E-07;9.24E-06;293.19;2.48E-06;-5.09E-06;-3.33E-06;7.26E-06;293.19
1.65;9.87E-07;9.51E-06;293.19;2.55E-06;-5.23E-06;-3.43E-06;7.47E-06;293.19
1.7;1.01E-06;9.77E-06;293.19;2.62E-06;-5.38E-06;-3.53E-06;7.67E-06;293.19
1.75;1.04E-06;1.00E-05;293.19;2.69E-06;-5.52E-06;-3.62E-06;7.88E-06;293.19
1.8;1.07E-06;1.03E-05;293.2;2.76E-06;-5.67E-06;-3.71E-06;8.08E-06;293.2
1.85;1.10E-06;1.06E-05;293.2;2.83E-06;-5.81E-06;-3.81E-06;8.29E-06;293.2
1.9;1.12E-06;1.08E-05;293.2;2.90E-06;-5.95E-06;-3.90E-06;8.49E-06;293.2
1.95;1.15E-06;1.11E-05;293.2;2.97E-06;-6.09E-06;-3.99E-06;8.69E-06;293.2
2;1.18E-06;1.13E-05;293.2;3.03E-06;-6.23E-06;-4.08E-06;8.89E-06;293.2
2.05;1.20E-06;1.16E-05;293.2;3.10E-06;-6.37E-06;-4.18E-06;9.08E-06;293.2
2.1;1.23E-06;1.18E-05;293.2;3.16E-06;-6.50E-06;-4.26E-06;9.27E-06;293.2
2.15;1.25E-06;1.20E-05;293.2;3.22E-06;-6.62E-06;-4.34E-06;9.44E-06;293.2
2.2;1.27E-06;1.22E-05;293.2;3.27E-06;-6.73E-06;-4.41E-06;9.59E-06;293.2
2.25;1.29E-06;1.24E-05;293.2;3.32E-06;-6.83E-06;-4.48E-06;9.74E-06;293.2
2.3;1.31E-06;1.26E-05;293.21;3.37E-06;-6.92E-06;-4.54E-06;9.87E-06;293.21
2.35;1.32E-06;1.27E-05;293.21;3.41E-06;-7.01E-06;-4.60E-06;1.00E-05;293.21
2.4;1.34E-06;1.29E-05;293.21;3.45E-06;-7.10E-06;-4.65E-06;1.01E-05;293.21
2.45;1.35E-06;1.30E-05;293.21;3.49E-06;-7.18E-06;-4.70E-06;1.02E-05;293.21
2.5;1.37E-06;1.31E-05;293.21;3.53E-06;-7.25E-06;-4.75E-06;1.03E-05;293.21
2.55;1.38E-06;1.33E-05;293.21;3.56E-06;-7.32E-06;-4.80E-06;1.04E-05;293.21
2.6;1.39E-06;1.34E-05;293.21;3.59E-06;-7.39E-06;-4.84E-06;1.05E-05;293.21
2.65;1.41E-06;1.35E-05;293.21;3.62E-06;-7.45E-06;-4.88E-06;1.06E-05;293.21
2.7;1.42E-06;1.36E-05;293.21;3.65E-06;-7.51E-06;-4.92E-06;1.07E-05;293.21
2.75;1.43E-06;1.37E-05;293.21;3.68E-06;-7.57E-06;-4.96E-06;1.08E-05;293.21
2.8;1.44E-06;1.38E-05;293.21;3.71E-06;-7.63E-06;-5.00E-06;1.09E-05;293.21
2.85;1.45E-06;1.39E-05;293.21;3.74E-06;-7.68E-06;-5.03E-06;1.09E-05;293.21
