Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;8.61E-18;-9.40E-18;293.15;3.39E-18;5.54E-18;7.28E-18;-1.08E-17;293.15
0.00999;6.57E-17;7.94E-16;293.15;6.95E-16;-2.96E-16;1.06E-16;4.59E-16;293.15
0.01998;7.51E-09;-7.35E-09;293.15;-1.66E-08;-1.44E-08;1.17E-07;-1.44E-08;293.15
0.03996;2.11E-08;-2.07E-08;293.15;-4.65E-08;-4.03E-08;3.28E-07;-4.02E-08;293.15
0.07992;4.15E-08;-4.07E-08;293.15;-9.17E-08;-7.95E-08;6.47E-07;-7.92E-08;293.15
0.12;5.69E-08;-5.59E-08;293.15;-1.26E-07;-1.09E-07;8.87E-07;-1.09E-07;293.15
0.15;6.98E-08;-6.86E-08;293.15;-1.54E-07;-1.34E-07;1.09E-06;-1.33E-07;293.15
0.18;8.40E-08;-8.26E-08;293.15;-1.85E-07;-1.61E-07;1.31E-06;-1.60E-07;293.15
0.21;9.84E-08;-9.68E-08;293.16;-2.17E-07;-1.88E-07;1.53E-06;-1.88E-07;293.16
0.24;1.13E-07;-1.11E-07;293.16;-2.48E-07;-2.16E-07;1.75E-06;-2.15E-07;293.16
0.27;1.26E-07;-1.24E-07;293.16;-2.79E-07;-2.42E-07;1.97E-06;-2.41E-07;293.16
0.3;1.40E-07;-1.38E-07;293.16;-3.10E-07;-2.69E-07;2.18E-06;-2.68E-07;293.16
0.33;1.54E-07;-1.52E-07;293.16;-3.40E-07;-2.95E-07;2.40E-06;-2.94E-07;293.16
0.36;1.68E-07;-1.66E-07;293.16;-3.71E-07;-3.22E-07;2.61E-06;-3.21E-07;293.16
0.39;1.82E-07;-1.79E-07;293.16;-4.02E-07;-3.48E-07;2.83E-06;-3.47E-07;293.16
0.42;1.96E-07;-1.93E-07;293.16;-4.32E-07;-3.75E-07;3.04E-06;-3.73E-07;293.16
0.45;2.10E-07;-2.07E-07;293.16;-4.62E-07;-4.01E-07;3.25E-06;-4.00E-07;293.16
0.48;2.23E-07;-2.20E-07;293.16;-4.93E-07;-4.28E-07;3.47E-06;-4.26E-07;293.16
0.51;2.37E-07;-2.34E-07;293.16;-5.23E-07;-4.54E-07;3.68E-06;-4.52E-07;293.16
0.54;2.51E-07;-2.47E-07;293.16;-5.53E-07;-4.80E-07;3.89E-06;-4.78E-07;293.16
0.57;2.64E-07;-2.61E-07;293.17;-5.83E-07;-5.06E-07;4.10E-06;-5.04E-07;293.17
0.6;2.78E-07;-2.74E-07;293.17;-6.13E-07;-5.32E-07;4.31E-06;-5.30E-07;293.17
0.63;2.92E-07;-2.88E-07;293.17;-6.44E-07;-5.58E-07;4.52E-06;-5.56E-07;293.17
0.66;3.05E-07;-3.01E-07;293.17;-6.74E-07;-5.84E-07;4.73E-06;-5.82E-07;293.17
0.69;3.19E-07;-3.15E-07;293.17;-7.03E-07;-6.10E-07;4.94E-06;-6.08E-07;293.17
0.72;3.32E-07;-3.28E-07;293.17;-7.33E-07;-6.36E-07;5.15E-06;-6.34E-07;293.17
0.75;3.46E-07;-3.42E-07;293.17;-7.63E-07;-6.62E-07;5.36E-06;-6.59E-07;293.17
0.78;3.59E-07;-3.55E-07;293.17;-7.93E-07;-6.88E-07;5.57E-06;-6.85E-07;293.17
0.81;3.73E-07;-3.68E-07;293.17;-8.22E-07;-7.13E-07;5.77E-06;-7.11E-07;293.17
0.84;3.86E-07;-3.82E-07;293.17;-8.52E-07;-7.39E-07;5.98E-06;-7.36E-07;293.17
0.87;4.00E-07;-3.95E-07;293.17;-8.81E-07;-7.64E-07;6.19E-06;-7.62E-07;293.17
0.9;4.13E-07;-4.08E-07;293.17;-9.11E-07;-7.90E-07;6.39E-06;-7.87E-07;293.17
0.93;4.26E-07;-4.21E-07;293.17;-9.40E-07;-8.15E-07;6.60E-06;-8.12E-07;293.17
0.96;4.40E-07;-4.34E-07;293.18;-9.69E-07;-8.41E-07;6.80E-06;-8.38E-07;293.18
0.99;4.53E-07;-4.47E-07;293.18;-9.98E-07;-8.66E-07;7.01E-06;-8.63E-07;293.18
1.02;4.66E-07;-4.61E-07;293.18;-1.03E-06;-8.91E-07;7.21E-06;-8.88E-07;293.18
1.05;4.79E-07;-4.74E-07;293.18;-1.06E-06;-9.16E-07;7.41E-06;-9.13E-07;293.18
1.08;4.92E-07;-4.87E-07;293.18;-1.09E-06;-9.41E-07;7.61E-06;-9.38E-07;293.18
1.11;5.05E-07;-5.00E-07;293.18;-1.11E-06;-9.66E-07;7.81E-06;-9.63E-07;293.18
1.14;5.18E-07;-5.13E-07;293.18;-1.14E-06;-9.91E-07;8.01E-06;-9.87E-07;293.18
1.17;5.31E-07;-5.26E-07;293.18;-1.17E-06;-1.02E-06;8.21E-06;-1.01E-06;293.18
1.2;5.44E-07;-5.38E-07;293.18;-1.20E-06;-1.04E-06;8.41E-06;-1.04E-06;293.18
1.23;5.57E-07;-5.51E-07;293.18;-1.23E-06;-1.07E-06;8.61E-06;-1.06E-06;293.18
1.26;5.70E-07;-5.64E-07;293.18;-1.26E-06;-1.09E-06;8.81E-06;-1.09E-06;293.18
1.29;5.83E-07;-5.77E-07;293.18;-1.29E-06;-1.11E-06;9.01E-06;-1.11E-06;293.18
1.32;5.96E-07;-5.90E-07;293.18;-1.31E-06;-1.14E-06;9.20E-06;-1.13E-06;293.18
1.35;6.09E-07;-6.02E-07;293.18;-1.34E-06;-1.16E-06;9.40E-06;-1.16E-06;293.18
1.38;6.22E-07;-6.15E-07;293.19;-1.37E-06;-1.19E-06;9.60E-06;-1.18E-06;293.19
1.41;6.34E-07;-6.28E-07;293.19;-1.40E-06;-1.21E-06;9.79E-06;-1.21E-06;293.19
1.44;6.47E-07;-6.40E-07;293.19;-1.43E-06;-1.24E-06;9.98E-06;-1.23E-06;293.19
1.47;6.60E-07;-6.53E-07;293.19;-1.45E-06;-1.26E-06;1.02E-05;-1.26E-06;293.19
1.5;6.72E-07;-6.65E-07;293.19;-1.48E-06;-1.28E-06;1.04E-05;-1.28E-06;293.19
1.53;6.85E-07;-6.78E-07;293.19;-1.51E-06;-1.31E-06;1.06E-05;-1.30E-06;293.19
1.56;6.97E-07;-6.90E-07;293.19;-1.54E-06;-1.33E-06;1.08E-05;-1.33E-06;293.19
1.59;7.10E-07;-7.03E-07;293.19;-1.56E-06;-1.35E-06;1.09E-05;-1.35E-06;293.19
1.62;7.22E-07;-7.15E-07;293.19;-1.59E-06;-1.38E-06;1.11E-05;-1.37E-06;293.19
