Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;2.02E-18;-1.78E-17;293.15;5.78E-18;7.88E-18;-1.00E-17;-1.72E-17;293.15
0.05;-6.82E-08;2.37E-08;293.15;-5.61E-08;3.16E-08;6.22E-08;3.34E-08;293.15
0.1;-1.77E-07;6.13E-08;293.15;-1.46E-07;8.23E-08;1.62E-07;8.69E-08;293.15
0.15;-2.60E-07;9.03E-08;293.15;-2.14E-07;1.21E-07;2.37E-07;1.28E-07;293.15
0.2;-3.20E-07;1.11E-07;293.16;-2.63E-07;1.49E-07;2.92E-07;1.57E-07;293.16
0.25;-3.91E-07;1.36E-07;293.16;-3.21E-07;1.81E-07;3.56E-07;1.92E-07;293.16
0.3;-4.71E-07;1.64E-07;293.16;-3.88E-07;2.19E-07;4.29E-07;2.31E-07;293.16
0.35;-5.52E-07;1.92E-07;293.16;-4.54E-07;2.56E-07;5.03E-07;2.71E-07;293.16
0.4;-6.30E-07;2.19E-07;293.16;-5.19E-07;2.93E-07;5.74E-07;3.09E-07;293.16
0.45;-7.07E-07;2.46E-07;293.16;-5.82E-07;3.29E-07;6.45E-07;3.47E-07;293.16
0.5;-7.84E-07;2.72E-07;293.16;-6.46E-07;3.64E-07;7.15E-07;3.84E-07;293.16
0.55;-8.61E-07;2.99E-07;293.16;-7.09E-07;4.00E-07;7.85E-07;4.22E-07;293.16
0.6;-9.38E-07;3.26E-07;293.17;-7.72E-07;4.36E-07;8.55E-07;4.60E-07;293.17
0.65;-1.01E-06;3.52E-07;293.17;-8.35E-07;4.71E-07;9.25E-07;4.97E-07;293.17
0.7;-1.09E-06;3.79E-07;293.17;-8.98E-07;5.07E-07;9.94E-07;5.34E-07;293.17
0.75;-1.17E-06;4.05E-07;293.17;-9.60E-07;5.42E-07;1.06E-06;5.71E-07;293.17
0.8;-1.24E-06;4.31E-07;293.17;-1.02E-06;5.77E-07;1.13E-06;6.08E-07;293.17
0.85;-1.32E-06;4.57E-07;293.17;-1.08E-06;6.12E-07;1.20E-06;6.45E-07;293.17
0.9;-1.39E-06;4.83E-07;293.17;-1.15E-06;6.47E-07;1.27E-06;6.81E-07;293.17
0.95;-1.47E-06;5.09E-07;293.17;-1.21E-06;6.81E-07;1.34E-06;7.18E-07;293.17
1;-1.54E-06;5.35E-07;293.18;-1.27E-06;7.16E-07;1.40E-06;7.54E-07;293.18
1.05;-1.61E-06;5.61E-07;293.18;-1.33E-06;7.50E-07;1.47E-06;7.90E-07;293.18
