Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;9.80E-18;-1.32E-17;293.15;9.52E-18;-7.66E-21;-8.11E-18;3.52E-18;293.15
0.05;2.73E-08;2.57E-08;293.15;5.69E-08;-1.51E-07;-5.56E-08;3.06E-07;293.15
0.1;5.07E-08;4.79E-08;293.15;1.06E-07;-2.81E-07;-1.03E-07;5.69E-07;293.15
0.15;7.36E-08;6.96E-08;293.15;1.53E-07;-4.08E-07;-1.50E-07;8.26E-07;293.15
0.2;9.76E-08;9.23E-08;293.16;2.03E-07;-5.41E-07;-1.99E-07;1.09E-06;293.16
0.25;1.22E-07;1.15E-07;293.16;2.54E-07;-6.77E-07;-2.49E-07;1.37E-06;293.16
0.3;1.46E-07;1.39E-07;293.16;3.05E-07;-8.12E-07;-2.99E-07;1.64E-06;293.16
0.35;1.71E-07;1.61E-07;293.16;3.55E-07;-9.46E-07;-3.48E-07;1.91E-06;293.16
0.4;1.95E-07;1.84E-07;293.16;4.05E-07;-1.08E-06;-3.97E-07;2.18E-06;293.16
0.45;2.19E-07;2.07E-07;293.16;4.54E-07;-1.21E-06;-4.46E-07;2.45E-06;293.16
0.5;2.42E-07;2.29E-07;293.16;5.03E-07;-1.34E-06;-4.94E-07;2.71E-06;293.16
0.55;2.66E-07;2.52E-07;293.16;5.52E-07;-1.47E-06;-5.42E-07;2.98E-06;293.16
0.6;2.90E-07;2.75E-07;293.17;6.01E-07;-1.61E-06;-5.91E-07;3.25E-06;293.17
0.65;3.13E-07;2.97E-07;293.17;6.50E-07;-1.74E-06;-6.39E-07;3.51E-06;293.17
0.7;3.37E-07;3.20E-07;293.17;6.99E-07;-1.87E-06;-6.87E-07;3.77E-06;293.17
0.75;3.60E-07;3.42E-07;293.17;7.47E-07;-2.00E-06;-7.35E-07;4.03E-06;293.17
0.8;3.83E-07;3.64E-07;293.17;7.95E-07;-2.12E-06;-7.82E-07;4.29E-06;293.17
0.85;4.07E-07;3.86E-07;293.17;8.42E-07;-2.25E-06;-8.29E-07;4.55E-06;293.17
0.9;4.30E-07;4.08E-07;293.17;8.90E-07;-2.38E-06;-8.76E-07;4.81E-06;293.17
0.95;4.53E-07;4.31E-07;293.17;9.37E-07;-2.51E-06;-9.23E-07;5.07E-06;293.17
1;4.76E-07;4.53E-07;293.18;9.84E-07;-2.63E-06;-9.70E-07;5.32E-06;293.18
1.05;4.98E-07;4.74E-07;293.18;1.03E-06;-2.76E-06;-1.02E-06;5.58E-06;293.18
1.1;5.21E-07;4.96E-07;293.18;1.08E-06;-2.88E-06;-1.06E-06;5.83E-06;293.18
1.15;5.44E-07;5.18E-07;293.18;1.12E-06;-3.01E-06;-1.11E-06;6.08E-06;293.18
1.2;5.66E-07;5.40E-07;293.18;1.17E-06;-3.13E-06;-1.15E-06;6.33E-06;293.18
1.25;5.88E-07;5.61E-07;293.18;1.21E-06;-3.25E-06;-1.20E-06;6.58E-06;293.18
1.3;6.11E-07;5.83E-07;293.18;1.26E-06;-3.38E-06;-1.24E-06;6.83E-06;293.18
1.35;6.33E-07;6.05E-07;293.18;1.31E-06;-3.50E-06;-1.29E-06;7.07E-06;293.18
1.4;6.55E-07;6.26E-07;293.19;1.35E-06;-3.62E-06;-1.33E-06;7.32E-06;293.19
1.45;6.77E-07;6.47E-07;293.19;1.39E-06;-3.74E-06;-1.38E-06;7.56E-06;293.19
1.5;6.98E-07;6.69E-07;293.19;1.44E-06;-3.86E-06;-1.42E-06;7.81E-06;293.19
1.55;7.20E-07;6.90E-07;293.19;1.48E-06;-3.98E-06;-1.47E-06;8.05E-06;293.19
1.6;7.42E-07;7.11E-07;293.19;1.53E-06;-4.10E-06;-1.51E-06;8.29E-06;293.19
1.65;7.63E-07;7.32E-07;293.19;1.57E-06;-4.22E-06;-1.55E-06;8.52E-06;293.19
1.7;7.84E-07;7.53E-07;293.19;1.61E-06;-4.33E-06;-1.60E-06;8.76E-06;293.19
1.75;8.05E-07;7.74E-07;293.19;1.66E-06;-4.45E-06;-1.64E-06;8.99E-06;293.19
1.8;8.26E-07;7.95E-07;293.2;1.70E-06;-4.56E-06;-1.68E-06;9.23E-06;293.2
1.85;8.47E-07;8.15E-07;293.2;1.74E-06;-4.68E-06;-1.73E-06;9.46E-06;293.2
1.9;8.68E-07;8.36E-07;293.2;1.78E-06;-4.79E-06;-1.77E-06;9.69E-06;293.2
1.95;8.89E-07;8.56E-07;293.2;1.82E-06;-4.91E-06;-1.81E-06;9.92E-06;293.2
2;9.09E-07;8.77E-07;293.2;1.87E-06;-5.02E-06;-1.85E-06;1.01E-05;293.2
2.05;9.29E-07;8.97E-07;293.2;1.91E-06;-5.13E-06;-1.89E-06;1.04E-05;293.2
2.1;9.48E-07;9.16E-07;293.2;1.94E-06;-5.24E-06;-1.93E-06;1.06E-05;293.2
2.15;9.66E-07;9.34E-07;293.2;1.98E-06;-5.33E-06;-1.97E-06;1.08E-05;293.2
2.2;9.82E-07;9.50E-07;293.2;2.01E-06;-5.42E-06;-2.00E-06;1.10E-05;293.2
2.25;9.97E-07;9.65E-07;293.2;2.04E-06;-5.50E-06;-2.03E-06;1.11E-05;293.2
2.3;1.01E-06;9.80E-07;293.21;2.07E-06;-5.58E-06;-2.06E-06;1.13E-05;293.21
2.35;1.02E-06;9.94E-07;293.21;2.09E-06;-5.65E-06;-2.08E-06;1.14E-05;293.21
2.4;1.04E-06;1.01E-06;293.21;2.12E-06;-5.71E-06;-2.11E-06;1.16E-05;293.21
2.45;1.05E-06;1.02E-06;293.21;2.14E-06;-5.78E-06;-2.13E-06;1.17E-05;293.21
2.5;1.06E-06;1.03E-06;293.21;2.16E-06;-5.84E-06;-2.15E-06;1.18E-05;293.21
2.55;1.07E-06;1.04E-06;293.21;2.18E-06;-5.89E-06;-2.18E-06;1.19E-05;293.21
2.6;1.08E-06;1.05E-06;293.21;2.20E-06;-5.95E-06;-2.20E-06;1.20E-05;293.21
2.65;1.09E-06;1.06E-06;293.21;2.22E-06;-6.00E-06;-2.21E-06;1.21E-05;293.21
2.7;1.10E-06;1.07E-06;293.21;2.24E-06;-6.05E-06;-2.23E-06;1.22E-05;293.21
2.75;1.11E-06;1.08E-06;293.21;2.25E-06;-6.09E-06;-2.25E-06;1.23E-05;293.21
2.8;1.11E-06;1.09E-06;293.21;2.27E-06;-6.14E-06;-2.27E-06;1.24E-05;293.21
2.85;1.12E-06;1.10E-06;293.21;2.28E-06;-6.18E-06;-2.28E-06;1.25E-05;293.21
2.9;1.13E-06;1.11E-06;293.21;2.30E-06;-6.23E-06;-2.30E-06;1.26E-05;293.21
2.95;1.14E-06;1.12E-06;293.21;2.31E-06;-6.27E-06;-2.32E-06;1.27E-05;293.21
3;1.15E-06;1.13E-06;293.21;2.33E-06;-6.32E-06;-2.33E-06;1.28E-05;293.21
3.05;1.16E-06;1.14E-06;293.21;2.35E-06;-6.36E-06;-2.35E-06;1.29E-05;293.21
3.1;1.17E-06;1.15E-06;293.21;2.36E-06;-6.41E-06;-2.37E-06;1.30E-05;293.21
3.15;1.18E-06;1.16E-06;293.21;2.38E-06;-6.46E-06;-2.39E-06;1.31E-05;293.21
3.2;1.18E-06;1.17E-06;293.21;2.40E-06;-6.51E-06;-2.41E-06;1.32E-05;293.21
