Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Volt_n1_ground;Volt_n2_ground;Volt_n3_ground;Volt_p1_ground;Volt_p2_ground;Volt_p3_ground;Temp_PVDF_2
22.15;-2.33E-06;-1.64E-08;293.15;-3.06E-06;-2.34E-06;-1.28E-06;-2.19E-06;0;0;0;0;0;0;293.15
22.2;-2.30E-06;-2.72E-08;293.15;-3.02E-06;-2.31E-06;-1.25E-06;-2.16E-06;0;0;0;0;0;0;293.15
22.25;-2.27E-06;-3.77E-08;293.15;-2.97E-06;-2.28E-06;-1.22E-06;-2.13E-06;0;0;0;0;0;0;293.15
22.3;-2.24E-06;-4.89E-08;293.15;-2.93E-06;-2.25E-06;-1.19E-06;-2.09E-06;0;0;0;0;0;0;293.15
22.35;-2.20E-06;-5.98E-08;293.15;-2.89E-06;-2.21E-06;-1.17E-06;-2.06E-06;0;0;0;0;0;0;293.15
22.4;-2.17E-06;-7.12E-08;293.15;-2.85E-06;-2.18E-06;-1.14E-06;-2.03E-06;0;0;0;0;0;0;293.15
22.45;-2.14E-06;-8.27E-08;293.15;-2.81E-06;-2.15E-06;-1.11E-06;-2.00E-06;0;0;0;0;0;0;293.15
22.5;-2.11E-06;-9.43E-08;293.15;-2.77E-06;-2.12E-06;-1.08E-06;-1.97E-06;0;0;0;0;0;0;293.15
22.55;-2.08E-06;-1.06E-07;293.15;-2.72E-06;-2.09E-06;-1.05E-06;-1.94E-06;0;0;0;0;0;0;293.15
22.6;-2.04E-06;-1.18E-07;293.15;-2.68E-06;-2.06E-06;-1.02E-06;-1.91E-06;0;0;0;0;0;0;293.15
22.65;-2.01E-06;-1.30E-07;293.15;-2.64E-06;-2.02E-06;-9.97E-07;-1.88E-06;0;0;0;0;0;0;293.15
22.7;-1.98E-06;-1.43E-07;293.15;-2.60E-06;-1.99E-06;-9.69E-07;-1.85E-06;0;0;0;0;0;0;293.15
22.75;-1.95E-06;-1.55E-07;293.15;-2.56E-06;-1.96E-06;-9.42E-07;-1.82E-06;0;0;0;0;0;0;293.15
22.8;-1.92E-06;-1.67E-07;293.15;-2.52E-06;-1.93E-06;-9.15E-07;-1.79E-06;0;0;0;0;0;0;293.15
22.85;-1.89E-06;-1.80E-07;293.15;-2.48E-06;-1.90E-06;-8.89E-07;-1.76E-06;0;0;0;0;0;0;293.15
22.9;-1.86E-06;-1.93E-07;293.15;-2.44E-06;-1.87E-06;-8.62E-07;-1.73E-06;0;0;0;0;0;0;293.15
22.95;-1.83E-06;-2.06E-07;293.15;-2.40E-06;-1.84E-06;-8.36E-07;-1.70E-06;0;0;0;0;0;0;293.15
23;-1.80E-06;-2.19E-07;293.15;-2.36E-06;-1.82E-06;-8.10E-07;-1.68E-06;0;0;0;0;0;0;293.15
