Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;1.41E-17;-1.95E-17;293.15;-1.28E-18;5.85E-18;1.16E-17;-1.73E-17;293.15
0.03;4.32E-08;-2.24E-08;293.15;-1.06E-07;6.51E-09;2.07E-07;3.63E-09;293.15
0.06;9.28E-08;-4.83E-08;293.15;-2.28E-07;1.39E-08;4.45E-07;7.74E-09;293.15
0.09;1.35E-07;-7.00E-08;293.15;-3.31E-07;2.01E-08;6.45E-07;1.12E-08;293.15
0.12;1.69E-07;-8.78E-08;293.15;-4.14E-07;2.52E-08;8.09E-07;1.40E-08;293.15
0.15;2.07E-07;-1.08E-07;293.15;-5.08E-07;3.08E-08;9.92E-07;1.71E-08;293.15
0.18;2.49E-07;-1.30E-07;293.15;-6.11E-07;3.70E-08;1.19E-06;2.05E-08;293.15
0.21;2.91E-07;-1.52E-07;293.16;-7.15E-07;4.33E-08;1.40E-06;2.40E-08;293.16
0.24;3.33E-07;-1.74E-07;293.16;-8.18E-07;4.95E-08;1.60E-06;2.73E-08;293.16
0.27;3.74E-07;-1.95E-07;293.16;-9.19E-07;5.55E-08;1.79E-06;3.07E-08;293.16
0.3;4.15E-07;-2.17E-07;293.16;-1.02E-06;6.15E-08;1.99E-06;3.40E-08;293.16
0.33;4.56E-07;-2.38E-07;293.16;-1.12E-06;6.75E-08;2.19E-06;3.73E-08;293.16
0.36;4.97E-07;-2.60E-07;293.16;-1.22E-06;7.35E-08;2.38E-06;4.06E-08;293.16
0.39;5.38E-07;-2.81E-07;293.16;-1.32E-06;7.95E-08;2.58E-06;4.39E-08;293.16
0.42;5.79E-07;-3.02E-07;293.16;-1.42E-06;8.54E-08;2.77E-06;4.72E-08;293.16
0.45;6.20E-07;-3.24E-07;293.16;-1.52E-06;9.13E-08;2.97E-06;5.05E-08;293.16
0.48;6.60E-07;-3.45E-07;293.16;-1.62E-06;9.72E-08;3.16E-06;5.38E-08;293.16
0.51;7.01E-07;-3.66E-07;293.16;-1.72E-06;1.03E-07;3.36E-06;5.70E-08;293.16
0.54;7.41E-07;-3.88E-07;293.16;-1.82E-06;1.09E-07;3.55E-06;6.03E-08;293.16
0.57;7.81E-07;-4.09E-07;293.17;-1.92E-06;1.15E-07;3.74E-06;6.35E-08;293.17
0.6;8.22E-07;-4.30E-07;293.17;-2.02E-06;1.21E-07;3.93E-06;6.68E-08;293.17
0.63;8.62E-07;-4.51E-07;293.17;-2.11E-06;1.26E-07;4.13E-06;7.00E-08;293.17
0.66;9.02E-07;-4.72E-07;293.17;-2.21E-06;1.32E-07;4.32E-06;7.32E-08;293.17
0.69;9.42E-07;-4.93E-07;293.17;-2.31E-06;1.38E-07;4.51E-06;7.65E-08;293.17
0.72;9.82E-07;-5.14E-07;293.17;-2.41E-06;1.44E-07;4.70E-06;7.97E-08;293.17
0.75;1.02E-06;-5.35E-07;293.17;-2.50E-06;1.49E-07;4.89E-06;8.29E-08;293.17
0.78;1.06E-06;-5.56E-07;293.17;-2.60E-06;1.55E-07;5.08E-06;8.61E-08;293.17
0.81;1.10E-06;-5.76E-07;293.17;-2.70E-06;1.61E-07;5.27E-06;8.94E-08;293.17
0.84;1.14E-06;-5.97E-07;293.17;-2.79E-06;1.66E-07;5.46E-06;9.26E-08;293.17
0.87;1.18E-06;-6.18E-07;293.17;-2.89E-06;1.72E-07;5.64E-06;9.58E-08;293.17
0.9;1.22E-06;-6.38E-07;293.17;-2.99E-06;1.77E-07;5.83E-06;9.90E-08;293.17
0.93;1.26E-06;-6.59E-07;293.17;-3.08E-06;1.83E-07;6.02E-06;1.02E-07;293.17
0.96;1.30E-06;-6.80E-07;293.18;-3.18E-06;1.88E-07;6.20E-06;1.05E-07;293.18
0.99;1.34E-06;-7.00E-07;293.18;-3.27E-06;1.94E-07;6.39E-06;1.09E-07;293.18
1.02;1.37E-06;-7.20E-07;293.18;-3.37E-06;1.99E-07;6.57E-06;1.12E-07;293.18
1.05;1.41E-06;-7.41E-07;293.18;-3.46E-06;2.05E-07;6.76E-06;1.15E-07;293.18
