Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;1.14E-17;-2.05E-17;293.15;9.56E-18;-4.45E-18;-1.03E-17;4.66E-18;293.15
0.05;3.76E-08;-1.07E-08;293.15;3.99E-09;-1.32E-07;-1.39E-08;3.26E-07;293.15
0.1;7.00E-08;-2.00E-08;293.15;7.35E-09;-2.46E-07;-2.60E-08;6.06E-07;293.15
0.15;1.02E-07;-2.92E-08;293.15;1.06E-08;-3.58E-07;-3.77E-08;8.81E-07;293.15
0.2;1.35E-07;-3.87E-08;293.16;1.39E-08;-4.74E-07;-5.00E-08;1.17E-06;293.16
0.25;1.68E-07;-4.85E-08;293.16;1.73E-08;-5.92E-07;-6.26E-08;1.46E-06;293.16
0.3;2.02E-07;-5.83E-08;293.16;2.06E-08;-7.11E-07;-7.52E-08;1.75E-06;293.16
0.35;2.36E-07;-6.80E-08;293.16;2.38E-08;-8.28E-07;-8.76E-08;2.04E-06;293.16
0.4;2.69E-07;-7.77E-08;293.16;2.70E-08;-9.44E-07;-9.99E-08;2.33E-06;293.16
0.45;3.02E-07;-8.73E-08;293.16;3.02E-08;-1.06E-06;-1.12E-07;2.61E-06;293.16
0.5;3.35E-07;-9.69E-08;293.16;3.32E-08;-1.18E-06;-1.24E-07;2.90E-06;293.16
0.55;3.67E-07;-1.06E-07;293.16;3.63E-08;-1.29E-06;-1.37E-07;3.18E-06;293.16
0.6;4.00E-07;-1.16E-07;293.17;3.93E-08;-1.41E-06;-1.49E-07;3.46E-06;293.17
0.65;4.33E-07;-1.26E-07;293.17;4.23E-08;-1.52E-06;-1.61E-07;3.74E-06;293.17
0.7;4.66E-07;-1.35E-07;293.17;4.52E-08;-1.63E-06;-1.73E-07;4.02E-06;293.17
0.75;4.98E-07;-1.45E-07;293.17;4.81E-08;-1.75E-06;-1.85E-07;4.30E-06;293.17
0.8;5.30E-07;-1.54E-07;293.17;5.09E-08;-1.86E-06;-1.96E-07;4.58E-06;293.17
0.85;5.62E-07;-1.64E-07;293.17;5.37E-08;-1.97E-06;-2.08E-07;4.86E-06;293.17
0.9;5.94E-07;-1.73E-07;293.17;5.64E-08;-2.08E-06;-2.20E-07;5.13E-06;293.17
0.95;6.26E-07;-1.83E-07;293.17;5.91E-08;-2.19E-06;-2.31E-07;5.40E-06;293.17
1;6.58E-07;-1.92E-07;293.18;6.17E-08;-2.30E-06;-2.43E-07;5.68E-06;293.18
1.05;6.89E-07;-2.01E-07;293.18;6.43E-08;-2.41E-06;-2.54E-07;5.95E-06;293.18
1.1;7.21E-07;-2.11E-07;293.18;6.68E-08;-2.52E-06;-2.65E-07;6.22E-06;293.18
1.15;7.52E-07;-2.20E-07;293.18;6.93E-08;-2.63E-06;-2.77E-07;6.49E-06;293.18
1.2;7.83E-07;-2.29E-07;293.18;7.16E-08;-2.74E-06;-2.88E-07;6.75E-06;293.18
1.25;8.14E-07;-2.38E-07;293.18;7.40E-08;-2.85E-06;-2.99E-07;7.02E-06;293.18
1.3;8.45E-07;-2.48E-07;293.18;7.64E-08;-2.96E-06;-3.10E-07;7.28E-06;293.18
1.35;8.75E-07;-2.57E-07;293.18;7.87E-08;-3.06E-06;-3.20E-07;7.55E-06;293.18
1.4;9.06E-07;-2.66E-07;293.19;8.09E-08;-3.17E-06;-3.31E-07;7.81E-06;293.19
1.45;9.36E-07;-2.75E-07;293.19;8.31E-08;-3.27E-06;-3.42E-07;8.07E-06;293.19
1.5;9.66E-07;-2.84E-07;293.19;8.52E-08;-3.38E-06;-3.52E-07;8.33E-06;293.19
1.55;9.96E-07;-2.93E-07;293.19;8.73E-08;-3.48E-06;-3.63E-07;8.58E-06;293.19
1.6;1.03E-06;-3.02E-07;293.19;8.93E-08;-3.59E-06;-3.73E-07;8.84E-06;293.19
1.65;1.06E-06;-3.11E-07;293.19;9.13E-08;-3.69E-06;-3.83E-07;9.09E-06;293.19
1.7;1.09E-06;-3.20E-07;293.19;9.32E-08;-3.79E-06;-3.93E-07;9.34E-06;293.19
1.75;1.11E-06;-3.29E-07;293.19;9.51E-08;-3.89E-06;-4.03E-07;9.59E-06;293.19
1.8;1.14E-06;-3.38E-07;293.2;9.70E-08;-4.00E-06;-4.13E-07;9.84E-06;293.2
1.85;1.17E-06;-3.47E-07;293.2;9.88E-08;-4.10E-06;-4.23E-07;1.01E-05;293.2
1.9;1.20E-06;-3.55E-07;293.2;1.01E-07;-4.20E-06;-4.32E-07;1.03E-05;293.2
1.95;1.23E-06;-3.64E-07;293.2;1.02E-07;-4.29E-06;-4.42E-07;1.06E-05;293.2
2;1.26E-06;-3.73E-07;293.2;1.04E-07;-4.39E-06;-4.51E-07;1.08E-05;293.2
2.05;1.29E-06;-3.81E-07;293.2;1.05E-07;-4.49E-06;-4.61E-07;1.11E-05;293.2
2.1;1.31E-06;-3.90E-07;293.2;1.07E-07;-4.58E-06;-4.69E-07;1.13E-05;293.2
2.15;1.34E-06;-3.97E-07;293.2;1.08E-07;-4.66E-06;-4.77E-07;1.15E-05;293.2
2.2;1.36E-06;-4.04E-07;293.2;1.09E-07;-4.74E-06;-4.84E-07;1.17E-05;293.2
2.25;1.38E-06;-4.11E-07;293.2;1.09E-07;-4.81E-06;-4.90E-07;1.19E-05;293.2
2.3;1.40E-06;-4.17E-07;293.21;1.10E-07;-4.88E-06;-4.96E-07;1.20E-05;293.21
2.35;1.42E-06;-4.23E-07;293.21;1.10E-07;-4.94E-06;-5.02E-07;1.22E-05;293.21
2.4;1.44E-06;-4.28E-07;293.21;1.11E-07;-5.00E-06;-5.07E-07;1.23E-05;293.21
2.45;1.45E-06;-4.33E-07;293.21;1.11E-07;-5.06E-06;-5.11E-07;1.25E-05;293.21
2.5;1.47E-06;-4.38E-07;293.21;1.11E-07;-5.11E-06;-5.15E-07;1.26E-05;293.21
2.55;1.48E-06;-4.43E-07;293.21;1.11E-07;-5.16E-06;-5.19E-07;1.27E-05;293.21
2.6;1.50E-06;-4.48E-07;293.21;1.11E-07;-5.20E-06;-5.23E-07;1.28E-05;293.21
2.65;1.51E-06;-4.52E-07;293.21;1.11E-07;-5.25E-06;-5.26E-07;1.29E-05;293.21
2.7;1.52E-06;-4.56E-07;293.21;1.10E-07;-5.29E-06;-5.29E-07;1.30E-05;293.21
2.75;1.53E-06;-4.60E-07;293.21;1.10E-07;-5.33E-06;-5.32E-07;1.31E-05;293.21
2.8;1.55E-06;-4.64E-07;293.21;1.10E-07;-5.37E-06;-5.35E-07;1.32E-05;293.21
2.85;1.56E-06;-4.68E-07;293.21;1.09E-07;-5.41E-06;-5.37E-07;1.33E-05;293.21
2.9;1.57E-06;-4.72E-07;293.21;1.09E-07;-5.45E-06;-5.40E-07;1.34E-05;293.21
2.95;1.58E-06;-4.76E-07;293.21;1.08E-07;-5.49E-06;-5.42E-07;1.35E-05;293.21
3;1.59E-06;-4.80E-07;293.21;1.08E-07;-5.53E-06;-5.45E-07;1.36E-05;293.21
3.05;1.61E-06;-4.84E-07;293.21;1.08E-07;-5.57E-06;-5.47E-07;1.37E-05;293.21
3.1;1.62E-06;-4.88E-07;293.21;1.07E-07;-5.61E-06;-5.50E-07;1.38E-05;293.21
3.15;1.63E-06;-4.93E-07;293.21;1.07E-07;-5.66E-06;-5.53E-07;1.39E-05;293.21
3.2;1.64E-06;-4.97E-07;293.21;1.07E-07;-5.70E-06;-5.56E-07;1.40E-05;293.21
3.25;1.66E-06;-5.02E-07;293.22;1.06E-07;-5.75E-06;-5.59E-07;1.42E-05;293.22
3.3;1.67E-06;-5.07E-07;293.22;1.06E-07;-5.80E-06;-5.63E-07;1.43E-05;293.22
3.35;1.69E-06;-5.12E-07;293.22;1.06E-07;-5.85E-06;-5.67E-07;1.44E-05;293.22
3.4;1.71E-06;-5.17E-07;293.22;1.06E-07;-5.91E-06;-5.71E-07;1.46E-05;293.22
