Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;1.37E-17;-1.66E-17;293.15;-3.63E-18;-5.00E-19;-1.02E-17;8.00E-18;293.15
0.05;8.89E-08;-2.54E-08;293.15;-1.28E-07;-7.09E-08;-4.98E-08;3.82E-07;293.15
0.1;1.65E-07;-4.73E-08;293.15;-2.39E-07;-1.32E-07;-9.26E-08;7.11E-07;293.15
0.15;2.40E-07;-6.87E-08;293.15;-3.47E-07;-1.92E-07;-1.35E-07;1.03E-06;293.15
0.2;3.18E-07;-9.11E-08;293.16;-4.60E-07;-2.54E-07;-1.78E-07;1.37E-06;293.16
0.25;3.98E-07;-1.14E-07;293.16;-5.74E-07;-3.18E-07;-2.23E-07;1.71E-06;293.16
0.3;4.78E-07;-1.37E-07;293.16;-6.90E-07;-3.81E-07;-2.68E-07;2.05E-06;293.16
0.35;5.56E-07;-1.60E-07;293.16;-8.03E-07;-4.44E-07;-3.12E-07;2.39E-06;293.16
0.4;6.35E-07;-1.82E-07;293.16;-9.16E-07;-5.07E-07;-3.56E-07;2.73E-06;293.16
0.45;7.12E-07;-2.05E-07;293.16;-1.03E-06;-5.69E-07;-4.00E-07;3.06E-06;293.16
0.5;7.90E-07;-2.27E-07;293.16;-1.14E-06;-6.31E-07;-4.44E-07;3.39E-06;293.16
0.55;8.67E-07;-2.50E-07;293.16;-1.25E-06;-6.93E-07;-4.87E-07;3.72E-06;293.16
0.6;9.45E-07;-2.72E-07;293.17;-1.36E-06;-7.55E-07;-5.31E-07;4.06E-06;293.17
0.65;1.02E-06;-2.94E-07;293.17;-1.47E-06;-8.16E-07;-5.74E-07;4.39E-06;293.17
0.7;1.10E-06;-3.17E-07;293.17;-1.58E-06;-8.77E-07;-6.17E-07;4.71E-06;293.17
0.75;1.17E-06;-3.39E-07;293.17;-1.69E-06;-9.38E-07;-6.60E-07;5.04E-06;293.17
0.8;1.25E-06;-3.61E-07;293.17;-1.80E-06;-9.99E-07;-7.03E-07;5.36E-06;293.17
0.85;1.33E-06;-3.83E-07;293.17;-1.91E-06;-1.06E-06;-7.45E-07;5.69E-06;293.17
0.9;1.40E-06;-4.04E-07;293.17;-2.02E-06;-1.12E-06;-7.88E-07;6.01E-06;293.17
0.95;1.48E-06;-4.26E-07;293.17;-2.13E-06;-1.18E-06;-8.30E-07;6.33E-06;293.17
1;1.55E-06;-4.48E-07;293.18;-2.24E-06;-1.24E-06;-8.72E-07;6.65E-06;293.18
1.05;1.62E-06;-4.69E-07;293.18;-2.34E-06;-1.30E-06;-9.14E-07;6.97E-06;293.18
1.1;1.70E-06;-4.91E-07;293.18;-2.45E-06;-1.36E-06;-9.55E-07;7.28E-06;293.18
1.15;1.77E-06;-5.12E-07;293.18;-2.55E-06;-1.42E-06;-9.97E-07;7.60E-06;293.18
1.2;1.84E-06;-5.33E-07;293.18;-2.66E-06;-1.47E-06;-1.04E-06;7.91E-06;293.18
1.25;1.92E-06;-5.55E-07;293.18;-2.76E-06;-1.53E-06;-1.08E-06;8.22E-06;293.18
1.3;1.99E-06;-5.76E-07;293.18;-2.87E-06;-1.59E-06;-1.12E-06;8.53E-06;293.18
1.35;2.06E-06;-5.97E-07;293.18;-2.97E-06;-1.65E-06;-1.16E-06;8.84E-06;293.18
1.4;2.13E-06;-6.18E-07;293.19;-3.07E-06;-1.70E-06;-1.20E-06;9.14E-06;293.19
1.45;2.20E-06;-6.38E-07;293.19;-3.18E-06;-1.76E-06;-1.24E-06;9.45E-06;293.19
1.5;2.27E-06;-6.59E-07;293.19;-3.28E-06;-1.82E-06;-1.28E-06;9.75E-06;293.19
1.55;2.34E-06;-6.80E-07;293.19;-3.38E-06;-1.87E-06;-1.32E-06;1.01E-05;293.19
1.6;2.41E-06;-7.00E-07;293.19;-3.48E-06;-1.93E-06;-1.36E-06;1.04E-05;293.19
1.65;2.48E-06;-7.20E-07;293.19;-3.58E-06;-1.99E-06;-1.40E-06;1.06E-05;293.19
1.7;2.55E-06;-7.41E-07;293.19;-3.68E-06;-2.04E-06;-1.44E-06;1.09E-05;293.19
1.75;2.62E-06;-7.61E-07;293.19;-3.78E-06;-2.10E-06;-1.48E-06;1.12E-05;293.19
1.8;2.69E-06;-7.81E-07;293.2;-3.88E-06;-2.15E-06;-1.52E-06;1.15E-05;293.2
1.85;2.75E-06;-8.01E-07;293.2;-3.97E-06;-2.20E-06;-1.55E-06;1.18E-05;293.2
1.9;2.82E-06;-8.20E-07;293.2;-4.07E-06;-2.26E-06;-1.59E-06;1.21E-05;293.2
1.95;2.89E-06;-8.40E-07;293.2;-4.17E-06;-2.31E-06;-1.63E-06;1.24E-05;293.2
2;2.95E-06;-8.59E-07;293.2;-4.26E-06;-2.36E-06;-1.67E-06;1.27E-05;293.2
2.05;3.02E-06;-8.79E-07;293.2;-4.36E-06;-2.42E-06;-1.70E-06;1.30E-05;293.2
2.1;3.08E-06;-8.97E-07;293.2;-4.45E-06;-2.47E-06;-1.74E-06;1.32E-05;293.2
2.15;3.14E-06;-9.14E-07;293.2;-4.53E-06;-2.51E-06;-1.77E-06;1.35E-05;293.2
2.2;3.19E-06;-9.29E-07;293.2;-4.60E-06;-2.55E-06;-1.80E-06;1.37E-05;293.2
2.25;3.24E-06;-9.43E-07;293.2;-4.67E-06;-2.59E-06;-1.83E-06;1.39E-05;293.2
2.3;3.28E-06;-9.57E-07;293.21;-4.73E-06;-2.63E-06;-1.85E-06;1.41E-05;293.21
2.35;3.32E-06;-9.69E-07;293.21;-4.80E-06;-2.66E-06;-1.88E-06;1.43E-05;293.21
2.4;3.36E-06;-9.81E-07;293.21;-4.85E-06;-2.69E-06;-1.90E-06;1.44E-05;293.21
2.45;3.40E-06;-9.92E-07;293.21;-4.91E-06;-2.72E-06;-1.92E-06;1.46E-05;293.21
2.5;3.43E-06;-1.00E-06;293.21;-4.96E-06;-2.75E-06;-1.94E-06;1.47E-05;293.21
2.55;3.47E-06;-1.01E-06;293.21;-5.00E-06;-2.78E-06;-1.96E-06;1.49E-05;293.21
2.6;3.50E-06;-1.02E-06;293.21;-5.05E-06;-2.80E-06;-1.98E-06;1.50E-05;293.21
2.65;3.53E-06;-1.03E-06;293.21;-5.09E-06;-2.83E-06;-2.00E-06;1.51E-05;293.21
2.7;3.56E-06;-1.04E-06;293.21;-5.13E-06;-2.85E-06;-2.01E-06;1.53E-05;293.21
2.75;3.58E-06;-1.05E-06;293.21;-5.17E-06;-2.87E-06;-2.03E-06;1.54E-05;293.21
2.8;3.61E-06;-1.06E-06;293.21;-5.21E-06;-2.90E-06;-2.04E-06;1.55E-05;293.21
2.85;3.64E-06;-1.07E-06;293.21;-5.25E-06;-2.92E-06;-2.06E-06;1.56E-05;293.21
2.9;3.66E-06;-1.07E-06;293.21;-5.29E-06;-2.94E-06;-2.07E-06;1.57E-05;293.21
2.95;3.69E-06;-1.08E-06;293.21;-5.33E-06;-2.96E-06;-2.09E-06;1.58E-05;293.21
