Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2;;;;
8.73;-1.59E-06;6.97E-07;293.15;7.16E-07;-7.68E-07;-9.50E-07;9.86E-07;293.15;;;;
8.76;-1.57E-06;7.28E-07;293.15;7.06E-07;-7.52E-07;-1.07E-06;1.02E-06;293.15;;;;
8.79;-1.55E-06;7.58E-07;293.15;6.96E-07;-7.36E-07;-1.19E-06;1.05E-06;293.15;;;;
8.82;-1.53E-06;7.88E-07;293.15;6.87E-07;-7.21E-07;-1.31E-06;1.09E-06;293.15;;;;
8.85;-1.51E-06;8.18E-07;293.15;6.78E-07;-7.07E-07;-1.42E-06;1.12E-06;293.15;;;;
8.88;-1.49E-06;8.48E-07;293.15;6.70E-07;-6.93E-07;-1.54E-06;1.16E-06;293.15;;;;
8.91;-1.47E-06;8.78E-07;293.15;6.62E-07;-6.79E-07;-1.65E-06;1.19E-06;293.15;;;;
8.94;-1.45E-06;9.08E-07;293.15;6.54E-07;-6.67E-07;-1.76E-06;1.22E-06;293.15;;;;
8.97;-1.44E-06;9.38E-07;293.15;6.47E-07;-6.54E-07;-1.86E-06;1.26E-06;293.15;;;;
9;-1.42E-06;9.68E-07;293.15;6.40E-07;-6.42E-07;-1.96E-06;1.29E-06;293.15;;;;
9.03;-1.41E-06;9.98E-07;293.15;6.33E-07;-6.31E-07;-2.07E-06;1.32E-06;293.15;;;;
9.06;-1.39E-06;1.03E-06;293.15;6.27E-07;-6.19E-07;-2.17E-06;1.35E-06;293.15;;;;
9.09;-1.38E-06;1.06E-06;293.15;6.21E-07;-6.08E-07;-2.27E-06;1.39E-06;293.15;;;;
9.12;-1.36E-06;1.09E-06;293.15;6.15E-07;-5.98E-07;-2.37E-06;1.42E-06;293.15;;;;
9.15;-1.35E-06;1.12E-06;293.15;6.10E-07;-5.88E-07;-2.46E-06;1.45E-06;293.15;;;;
9.18;-1.34E-06;1.15E-06;293.15;6.05E-07;-5.78E-07;-2.56E-06;1.48E-06;293.15;;;;
9.21;-1.32E-06;1.18E-06;293.15;6.00E-07;-5.69E-07;-2.65E-06;1.51E-06;293.15;;;;
9.24;-1.31E-06;1.21E-06;293.15;5.95E-07;-5.60E-07;-2.74E-06;1.55E-06;293.15;;;;
9.27;-1.30E-06;1.24E-06;293.15;5.91E-07;-5.51E-07;-2.84E-06;1.58E-06;293.15;;;;
9.3;-1.29E-06;1.27E-06;293.15;5.86E-07;-5.42E-07;-2.93E-06;1.61E-06;293.15;;;;
9.33;-1.28E-06;1.30E-06;293.15;5.82E-07;-5.34E-07;-3.02E-06;1.64E-06;293.15;;;;
9.36;-1.27E-06;1.33E-06;293.15;5.79E-07;-5.26E-07;-3.11E-06;1.67E-06;293.15;;;;
9.39;-1.26E-06;1.36E-06;293.15;5.75E-07;-5.18E-07;-3.19E-06;1.70E-06;293.15;;;;
9.42;-1.25E-06;1.39E-06;293.15;5.72E-07;-5.10E-07;-3.28E-06;1.74E-06;293.15;;;;
9.45;-1.24E-06;1.42E-06;293.15;5.69E-07;-5.03E-07;-3.37E-06;1.77E-06;293.15;;;;
9.48;-1.23E-06;1.45E-06;293.15;5.66E-07;-4.96E-07;-3.45E-06;1.80E-06;293.15;;;;
9.51;-1.22E-06;1.48E-06;293.15;5.63E-07;-4.89E-07;-3.54E-06;1.83E-06;293.15;;;;
9.54;-1.21E-06;1.51E-06;293.15;5.60E-07;-4.82E-07;-3.62E-06;1.86E-06;293.15;;;;
9.57;-1.20E-06;1.54E-06;293.15;5.58E-07;-4.76E-07;-3.71E-06;1.89E-06;293.15;;;;
9.6;-1.19E-06;1.57E-06;293.15;5.56E-07;-4.70E-07;-3.79E-06;1.93E-06;293.15;;;;
9.63;-1.19E-06;1.61E-06;293.15;5.54E-07;-4.64E-07;-3.87E-06;1.96E-06;293.15;;;;
9.66;-1.18E-06;1.64E-06;293.15;5.52E-07;-4.58E-07;-3.96E-06;1.99E-06;293.15;;;;
9.69;-1.17E-06;1.67E-06;293.15;5.50E-07;-4.52E-07;-4.04E-06;2.02E-06;293.15;;;;
9.72;-1.16E-06;1.70E-06;293.15;5.49E-07;-4.46E-07;-4.12E-06;2.05E-06;293.15;;;;
9.75;-1.16E-06;1.73E-06;293.15;5.47E-07;-4.41E-07;-4.20E-06;2.08E-06;293.15;;;;
9.78;-1.15E-06;1.76E-06;293.15;5.46E-07;-4.35E-07;-4.28E-06;2.12E-06;293.15;;;;
9.81;-1.14E-06;1.79E-06;293.15;5.45E-07;-4.30E-07;-4.36E-06;2.15E-06;293.15;;;;
9.84;-1.14E-06;1.82E-06;293.15;5.44E-07;-4.25E-07;-4.44E-06;2.18E-06;293.15;;;;
9.87;-1.13E-06;1.85E-06;293.15;5.43E-07;-4.20E-07;-4.52E-06;2.21E-06;293.15;;;;
9.9;-1.12E-06;1.89E-06;293.15;5.42E-07;-4.16E-07;-4.60E-06;2.24E-06;293.15;;;;
9.93;-1.12E-06;1.92E-06;293.15;5.42E-07;-4.11E-07;-4.68E-06;2.27E-06;293.15;;;;
9.96;-1.11E-06;1.95E-06;293.15;5.41E-07;-4.06E-07;-4.76E-06;2.31E-06;293.15;;;;
9.99;-1.11E-06;1.98E-06;293.15;5.41E-07;-4.02E-07;-4.84E-06;2.34E-06;293.15;;;;
