Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;7.18E-18;-1.74E-17;293.15;-1.27E-18;9.74E-18;-4.82E-18;-1.15E-17;293.15
0.03;-2.05E-08;8.89E-09;293.15;-1.14E-07;5.72E-08;2.48E-08;5.55E-08;293.15
0.06;-4.42E-08;1.92E-08;293.15;-2.46E-07;1.23E-07;5.34E-08;1.19E-07;293.15
0.09;-6.41E-08;2.77E-08;293.15;-3.56E-07;1.78E-07;7.74E-08;1.73E-07;293.15
0.12;-8.04E-08;3.48E-08;293.15;-4.47E-07;2.24E-07;9.71E-08;2.17E-07;293.15
0.15;-9.86E-08;4.27E-08;293.15;-5.48E-07;2.74E-07;1.19E-07;2.66E-07;293.15
0.18;-1.19E-07;5.13E-08;293.15;-6.59E-07;3.29E-07;1.43E-07;3.20E-07;293.15
0.21;-1.39E-07;6.01E-08;293.16;-7.71E-07;3.86E-07;1.68E-07;3.74E-07;293.16
0.24;-1.59E-07;6.88E-08;293.16;-8.82E-07;4.41E-07;1.92E-07;4.28E-07;293.16
0.27;-1.79E-07;7.73E-08;293.16;-9.91E-07;4.96E-07;2.15E-07;4.81E-07;293.16
0.3;-1.98E-07;8.58E-08;293.16;-1.10E-06;5.50E-07;2.39E-07;5.34E-07;293.16
0.33;-2.18E-07;9.43E-08;293.16;-1.21E-06;6.04E-07;2.63E-07;5.86E-07;293.16
0.36;-2.38E-07;1.03E-07;293.16;-1.32E-06;6.58E-07;2.86E-07;6.39E-07;293.16
0.39;-2.57E-07;1.11E-07;293.16;-1.42E-06;7.13E-07;3.10E-07;6.92E-07;293.16
0.42;-2.77E-07;1.20E-07;293.16;-1.53E-06;7.67E-07;3.33E-07;7.44E-07;293.16
0.45;-2.97E-07;1.28E-07;293.16;-1.64E-06;8.20E-07;3.57E-07;7.96E-07;293.16
0.48;-3.16E-07;1.37E-07;293.16;-1.75E-06;8.74E-07;3.80E-07;8.48E-07;293.16
0.51;-3.36E-07;1.45E-07;293.16;-1.85E-06;9.28E-07;4.04E-07;9.01E-07;293.16
0.54;-3.55E-07;1.53E-07;293.16;-1.96E-06;9.81E-07;4.27E-07;9.53E-07;293.16
0.57;-3.74E-07;1.62E-07;293.17;-2.07E-06;1.03E-06;4.50E-07;1.00E-06;293.17
0.6;-3.94E-07;1.70E-07;293.17;-2.17E-06;1.09E-06;4.73E-07;1.06E-06;293.17
0.63;-4.13E-07;1.78E-07;293.17;-2.28E-06;1.14E-06;4.96E-07;1.11E-06;293.17
0.66;-4.32E-07;1.87E-07;293.17;-2.39E-06;1.19E-06;5.19E-07;1.16E-06;293.17
0.69;-4.52E-07;1.95E-07;293.17;-2.49E-06;1.25E-06;5.42E-07;1.21E-06;293.17
0.72;-4.71E-07;2.03E-07;293.17;-2.60E-06;1.30E-06;5.65E-07;1.26E-06;293.17
0.75;-4.90E-07;2.12E-07;293.17;-2.70E-06;1.35E-06;5.88E-07;1.31E-06;293.17
0.78;-5.09E-07;2.20E-07;293.17;-2.81E-06;1.40E-06;6.11E-07;1.36E-06;293.17
0.81;-5.29E-07;2.28E-07;293.17;-2.91E-06;1.46E-06;6.34E-07;1.41E-06;293.17
0.84;-5.48E-07;2.36E-07;293.17;-3.01E-06;1.51E-06;6.56E-07;1.47E-06;293.17
0.87;-5.67E-07;2.44E-07;293.17;-3.12E-06;1.56E-06;6.79E-07;1.52E-06;293.17
0.9;-5.86E-07;2.53E-07;293.17;-3.22E-06;1.61E-06;7.02E-07;1.57E-06;293.17
0.93;-6.05E-07;2.61E-07;293.17;-3.32E-06;1.66E-06;7.24E-07;1.62E-06;293.17
0.96;-6.24E-07;2.69E-07;293.18;-3.43E-06;1.72E-06;7.47E-07;1.67E-06;293.18
0.99;-6.42E-07;2.77E-07;293.18;-3.53E-06;1.77E-06;7.69E-07;1.72E-06;293.18
1.02;-6.61E-07;2.85E-07;293.18;-3.63E-06;1.82E-06;7.91E-07;1.77E-06;293.18
1.05;-6.80E-07;2.93E-07;293.18;-3.73E-06;1.87E-06;8.13E-07;1.82E-06;293.18
1.08;-6.99E-07;3.01E-07;293.18;-3.84E-06;1.92E-06;8.36E-07;1.87E-06;293.18
1.11;-7.17E-07;3.09E-07;293.18;-3.94E-06;1.97E-06;8.58E-07;1.92E-06;293.18
1.14;-7.36E-07;3.17E-07;293.18;-4.04E-06;2.02E-06;8.80E-07;1.97E-06;293.18
1.17;-7.55E-07;3.25E-07;293.18;-4.14E-06;2.07E-06;9.02E-07;2.01E-06;293.18
1.2;-7.73E-07;3.33E-07;293.18;-4.24E-06;2.12E-06;9.24E-07;2.06E-06;293.18
1.23;-7.92E-07;3.41E-07;293.18;-4.34E-06;2.17E-06;9.46E-07;2.11E-06;293.18
1.26;-8.10E-07;3.49E-07;293.18;-4.44E-06;2.22E-06;9.67E-07;2.16E-06;293.18
1.29;-8.29E-07;3.57E-07;293.18;-4.54E-06;2.27E-06;9.89E-07;2.21E-06;293.18
1.32;-8.47E-07;3.64E-07;293.18;-4.64E-06;2.32E-06;1.01E-06;2.26E-06;293.18
1.35;-8.65E-07;3.72E-07;293.18;-4.74E-06;2.37E-06;1.03E-06;2.31E-06;293.18
1.38;-8.84E-07;3.80E-07;293.19;-4.84E-06;2.42E-06;1.05E-06;2.35E-06;293.19
1.41;-9.02E-07;3.88E-07;293.19;-4.93E-06;2.47E-06;1.08E-06;2.40E-06;293.19
1.44;-9.20E-07;3.96E-07;293.19;-5.03E-06;2.52E-06;1.10E-06;2.45E-06;293.19
1.47;-9.38E-07;4.03E-07;293.19;-5.13E-06;2.57E-06;1.12E-06;2.50E-06;293.19
1.5;-9.56E-07;4.11E-07;293.19;-5.23E-06;2.62E-06;1.14E-06;2.55E-06;293.19
1.53;-9.74E-07;4.19E-07;293.19;-5.32E-06;2.67E-06;1.16E-06;2.59E-06;293.19
1.56;-9.92E-07;4.26E-07;293.19;-5.42E-06;2.71E-06;1.18E-06;2.64E-06;293.19
1.59;-1.01E-06;4.34E-07;293.19;-5.52E-06;2.76E-06;1.20E-06;2.69E-06;293.19
1.62;-1.03E-06;4.41E-07;293.19;-5.61E-06;2.81E-06;1.22E-06;2.73E-06;293.19
1.65;-1.05E-06;4.49E-07;293.19;-5.71E-06;2.86E-06;1.24E-06;2.78E-06;293.19
1.68;-1.06E-06;4.57E-07;293.19;-5.80E-06;2.91E-06;1.26E-06;2.83E-06;293.19
1.71;-1.08E-06;4.64E-07;293.19;-5.90E-06;2.95E-06;1.29E-06;2.87E-06;293.19
1.74;-1.10E-06;4.72E-07;293.19;-5.99E-06;3.00E-06;1.31E-06;2.92E-06;293.19
1.77;-1.12E-06;4.79E-07;293.19;-6.09E-06;3.05E-06;1.33E-06;2.97E-06;293.19
