Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;8.68E-18;-4.98E-18;293.15;-3.48E-18;8.48E-18;-7.25E-18;-1.46E-17;293.15
0.05;5.24E-08;2.95E-07;293.15;-1.62E-07;4.28E-08;-1.53E-08;3.98E-08;293.15
0.1;1.36E-07;7.62E-07;293.15;-4.19E-07;1.11E-07;-3.98E-08;1.03E-07;293.15
0.15;2.00E-07;1.12E-06;293.15;-6.17E-07;1.63E-07;-5.86E-08;1.51E-07;293.15
0.2;2.46E-07;1.38E-06;293.16;-7.58E-07;2.00E-07;-7.22E-08;1.86E-07;293.16
0.25;3.00E-07;1.68E-06;293.16;-9.25E-07;2.44E-07;-8.83E-08;2.27E-07;293.16
0.3;3.62E-07;2.03E-06;293.16;-1.12E-06;2.94E-07;-1.06E-07;2.73E-07;293.16
0.35;4.24E-07;2.37E-06;293.16;-1.31E-06;3.44E-07;-1.25E-07;3.20E-07;293.16
0.4;4.84E-07;2.71E-06;293.16;-1.49E-06;3.93E-07;-1.43E-07;3.65E-07;293.16
0.45;5.43E-07;3.04E-06;293.16;-1.67E-06;4.40E-07;-1.60E-07;4.10E-07;293.16
0.5;6.02E-07;3.37E-06;293.16;-1.85E-06;4.88E-07;-1.78E-07;4.54E-07;293.16
0.55;6.61E-07;3.70E-06;293.16;-2.04E-06;5.36E-07;-1.96E-07;4.98E-07;293.16
0.6;7.20E-07;4.03E-06;293.17;-2.22E-06;5.83E-07;-2.13E-07;5.43E-07;293.17
0.65;7.79E-07;4.36E-06;293.17;-2.40E-06;6.30E-07;-2.31E-07;5.87E-07;293.17
0.7;8.37E-07;4.68E-06;293.17;-2.58E-06;6.77E-07;-2.48E-07;6.31E-07;293.17
0.75;8.95E-07;5.00E-06;293.17;-2.75E-06;7.24E-07;-2.65E-07;6.74E-07;293.17
0.8;9.53E-07;5.33E-06;293.17;-2.93E-06;7.71E-07;-2.83E-07;7.18E-07;293.17
0.85;1.01E-06;5.65E-06;293.17;-3.11E-06;8.17E-07;-3.00E-07;7.61E-07;293.17
0.9;1.07E-06;5.97E-06;293.17;-3.29E-06;8.63E-07;-3.17E-07;8.04E-07;293.17
0.95;1.13E-06;6.29E-06;293.17;-3.46E-06;9.09E-07;-3.35E-07;8.47E-07;293.17
1;1.18E-06;6.60E-06;293.18;-3.63E-06;9.54E-07;-3.52E-07;8.90E-07;293.18
1.05;1.24E-06;6.92E-06;293.18;-3.81E-06;1.00E-06;-3.69E-07;9.32E-07;293.18
1.1;1.29E-06;7.23E-06;293.18;-3.98E-06;1.04E-06;-3.86E-07;9.74E-07;293.18
1.15;1.35E-06;7.54E-06;293.18;-4.15E-06;1.09E-06;-4.03E-07;1.02E-06;293.18
1.2;1.41E-06;7.85E-06;293.18;-4.32E-06;1.13E-06;-4.19E-07;1.06E-06;293.18
1.25;1.46E-06;8.16E-06;293.18;-4.49E-06;1.18E-06;-4.36E-07;1.10E-06;293.18
1.3;1.52E-06;8.47E-06;293.18;-4.66E-06;1.22E-06;-4.53E-07;1.14E-06;293.18
1.35;1.57E-06;8.77E-06;293.18;-4.83E-06;1.27E-06;-4.70E-07;1.18E-06;293.18
1.4;1.63E-06;9.08E-06;293.19;-5.00E-06;1.31E-06;-4.86E-07;1.22E-06;293.19
1.45;1.68E-06;9.38E-06;293.19;-5.16E-06;1.35E-06;-5.03E-07;1.26E-06;293.19
1.5;1.73E-06;9.68E-06;293.19;-5.33E-06;1.40E-06;-5.19E-07;1.31E-06;293.19
1.55;1.79E-06;9.98E-06;293.19;-5.49E-06;1.44E-06;-5.36E-07;1.35E-06;293.19
1.6;1.84E-06;1.03E-05;293.19;-5.66E-06;1.48E-06;-5.52E-07;1.39E-06;293.19
1.65;1.89E-06;1.06E-05;293.19;-5.82E-06;1.52E-06;-5.68E-07;1.43E-06;293.19
1.7;1.95E-06;1.09E-05;293.19;-5.98E-06;1.57E-06;-5.84E-07;1.47E-06;293.19
1.75;2.00E-06;1.11E-05;293.19;-6.14E-06;1.61E-06;-6.00E-07;1.50E-06;293.19
1.8;2.05E-06;1.14E-05;293.2;-6.30E-06;1.65E-06;-6.17E-07;1.54E-06;293.2
1.85;2.10E-06;1.17E-05;293.2;-6.46E-06;1.69E-06;-6.32E-07;1.58E-06;293.2
1.9;2.15E-06;1.20E-05;293.2;-6.62E-06;1.73E-06;-6.48E-07;1.62E-06;293.2
1.95;2.20E-06;1.23E-05;293.2;-6.77E-06;1.77E-06;-6.64E-07;1.66E-06;293.2
2;2.25E-06;1.26E-05;293.2;-6.93E-06;1.81E-06;-6.80E-07;1.70E-06;293.2
2.05;2.30E-06;1.29E-05;293.2;-7.08E-06;1.85E-06;-6.95E-07;1.74E-06;293.2
2.1;2.35E-06;1.31E-05;293.2;-7.22E-06;1.89E-06;-7.10E-07;1.77E-06;293.2
2.15;2.39E-06;1.34E-05;293.2;-7.36E-06;1.92E-06;-7.23E-07;1.80E-06;293.2
2.2;2.43E-06;1.36E-05;293.2;-7.48E-06;1.95E-06;-7.36E-07;1.83E-06;293.2
2.25;2.47E-06;1.38E-05;293.2;-7.59E-06;1.98E-06;-7.47E-07;1.86E-06;293.2
2.3;2.50E-06;1.40E-05;293.21;-7.69E-06;2.01E-06;-7.58E-07;1.89E-06;293.21
2.35;2.54E-06;1.41E-05;293.21;-7.79E-06;2.03E-06;-7.69E-07;1.91E-06;293.21
2.4;2.57E-06;1.43E-05;293.21;-7.89E-06;2.06E-06;-7.79E-07;1.94E-06;293.21
2.45;2.60E-06;1.45E-05;293.21;-7.97E-06;2.08E-06;-7.88E-07;1.96E-06;293.21
2.5;2.62E-06;1.46E-05;293.21;-8.05E-06;2.10E-06;-7.97E-07;1.98E-06;293.21
2.55;2.65E-06;1.48E-05;293.21;-8.13E-06;2.12E-06;-8.05E-07;2.00E-06;293.21
2.6;2.67E-06;1.49E-05;293.21;-8.21E-06;2.14E-06;-8.13E-07;2.02E-06;293.21
2.65;2.69E-06;1.50E-05;293.21;-8.27E-06;2.16E-06;-8.20E-07;2.03E-06;293.21
