Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2
0;8.58E-19;-1.42E-17;293.15;6.84E-18;5.74E-18;-1.07E-17;-1.52E-17;293.15
0.05;-7.62E-08;5.19E-08;293.15;-1.52E-08;1.69E-08;2.99E-08;1.76E-08;293.15
0.1;-1.98E-07;1.35E-07;293.15;-3.93E-08;4.45E-08;7.82E-08;4.61E-08;293.15
0.15;-2.91E-07;1.98E-07;293.15;-5.80E-08;6.50E-08;1.14E-07;6.74E-08;293.15
0.2;-3.58E-07;2.44E-07;293.16;-7.15E-08;7.99E-08;1.41E-07;8.28E-08;293.16
0.25;-4.37E-07;2.98E-07;293.16;-8.72E-08;9.76E-08;1.72E-07;1.01E-07;293.16
0.3;-5.27E-07;3.59E-07;293.16;-1.05E-07;1.18E-07;2.07E-07;1.22E-07;293.16
0.35;-6.17E-07;4.21E-07;293.16;-1.23E-07;1.38E-07;2.43E-07;1.43E-07;293.16
0.4;-7.04E-07;4.81E-07;293.16;-1.41E-07;1.58E-07;2.77E-07;1.63E-07;293.16
0.45;-7.91E-07;5.40E-07;293.16;-1.58E-07;1.77E-07;3.11E-07;1.83E-07;293.16
0.5;-8.77E-07;5.99E-07;293.16;-1.76E-07;1.96E-07;3.45E-07;2.03E-07;293.16
0.55;-9.63E-07;6.58E-07;293.16;-1.93E-07;2.16E-07;3.79E-07;2.23E-07;293.16
0.6;-1.05E-06;7.17E-07;293.17;-2.10E-07;2.35E-07;4.13E-07;2.43E-07;293.17
0.65;-1.13E-06;7.75E-07;293.17;-2.27E-07;2.54E-07;4.47E-07;2.63E-07;293.17
0.7;-1.22E-06;8.33E-07;293.17;-2.44E-07;2.73E-07;4.80E-07;2.83E-07;293.17
0.75;-1.30E-06;8.92E-07;293.17;-2.62E-07;2.92E-07;5.14E-07;3.03E-07;293.17
0.8;-1.39E-06;9.50E-07;293.17;-2.79E-07;3.11E-07;5.47E-07;3.22E-07;293.17
0.85;-1.47E-06;1.01E-06;293.17;-2.96E-07;3.30E-07;5.80E-07;3.42E-07;293.17
