Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.9582e-18;4.4697e-18;1.418e-18;1.3074e-18;1.1735e-17;3.8738e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-2.2778e-15;4.2936e-15;-2.0697e-15;-5.1003e-16;2.5389e-15;2.1727e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-6.0711e-08;9.0558e-09;-5.098e-09;1.3735e-08;2.0515e-08;1.4138e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-1.6988e-07;2.5242e-08;-1.424e-08;3.8465e-08;5.7546e-08;3.9604e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-3.3483e-07;4.992e-08;-2.8114e-08;7.5793e-08;1.133e-07;7.8025e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-6.0782e-07;9.0759e-08;-5.1075e-08;1.376e-07;2.0571e-07;1.4166e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-9.3978e-07;1.4051e-07;-7.9024e-08;2.1277e-07;3.1806e-07;2.1903e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.25;-1.1748e-06;1.7575e-07;-9.8817e-08;2.6601e-07;3.9767e-07;2.7384e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.3;-1.4104e-06;2.1111e-07;-1.1866e-07;3.1939e-07;4.7748e-07;3.2879e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.35;-1.6431e-06;2.4606e-07;-1.3828e-07;3.7209e-07;5.5629e-07;3.8304e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.4;-1.8738e-06;2.8073e-07;-1.5772e-07;4.2434e-07;6.3442e-07;4.3683e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.45;-2.1037e-06;3.153e-07;-1.7711e-07;4.7643e-07;7.123e-07;4.9045e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.5;-2.3321e-06;3.4969e-07;-1.9638e-07;5.2818e-07;7.8969e-07;5.4373e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.55;-2.56e-06;3.8399e-07;-2.1561e-07;5.7983e-07;8.6694e-07;5.969e-07;293.16;293.15;293.15;293.15;293.16;293.15;293.16;293.15;293.15
0.6;-2.7886e-06;4.1841e-07;-2.349e-07;6.3163e-07;9.4439e-07;6.5022e-07;293.17;293.15;293.15;293.15;293.17;293.15;293.17;293.15;293.15
0.65;-3.0152e-06;4.5257e-07;-2.5404e-07;6.8299e-07;1.0212e-06;7.0309e-07;293.17;293.15;293.15;293.15;293.17;293.15;293.17;293.15;293.15
0.7;-3.241e-06;4.8661e-07;-2.731e-07;7.3416e-07;1.0977e-06;7.5577e-07;293.17;293.15;293.15;293.15;293.17;293.15;293.17;293.15;293.15
0.75;-3.4655e-06;5.2046e-07;-2.9206e-07;7.8502e-07;1.1738e-06;8.0813e-07;293.17;293.15;293.15;293.15;293.17;293.15;293.17;293.15;293.15
0.8;-3.6892e-06;5.5422e-07;-3.1096e-07;8.3572e-07;1.2496e-06;8.6032e-07;293.17;293.15;293.15;293.15;293.17;293.15;293.17;293.15;293.15
