Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.3711e-18;4.5385e-18;2.5147e-18;1.8515e-18;1.203e-17;4.395e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-2.2505e-15;4.2998e-15;-1.9844e-15;-4.6546e-16;2.5636e-15;2.2238e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-2.0668e-10;8.1783e-08;2.0819e-08;-4.1707e-08;-2.6026e-08;6.3639e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-5.1043e-10;2.288e-07;5.8455e-08;-1.165e-07;-7.2622e-08;1.7833e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-1.1282e-09;4.5076e-07;1.1497e-07;-2.2992e-07;-1.435e-07;3.5109e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-2.1331e-09;8.1787e-07;2.0865e-07;-4.1752e-07;-2.6073e-07;6.3712e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-3.3479e-09;1.2641e-06;3.2254e-07;-6.4569e-07;-4.0325e-07;9.8491e-07;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.25;-4.2562e-09;1.58e-06;4.0317e-07;-8.0733e-07;-5.0433e-07;1.2311e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.3;-5.189e-09;1.8964e-06;4.8398e-07;-9.6938e-07;-6.0569e-07;1.4778e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.35;-6.1267e-09;2.2088e-06;5.6376e-07;-1.1295e-06;-7.0583e-07;1.7214e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.4;-7.0682e-09;2.5185e-06;6.4284e-07;-1.2882e-06;-8.0513e-07;1.9628e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.45;-8.0176e-09;2.827e-06;7.2164e-07;-1.4464e-06;-9.0413e-07;2.2034e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.5;-8.9844e-09;3.1334e-06;7.9991e-07;-1.6036e-06;-1.0026e-06;2.4423e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.55;-9.9383e-09;3.4393e-06;8.7804e-07;-1.7605e-06;-1.1008e-06;2.6808e-06;293.16;293.15;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.6;-1.0903e-08;3.746e-06;9.5639e-07;-1.9178e-06;-1.1993e-06;2.92e-06;293.17;293.15;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.65;-1.1889e-08;4.0499e-06;1.034e-06;-2.0739e-06;-1.297e-06;3.1571e-06;293.17;293.15;293.17;293.15;293.15;293.15;293.15;293.15;293.17
