Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-7.9187e-18;4.2254e-18;1.2637e-18;1.0641e-18;1.145e-17;3.6201e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;-2.2761e-15;4.2709e-15;-2.1055e-15;-5.5203e-16;2.5043e-15;2.1323e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;7.9183e-09;9.237e-08;1.4333e-08;-4.2104e-08;-2.3496e-08;6.3393e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;2.2195e-08;2.5847e-07;4.043e-08;-1.1753e-07;-6.5761e-08;1.7758e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;4.371e-08;5.0922e-07;7.9242e-08;-2.321e-07;-1.2975e-07;3.4963e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;7.9332e-08;9.2401e-07;1.4365e-07;-4.216e-07;-2.3578e-07;6.3439e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;1.2277e-07;1.4284e-06;2.2206e-07;-6.5189e-07;-3.6471e-07;9.8073e-07;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.25;1.535e-07;1.7853e-06;2.775e-07;-8.1512e-07;-4.5617e-07;1.2258e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.3;1.8429e-07;2.143e-06;3.3303e-07;-9.7877e-07;-5.4788e-07;1.4714e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.35;2.1472e-07;2.4962e-06;3.8784e-07;-1.1404e-06;-6.385e-07;1.7139e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.4;2.4488e-07;2.8463e-06;4.4214e-07;-1.3007e-06;-7.2837e-07;1.9542e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.45;2.7496e-07;3.1951e-06;4.9624e-07;-1.4605e-06;-8.1797e-07;2.1937e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.5;3.0485e-07;3.5415e-06;5.4995e-07;-1.6193e-06;-9.0706e-07;2.4316e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.55;3.3467e-07;3.8873e-06;6.0357e-07;-1.7778e-06;-9.9596e-07;2.669e-06;293.15;293.16;293.16;293.15;293.15;293.15;293.15;293.15;293.16
0.6;3.6459e-07;4.2342e-06;6.5734e-07;-1.9367e-06;-1.0851e-06;2.9072e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.65;3.9425e-07;4.5778e-06;7.1059e-07;-2.0943e-06;-1.1736e-06;3.1431e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.7;4.2381e-07;4.9202e-06;7.6365e-07;-2.2514e-06;-1.2618e-06;3.3782e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.75;4.5319e-07;5.2605e-06;8.1635e-07;-2.4076e-06;-1.3494e-06;3.6118e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.8;4.8248e-07;5.5996e-06;8.6888e-07;-2.5632e-06;-1.4368e-06;3.8447e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.85;5.1162e-07;5.9369e-06;9.2112e-07;-2.7181e-06;-1.5238e-06;4.0763e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.9;5.4065e-07;6.2729e-06;9.7313e-07;-2.8724e-06;-1.6105e-06;4.3069e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
0.95;5.6954e-07;6.6071e-06;1.0249e-06;-3.0259e-06;-1.6968e-06;4.5364e-06;293.15;293.17;293.17;293.15;293.15;293.15;293.15;293.15;293.17
1.0;5.983e-07;6.9397e-06;1.0764e-06;-3.1788e-06;-1.7826e-06;4.7648e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.05;6.2691e-07;7.2707e-06;1.1276e-06;-3.3309e-06;-1.8681e-06;4.992e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.1;6.5539e-07;7.6e-06;1.1785e-06;-3.4822e-06;-1.9532e-06;5.2181e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.15;6.8373e-07;7.9276e-06;1.2292e-06;-3.6329e-06;-2.0379e-06;5.443e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.2;7.1181e-07;8.252e-06;1.2794e-06;-3.7821e-06;-2.1218e-06;5.6658e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.25;7.3977e-07;8.5751e-06;1.3293e-06;-3.9308e-06;-2.2054e-06;5.8876e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.3;7.6786e-07;8.8997e-06;1.3795e-06;-4.0801e-06;-2.2894e-06;6.1105e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.35;7.9562e-07;9.2204e-06;1.4291e-06;-4.2277e-06;-2.3724e-06;6.3306e-06;293.15;293.18;293.18;293.15;293.15;293.15;293.15;293.15;293.18
1.4;8.2326e-07;9.5396e-06;1.4784e-06;-4.3746e-06;-2.4551e-06;6.5498e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.45;8.5067e-07;9.8561e-06;1.5274e-06;-4.5204e-06;-2.5371e-06;6.7671e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.5;8.7798e-07;1.0171e-05;1.5761e-06;-4.6656e-06;-2.6188e-06;6.9836e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.55;9.0511e-07;1.0484e-05;1.6244e-06;-4.8098e-06;-2.7e-06;7.1985e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.6;9.3209e-07;1.0796e-05;1.6726e-06;-4.9533e-06;-2.7807e-06;7.4123e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.65;9.589e-07;1.1105e-05;1.7203e-06;-5.0958e-06;-2.861e-06;7.6247e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.7;9.8542e-07;1.1411e-05;1.7676e-06;-5.2368e-06;-2.9404e-06;7.8347e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.75;1.0118e-06;1.1715e-05;1.8146e-06;-5.3771e-06;-3.0194e-06;8.0436e-06;293.15;293.19;293.19;293.15;293.15;293.15;293.15;293.15;293.19
1.8;1.0383e-06;1.2021e-05;1.8618e-06;-5.5182e-06;-3.0989e-06;8.2537e-06;293.15;293.2;293.2;293.15;293.15;293.15;293.15;293.15;293.2
1.85;1.0645e-06;1.2323e-05;1.9084e-06;-5.6573e-06;-3.1772e-06;8.4608e-06;293.15;293.2;293.2;293.15;293.15;293.15;293.15;293.15;293.2
1.9;1.0905e-06;1.2623e-05;1.9546e-06;-5.7957e-06;-3.2552e-06;8.6667e-06;293.15;293.2;293.2;293.15;293.15;293.15;293.15;293.15;293.2
1.95;1.1163e-06;1.292e-05;2.0005e-06;-5.9327e-06;-3.3324e-06;8.8705e-06;293.15;293.2;293.2;293.15;293.15;293.15;293.15;293.15;293.2
