Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-5.4033e-18;-6.0471e-18;-8.9866e-18;-2.4774e-18;-5.1434e-18;-5.0434e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;6.7654e-16;-3.2177e-17;-1.5229e-15;2.6959e-15;1.2889e-15;2.9482e-15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;3.8563e-09;-1.0661e-08;5.5959e-09;-1.713e-08;7.9618e-08;-1.7578e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;1.0714e-08;-2.9968e-08;1.5521e-08;-4.8156e-08;2.2261e-07;-4.9441e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;2.1201e-08;-5.9002e-08;3.0832e-08;-9.4622e-08;4.3891e-07;-9.7195e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;3.8533e-08;-1.0726e-07;5.5944e-08;-1.7182e-07;7.9663e-07;-1.7647e-07;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;5.9578e-08;-1.6604e-07;8.6466e-08;-2.6577e-07;1.2315e-06;-2.7296e-07;293.15;293.15;293.15;293.15;293.15;293.16;293.15;293.15;293.15
0.25;7.4493e-08;-2.0774e-07;1.0808e-07;-3.3231e-07;1.5394e-06;-3.4132e-07;293.15;293.15;293.15;293.15;293.15;293.16;293.15;293.15;293.15
0.3;8.9448e-08;-2.4957e-07;1.2972e-07;-3.9904e-07;1.848e-06;-4.0985e-07;293.15;293.15;293.15;293.15;293.15;293.16;293.15;293.15;293.15
0.35;1.0422e-07;-2.9092e-07;1.511e-07;-4.6495e-07;2.1527e-06;-4.7755e-07;293.15;293.15;293.15;293.15;293.15;293.16;293.15;293.15;293.15
