Time;Volt_n1_V_out;Volt_p1_V_out;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;PVDF1;PVDF2;PVDF3;PVDF4;PVDF5;PVDF6;PVDF7;PVDF8;PVDF9
0.0;-5.0283e-18;-6.3739e-18;-6.2375e-18;-4.9334e-18;-8.3169e-18;-3.2637e-18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.008;9.3738e-16;8.0298e-17;-6.8556e-16;5.1568e-16;1.2099e-15;-8.9045e-16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.016;-8.3241e-09;2.615e-09;-2.219e-10;1.621e-09;2.2824e-09;1.6551e-09;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.032;-2.335e-08;7.3402e-09;-6.0928e-10;4.5594e-09;6.3746e-09;4.6555e-09;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.064;-4.603e-08;1.4484e-08;-1.2237e-09;8.9758e-09;1.26e-08;9.1653e-09;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.128;-8.3668e-08;2.6343e-08;-2.2139e-09;1.6336e-08;2.2938e-08;1.6679e-08;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.2;-1.295e-07;4.0845e-08;-3.5037e-09;2.5242e-08;3.547e-08;2.5776e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.25;-1.62e-07;5.1118e-08;-4.38e-09;3.159e-08;4.4396e-08;3.2258e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.3;-1.9461e-07;6.1429e-08;-5.2606e-09;3.7961e-08;5.335e-08;3.8763e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.35;-2.2683e-07;7.1631e-08;-6.1431e-09;4.425e-08;6.2195e-08;4.5186e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.4;-2.588e-07;8.176e-08;-7.0243e-09;5.0487e-08;7.0969e-08;5.1555e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.45;-2.9068e-07;9.1868e-08;-7.9061e-09;5.6708e-08;7.9721e-08;5.7908e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.5;-3.2239e-07;1.0193e-07;-8.786e-09;6.2898e-08;8.843e-08;6.423e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.55;-3.5403e-07;1.1196e-07;-9.6682e-09;6.9069e-08;9.7114e-08;7.0531e-08;293.16;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.6;-3.8576e-07;1.2204e-07;-1.0541e-08;7.5268e-08;1.0583e-07;7.6862e-08;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.65;-4.1726e-07;1.3204e-07;-1.1421e-08;8.1416e-08;1.1449e-07;8.314e-08;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.7;-4.4865e-07;1.4202e-07;-1.2296e-08;8.7546e-08;1.2311e-07;8.94e-08;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.75;-4.7988e-07;1.5194e-07;-1.3169e-08;9.3642e-08;1.317e-07;9.5625e-08;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.8;-5.1101e-07;1.6184e-07;-1.4042e-08;9.9721e-08;1.4025e-07;1.0183e-07;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.85;-5.42e-07;1.717e-07;-1.4911e-08;1.0577e-07;1.4877e-07;1.0801e-07;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.9;-5.7288e-07;1.8153e-07;-1.578e-08;1.118e-07;1.5726e-07;1.1417e-07;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
0.95;-6.0362e-07;1.9131e-07;-1.6645e-08;1.178e-07;1.6571e-07;1.203e-07;293.17;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.0;-6.3423e-07;2.0106e-07;-1.751e-08;1.2378e-07;1.7413e-07;1.2641e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.05;-6.647e-07;2.1077e-07;-1.8371e-08;1.2973e-07;1.8251e-07;1.3248e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.1;-6.9503e-07;2.2043e-07;-1.923e-08;1.3566e-07;1.9086e-07;1.3853e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.15;-7.2523e-07;2.3006e-07;-2.0086e-08;1.4155e-07;1.9916e-07;1.4456e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.2;-7.5516e-07;2.3961e-07;-2.0938e-08;1.474e-07;2.074e-07;1.5053e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.25;-7.8497e-07;2.4912e-07;-2.1788e-08;1.5322e-07;2.156e-07;1.5647e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.3;-8.1491e-07;2.5867e-07;-2.2638e-08;1.5907e-07;2.2384e-07;1.6245e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.35;-8.4454e-07;2.6812e-07;-2.3483e-08;1.6486e-07;2.3199e-07;1.6836e-07;293.18;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.4;-8.7402e-07;2.7754e-07;-2.4328e-08;1.7062e-07;2.4011e-07;1.7424e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.45;-9.0329e-07;2.8689e-07;-2.5164e-08;1.7634e-07;2.4817e-07;1.8008e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.5;-9.3244e-07;2.9621e-07;-2.6002e-08;1.8203e-07;2.5619e-07;1.859e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.55;-9.6142e-07;3.0547e-07;-2.6832e-08;1.8769e-07;2.6417e-07;1.9168e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.6;-9.9024e-07;3.1468e-07;-2.7663e-08;1.9333e-07;2.7211e-07;1.9743e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.65;-1.0189e-06;3.2385e-07;-2.8487e-08;1.9893e-07;2.8e-07;2.0315e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.7;-1.0473e-06;3.3292e-07;-2.9307e-08;2.0447e-07;2.8781e-07;2.0881e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.75;-1.0755e-06;3.4195e-07;-3.0123e-08;2.0998e-07;2.9558e-07;2.1444e-07;293.19;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.8;-1.1038e-06;3.5103e-07;-3.0941e-08;2.1552e-07;3.034e-07;2.201e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.85;-1.1318e-06;3.5999e-07;-3.1751e-08;2.2099e-07;3.1111e-07;2.2569e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.9;-1.1597e-06;3.6891e-07;-3.2561e-08;2.2643e-07;3.1878e-07;2.3124e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
1.95;-1.1872e-06;3.7775e-07;-3.3361e-08;2.3182e-07;3.2639e-07;2.3675e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.0;-1.2147e-06;3.8655e-07;-3.4162e-08;2.3719e-07;3.3395e-07;2.4223e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.05;-1.2419e-06;3.9528e-07;-3.4955e-08;2.4251e-07;3.4146e-07;2.4767e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.1;-1.2675e-06;4.0349e-07;-3.5707e-08;2.4751e-07;3.4852e-07;2.5278e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.15;-1.2908e-06;4.1097e-07;-3.6395e-08;2.5206e-07;3.5493e-07;2.5742e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.2;-1.3123e-06;4.1793e-07;-3.7041e-08;2.5628e-07;3.6089e-07;2.6173e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.25;-1.3325e-06;4.2442e-07;-3.7646e-08;2.6021e-07;3.6645e-07;2.6575e-07;293.2;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.3;-1.3514e-06;4.3053e-07;-3.822e-08;2.6391e-07;3.7168e-07;2.6953e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.35;-1.3691e-06;4.3627e-07;-3.876e-08;2.6738e-07;3.7658e-07;2.7307e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.4;-1.3857e-06;4.4166e-07;-3.9273e-08;2.7064e-07;3.8118e-07;2.764e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.45;-1.4014e-06;4.4674e-07;-3.9758e-08;2.737e-07;3.8551e-07;2.7952e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.5;-1.4161e-06;4.5154e-07;-4.0219e-08;2.7658e-07;3.896e-07;2.8247e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.55;-1.4301e-06;4.5609e-07;-4.0659e-08;2.7931e-07;3.9347e-07;2.8526e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.6;-1.4434e-06;4.6041e-07;-4.108e-08;2.8191e-07;3.9715e-07;2.8792e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.65;-1.4561e-06;4.6456e-07;-4.1486e-08;2.844e-07;4.0066e-07;2.9045e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.7;-1.4683e-06;4.6854e-07;-4.1879e-08;2.8678e-07;4.0405e-07;2.9289e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.75;-1.4801e-06;4.7241e-07;-4.2261e-08;2.8909e-07;4.0733e-07;2.9525e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.8;-1.4916e-06;4.7618e-07;-4.2636e-08;2.9135e-07;4.1053e-07;2.9756e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.85;-1.503e-06;4.799e-07;-4.3006e-08;2.9357e-07;4.1368e-07;2.9983e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.9;-1.5142e-06;4.8359e-07;-4.3374e-08;2.9577e-07;4.168e-07;3.0208e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
2.95;-1.5255e-06;4.8728e-07;-4.3745e-08;2.9798e-07;4.1993e-07;3.0433e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
3.0;-1.5369e-06;4.9101e-07;-4.4118e-08;3.0021e-07;4.2309e-07;3.0661e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
3.05;-1.5486e-06;4.9481e-07;-4.4498e-08;3.0248e-07;4.2632e-07;3.0893e-07;293.21;293.15;293.15;293.15;293.15;293.15;293.15;293.15;293.15
